회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),재고자산(*)(IFRS연결),매출액(수익)(*)(IFRS),재고자산(*)(IFRS),재고자산회전률2019
삼보모터스(주),53700,18-Dec,945874227,102028748,252644334,10829209,9.270663862
삼보모터스(주),53700,19-Dec,939458008,114610203,265070911,15289401,8.196984068
삼보산업(주),9620,18-Dec,284529924,62116874,245340818,34581968,4.580557676
삼보산업(주),9620,19-Dec,319940542,61521539,262616975,30927745,5.20046389
삼아제약(주),9300,18-Dec,66947399,10440606,66947399,10440606,6.412213908
삼아제약(주),9300,19-Dec,71560150,11225133,71560150,11225133,6.374993508
삼영엠텍(주),54540,18-Dec,69070992,14590194,62025742,10188615,4.734069472
삼영엠텍(주),54540,19-Dec,69805770,21200968,64054670,13144547,3.29257466
삼영이엔씨(주),65570,18-Dec,35285403,32521230,35285403,32500045,1.084995955
삼영이엔씨(주),65570,19-Dec,37032272,31022057,37032272,31022057,1.193740054
삼지전자(주),37460,18-Dec,1439625525,128987066,45484002,14516611,11.16100683
삼지전자(주),37460,19-Dec,1494980608,60963223,54526218,8994943,24.52266357
삼천당제약(주),250,18-Dec,159960312,22429858,121919884,18612557,7.131579344
삼천당제약(주),250,19-Dec,186602477,23034671,138758402,17970091,8.100939536
삼천리자전거(주),24950,18-Dec,79612479,19673555,55958419,15751978,4.046674788
삼천리자전거(주),24950,19-Dec,87105784,11377630,70620031,9588913,7.655881234
삼현철강(주),17480,18-Dec,227980186,23651004,227980186,23651004,9.639344951
삼현철강(주),17480,19-Dec,237603984,21662339,237603984,21662339,10.96852856
상신이디피(주),91580,18-Dec,150148161,11571545,103857460,5870555,12.97563644
상신이디피(주),91580,19-Dec,141203717,13521697,99801512,6458652,10.44275116
상신전자(주),263810,18-Dec,83048455,18479605,77932496,15708937,4.494060073
상신전자(주),263810,19-Dec,81974667,17504316,76034690,14844254,4.683111697
서암기계공업(주),100660,18-Dec,42459109,9700639,42459109,9700639,4.376939395
서암기계공업(주),100660,19-Dec,38451030,11889411,38451030,11889411,3.234056759
서울바이오시스(주),92190,18-Dec,386412485,42111678,368194111,15962682,9.175898548
서울바이오시스(주),92190,19-Dec,350639743,54942523,269736534,12546479,6.381937411
서울반도체(주),46890,18-Dec,1194179669,155182898,1134503757,87154423,7.695304601
서울반도체(주),46890,19-Dec,1129902382,154333797,976702742,82422519,7.321159746
서울전자통신(주),27040,18-Dec,84617869,19118583,59903532,7118598,4.425948775
서울전자통신(주),27040,19-Dec,65589252,17894008,38717411,6044822,3.66543102
서호전기(주),65710,18-Dec,31190680,4111398,30280041,3225892,7.586392755
서호전기(주),65710,19-Dec,64884056,9256857,64058562,8074831,7.009296568
성우전자(주),81580,18-Dec,158592174,5527328,51106858,700971,28.69237614
성우전자(주),81580,19-Dec,118739390,5271773,37520219,959796,22.52361587
성우테크론(주),45300,18-Dec,39516946,0,38117718,0,#DIV/0!
성우테크론(주),45300,19-Dec,32959022,60500,31784490,60500,544.7772231
성호전자(주),43260,18-Dec,91355590,23047256,65451988,8664209,3.963838038
성호전자(주),43260,19-Dec,99288438,16780669,67898101,5394834,5.916834305
세명전기공업(주),17510,18-Dec,19017116,6157891,19017116,6157891,3.088251481
세명전기공업(주),17510,19-Dec,18453516,6758903,18453516,6758903,2.730253119
세종텔레콤(주),36630,18-Dec,211221597,3238196,179586010,2745837,65.22816933
세종텔레콤(주),36630,19-Dec,269640868,5396370,226977558,3678805,49.96708306
소니드(주),60230,18-Dec,33437512,3841788,25826175,2109552,8.703632788
소니드(주),60230,19-Dec,36946795,3443255,20699567,1891125,10.73019425
소프트캠프(주),258790,18-Dec,0,0,,,#DIV/0!
소프트캠프(주),258790,19-Dec,19738974,36000,18782084,36000,548.3048333
솔브레인홀딩스(주),36830,18-Dec,963424734,62244990,801162569,42619908,15.47794825
솔브레인홀딩스(주),36830,19-Dec,1021271673,66140319,796523935,39994328,15.44098499
스튜디오드래곤(주),253450,18-Dec,379606273,578330,365165572,578330,656.383506
스튜디오드래곤(주),253450,19-Dec,468660678,0,442211935,0,#DIV/0!
시그네틱스(주),33170,18-Dec,250232556,20008504,250060816,20008504,12.50631012
시그네틱스(주),33170,19-Dec,218775440,14352977,218478833,14352977,15.2425131
신라섬유(주),1000,18-Dec,4702692,701364,4702692,701364,6.705066128
신라섬유(주),1000,19-Dec,4180813,493095,4180813,493095,8.478717083
신라에스지(주),25870,18-Dec,72509021,12445945,58796469,7294139,5.825915268
신라에스지(주),25870,19-Dec,89400350,11860592,76853354,9791307,7.537595931
신라젠(주),215600,18-Dec,7712025,0,15310982,0,#DIV/0!
신라젠(주),215600,19-Dec,9068581,0,8837040,0,#DIV/0!
신성델타테크(주),65350,18-Dec,437052443,20012483,149578246,3879368,21.83899134
신성델타테크(주),65350,19-Dec,453654136,26432278,134676346,3217048,17.16288456
신신제약(주),2800,18-Dec,63719957,9497620,63768951,9555040,6.709044687
신신제약(주),2800,19-Dec,67854562,12965631,67767543,13021922,5.233417641
신원종합개발(주),17000,18-Dec,220624518,49888164,217373892,46812303,4.42238199
신원종합개발(주),17000,19-Dec,256456728,31052898,251690728,26768726,8.25870513
신일제약(주),12790,18-Dec,53276934,13393087,53276934,13393087,3.9779428
신일제약(주),12790,19-Dec,60648342,15071708,60648342,15071708,4.023986001
신화인터텍(주),56700,18-Dec,177577489,28982824,157928469,21445824,6.126990558
신화인터텍(주),56700,19-Dec,254429113,23923690,220533379,20346684,10.635028
신흥에스이씨(주),243840,18-Dec,215388514,19023486,156531204,9806872,11.3222421
신흥에스이씨(주),243840,19-Dec,239492755,21866458,145769089,8690756,10.95251709
쌍용정보통신(주),10280,18-Dec,123316260,2685804,121828400,2685804,45.914095
쌍용정보통신(주),10280,19-Dec,108259896,316798,106535210,316798,341.7316271
씨비아이(주),13720,18-Dec,21818976,4811364,21818976,4811364,4.534883663
씨비아이(주),13720,19-Dec,22117497,5516879,22117497,5516879,4.009059651
씨아이에스(주),222080,18-Dec,43594446,92400077,42926868,92400077,0.47180097
씨아이에스(주),222080,19-Dec,100552888,97210532,100552888,97210532,1.034382653
씨앤지하이테크(주),264660,18-Dec,88260534,5082684,88260534,5082684,17.36494616
씨앤지하이테크(주),264660,19-Dec,128842100,6696809,128842100,6696809,19.23932727
씨앤티85(주),56730,18-Dec,15491234,2010225,11318720,2010225,7.706218956
씨앤티85(주),56730,19-Dec,7220575,75495,7275085,75495,95.64308895
씨에스베어링(주),297090,18-Dec,64762248,11397712,64762248,11397712,5.682039343
씨에스베어링(주),297090,19-Dec,102573702,12885967,103369828,11586910,7.960109009
씨제이바이오사이언스(주),311690,18-Dec,3924040,145807,3923199,145807,26.9125625
씨제이바이오사이언스(주),311690,19-Dec,4783223,98669,4782430,98669,48.47746506
씨제이프레시웨이(주),51500,18-Dec,2828072307,210415197,2107459892,129953500,13.44043751
씨제이프레시웨이(주),51500,19-Dec,3055080974,191367414,2321346200,113724412,15.96447854
씨큐브(주),101240,18-Dec,41389314,19137622,41389314,19137622,2.162719799
씨큐브(주),101240,19-Dec,44746670,22043525,44746670,22043525,2.029923526
아미코젠(주),92040,18-Dec,94521965,33696679,23594662,6243799,2.805082513
아미코젠(주),92040,19-Dec,115180889,33364353,32971859,9674764,3.452214074
아비코전자(주),36010,18-Dec,99846409,19452656,83368257,10910011,5.132790556
아비코전자(주),36010,19-Dec,123321535,15791536,73280345,7547179,7.809343879
아이쓰리시스템(주),214430,18-Dec,69164997,24942275,69164997,24942275,2.773002743
아이쓰리시스템(주),214430,19-Dec,51862039,24176870,51862039,24176870,2.145109727
아이진(주),185490,18-Dec,2035288,206487,2035288,206487,9.856736744
아이진(주),185490,19-Dec,4245380,311131,4245380,311131,13.64499198
아이큐어(주),175250,18-Dec,33320492,4562420,30315287,3908895,7.303249591
아이큐어(주),175250,19-Dec,60922490,14167168,41074208,8835923,4.30025888
아이크래프트(주),52460,18-Dec,73149612,6845234,67530472,4869003,10.68621058
아이크래프트(주),52460,19-Dec,73758133,6276935,64937461,3339262,11.75066063
아이텍(주),119830,18-Dec,30905307,0,30905307,0,#DIV/0!
아이텍(주),119830,19-Dec,47026177,484139,40942046,0,97.13362691
아진산업(주),13310,18-Dec,396944683,24469595,216584478,8109891,16.22195557
아진산업(주),13310,19-Dec,440797612,31797815,277654918,11205243,13.86251263
안국약품(주),1540,18-Dec,185745622,21669504,180052799,18312764,8.571752358
안국약품(주),1540,19-Dec,155851757,23504988,149279874,20728706,6.630582283
알리코제약(주),260660,18-Dec,95337599,12043807,95337599,12043807,7.915902256
알리코제약(주),260660,19-Dec,115793215,12566911,115793215,12566911,9.214135041
알서포트(주),131370,18-Dec,24704712,590165,21402240,485692,41.86068642
알서포트(주),131370,19-Dec,28486918,389115,23290832,369438,73.20950876
알에스오토메이션(주),140670,18-Dec,98664317,17565002,91178001,17114055,5.617096827
알에스오토메이션(주),140670,19-Dec,82169975,15583631,75825511,15203406,5.272838853
알에프머트리얼즈(주),327260,18-Dec,19270087,2992931,19270087,2992931,6.438533665
알에프머트리얼즈(주),327260,19-Dec,16211219,4583275,16211219,4583275,3.537038253
알에프에이치아이씨(주),218410,18-Dec,108101224,47306037,97867984,45007437,2.285146481
알에프에이치아이씨(주),218410,19-Dec,107768754,52135823,99143847,48905551,2.067076873
압타바이오(주),293780,18-Dec,1454113,0,1454113,0,#DIV/0!
압타바이오(주),293780,19-Dec,1018572,0,1018572,0,#DIV/0!
애니젠(주),196300,18-Dec,4114385,1927058,4114385,1927058,2.135060284
애니젠(주),196300,19-Dec,6276912,1827193,6276912,1827193,3.435275858
애머릿지코퍼레이션,900100,18-Dec,27003367,431233,26074470,286096,62.61897165
애머릿지코퍼레이션,900100,19-Dec,39829870,8244294,21819287,4337989,4.831204467
앱클론(주),174900,18-Dec,3920790,17964,3920790,17964,218.258183
앱클론(주),174900,19-Dec,14375025,32652,14375025,32652,440.2494487
어보브반도체(주),102120,18-Dec,109543014,14064324,104878234,12870604,7.788715192
어보브반도체(주),102120,19-Dec,126805890,18379058,124723168,15833616,6.899477111
에스넷시스템(주),38680,18-Dec,270809012,11055271,165493986,8559280,24.49591801
에스넷시스템(주),38680,19-Dec,316779316,25305890,176442663,23164847,12.51800731
에스디엔(주),99220,18-Dec,60887354,7489153,58915895,7489153,8.130072119
에스디엔(주),99220,19-Dec,65023507,13091300,62982298,13091300,4.966925133
에스맥(주),97780,18-Dec,141385799,18638097,83404331,199894,7.58584951
에스맥(주),97780,19-Dec,168039893,20474548,74766484,1432650,8.207257762
에스비더블유생명과학(주),151910,18-Dec,61102246,6126075,58999471,3273924,9.974126337
에스비더블유생명과학(주),151910,19-Dec,52623027,8338798,48802634,3166232,6.310624985
에스씨아이평가정보(주),36120,18-Dec,49863975,0,46527546,0,#DIV/0!
에스씨아이평가정보(주),36120,19-Dec,52569945,0,48708533,0,#DIV/0!
에스앤씨엔진그룹리미티드,900080,18-Dec,127170366,7466717,,,17.03163063
에스앤씨엔진그룹리미티드,900080,19-Dec,107613521,7443723,,,14.45694863
에스에이치엔엘(주),50320,18-Dec,6579544,0,6579544,0,#DIV/0!
에스에이치엔엘(주),50320,19-Dec,121410,0,121410,0,#DIV/0!
에스엔유프리시젼(주),80000,18-Dec,82572761,8098834,82551448,8102304,10.19563569
에스엔유프리시젼(주),80000,19-Dec,64349005,13667931,64233361,13667931,4.70802823
에스엔케이폴리텍(주),91340,18-Dec,282148096,31929528,20917815,4018650,8.836588377
에스엔케이폴리텍(주),91340,19-Dec,338044206,37747585,25933907,3907629,8.955386311
에스와이(주),109610,18-Dec,419928752,55258109,343028329,28407989,7.599405039
에스와이(주),109610,19-Dec,380109486,55854662,294915037,24281591,6.805331415
에스지씨이테크건설(주),16250,18-Dec,1487904768,83888076,881992820,25614051,17.736785
에스지씨이테크건설(주),16250,19-Dec,1698474766,78623144,1242048953,32881952,21.60273273
에스지에이(주),49470,18-Dec,88885999,8000743,44351155,2840902,11.10971806
에스지에이(주),49470,19-Dec,81471003,3037804,38700581,1397450,26.81904527
에스지에이솔루션즈(주),184230,18-Dec,45381803,5159842,17856882,3573520,8.795192372
에스지에이솔루션즈(주),184230,19-Dec,45088761,1331582,21614762,1237365,33.86104724
에스지에이클라우드서비스(주),224880,18-Dec,25550260,1586322,25550260,1586322,16.10660383
에스지에이클라우드서비스(주),224880,19-Dec,19472374,104217,19472374,104217,186.8445071
에스지이(주),255220,18-Dec,145839541,2598311,118477483,1455148,56.12859315
에스지이(주),255220,19-Dec,132776115,3324242,111440249,1981534,39.94177169
에스케이 머티리얼즈(주),36490,18-Dec,687252388,111762345,444872836,79097464,6.149230208
에스케이 머티리얼즈(주),36490,19-Dec,772194040,150062561,454649037,110086368,5.145814085
에스텍(주),69510,18-Dec,306433025,36022632,197107076,6470749,8.506680606
에스텍(주),69510,19-Dec,337971674,39582020,216795154,6934056,8.538515063
에스트래픽(주),234300,18-Dec,40678386,266541,41549628,261525,152.6158677
에스트래픽(주),234300,19-Dec,79673572,3118918,76244500,2642304,25.54526025
에스티팜(주),237690,18-Dec,97738456,40659270,97299230,40659270,2.403841879
에스티팜(주),237690,19-Dec,93256825,40925358,92995881,40672855,2.278705173
에스퓨얼셀(주),288620,18-Dec,31491977,6207282,31491977,6207282,5.073392348
에스퓨얼셀(주),288620,19-Dec,37953636,13556056,37953636,13556056,2.799755032
에이비엘바이오(주),298380,18-Dec,1257884,0,1257884,0,#DIV/0!
에이비엘바이오(주),298380,19-Dec,3988956,0,3988956,0,#DIV/0!
에이아이비트(주),39230,18-Dec,37768386,1602778,12540252,0,23.56432769
에이아이비트(주),39230,19-Dec,37400538,3485096,8310047,25658,10.73156607
에이에프더블류(주),312610,18-Dec,30329958,2670461,30329958,2670461,11.35757384
에이에프더블류(주),312610,19-Dec,25961807,1037879,25961807,1037879,25.01429068
에이치엘비(주),28300,18-Dec,36185983,3860254,27271379,3055621,9.373990157
에이치엘비(주),28300,19-Dec,38420748,4918446,29775778,4027321,7.811562433
에이치엘비생명과학(주),67630,18-Dec,102475886,5853507,4270701,0,17.5067504
에이치엘비생명과학(주),67630,19-Dec,114018502,7149488,12431173,0,15.94778563
에이치엘비제약(주),47920,18-Dec,20540682,5381859,20540682,5233087,3.81665183
에이치엘비제약(주),47920,19-Dec,36099923,5647885,35501259,5647885,6.39175957
에이치엘비테라퓨틱스(주),115450,18-Dec,46357029,4341588,43900567,4114901,10.67743623
에이치엘비테라퓨틱스(주),115450,19-Dec,58966186,3310471,59034986,3310471,17.81202312
에이테크솔루션(주),71670,18-Dec,193979393,63168926,156240495,55853938,3.070804037
에이테크솔루션(주),71670,19-Dec,228200653,71322399,184674928,62378507,3.19956502
에이피시스템(주),265520,18-Dec,714239793,141833641,714057287,141828002,5.0357573
에이피시스템(주),265520,19-Dec,462077779,134134276,460248240,134029234,3.444889649
에이피에스홀딩스(주),54620,18-Dec,28416310,1344845,3239249,0,21.12980306
에이피에스홀딩스(주),54620,19-Dec,23151386,585929,3396432,0,39.51227196
에이피위성(주),211270,18-Dec,42843708,10490786,42843708,10490786,4.083936895
에이피위성(주),211270,19-Dec,45653106,8461502,45653106,8461502,5.395390322
에이피티씨(주),89970,18-Dec,61038365,17525662,61038365,17525662,3.482799394
에이피티씨(주),89970,19-Dec,59326131,16687407,59326131,16687407,3.555143768
에코바이오홀딩스(주),38870,18-Dec,21982008,0,18372405,0,#DIV/0!
에코바이오홀딩스(주),38870,19-Dec,17268700,0,14052288,0,#DIV/0!
에코캡(주),128540,18-Dec,76493497,12368637,74044941,11018479,6.18447263
에코캡(주),128540,19-Dec,66939883,17667444,66785476,14401177,3.78888327
에코플라스틱(주),38110,18-Dec,1084278617,50785903,642052365,12248472,21.34999189
에코플라스틱(주),38110,19-Dec,1216291299,51157993,704806691,12724209,23.77519577
에프엔에스테크(주),83500,18-Dec,46350228,5216312,46350228,5216312,8.885631841
에프엔에스테크(주),83500,19-Dec,34096408,7149059,34096408,7149059,4.769356079
엑스큐어(주),70300,18-Dec,13424149,245976,13424149,245976,54.57503578
엑스큐어(주),70300,19-Dec,13258734,501235,13258734,501235,26.45213124
엔브이에이치코리아(주),67570,18-Dec,621979857,26660897,366064432,1014145,23.32929222
엔브이에이치코리아(주),67570,19-Dec,826287783,25486215,350374902,858524,32.42096886
엔시트론(주),101400,18-Dec,16271102,3118685,14987897,3014977,5.217295751
엔시트론(주),101400,19-Dec,10936917,2404596,9927737,2309562,4.548338681
엔에이치엔한국사이버결제(주),60250,18-Dec,432658309,5779825,424544561,3808733,74.85664514
엔에이치엔한국사이버결제(주),60250,19-Dec,469897622,3407119,464507320,3275073,137.9164103
엘비세미콘(주),61970,18-Dec,275662171,11639493,157123370,6504262,23.68334866
엘비세미콘(주),61970,19-Dec,390435695,15460611,222933247,9458287,25.25357471
엘컴텍(주),37950,18-Dec,40154183,2384416,38790817,2347621,16.840259
엘컴텍(주),37950,19-Dec,46157406,3150962,43823575,3118379,14.6486711
엘티씨(주),170920,18-Dec,96773496,11590798,57444754,9270493,8.34916595
엘티씨(주),170920,19-Dec,92053188,7632217,56853812,5024639,12.06113348
엠에프엠코리아(주),323230,19-Dec,0,0,,,#DIV/0!
엠케이전자(주),33160,18-Dec,706474289,55600010,335998710,42788905,12.70636982
엠케이전자(주),33160,19-Dec,731615145,57520461,350049856,46601918,12.7192156
영신금속공업(주),7530,18-Dec,117473879,15878752,116182394,12338967,7.398180852
영신금속공업(주),7530,19-Dec,119777966,16722952,117367323,14235732,7.162489374
영풍정밀(주),36560,18-Dec,65911373,17280961,65911373,17280961,3.814103452
영풍정밀(주),36560,19-Dec,74989867,20869918,74989867,20869918,3.59320372
영화테크(주),265560,18-Dec,53485071,5502437,44578466,4026352,9.720251409
영화테크(주),265560,19-Dec,44565403,5747823,39803361,4433645,7.75344039
예스이십사(주),53280,18-Dec,506443290,31799441,485629062,31240880,15.92616958
예스이십사(주),53280,19-Dec,533022797,34600500,512012071,34297403,15.40506053
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,18-Dec,240003035,5238944,,,45.81133812
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,19-Dec,299604920,6551477,,,45.73089702
오로라월드(주),39830,18-Dec,146821883,45916988,107773491,7703471,3.197550392
오로라월드(주),39830,19-Dec,157071565,44543102,117412631,8158648,3.526282588
오상자이엘(주),53980,18-Dec,64710674,11940901,58487489,10445060,5.419245499
오상자이엘(주),53980,19-Dec,74222347,10635379,66721621,9166097,6.978815424
오성첨단소재(주),52420,18-Dec,44104349,5061202,44104349,5061202,8.714204452
오성첨단소재(주),52420,19-Dec,66605461,4039864,66605461,4039864,16.48705526
오션브릿지(주),241790,18-Dec,94181914,4877259,73781548,1814512,19.31041882
오션브릿지(주),241790,19-Dec,75770273,7786877,52540276,5190827,9.730508521
오스템임플란트(주),48260,18-Dec,460146867,95477641,333588310,49810304,4.819420151
오스템임플란트(주),48260,19-Dec,565042601,104189440,373764799,60320682,5.423223323
올리패스(주),244460,18-Dec,488256,590766,38081,0,0.82647952
올리패스(주),244460,19-Dec,1705302,401481,320262,0,4.247528526
올릭스(주),226950,18-Dec,302000,634837,302000,634837,0.475712663
올릭스(주),226950,19-Dec,1130327,365823,1130327,365823,3.089819394
옴니시스템(주),57540,18-Dec,114047082,12973630,83554504,9366215,8.790684026
옴니시스템(주),57540,19-Dec,94031923,13844394,75800659,10753934,6.792057709
옵티시스(주),109080,18-Dec,21275099,4533334,21275099,4533334,4.693035854
옵티시스(주),109080,19-Dec,19692118,5401036,19692118,5401036,3.645989029
와이더블유(주),51390,18-Dec,29376115,1198455,29376115,1198455,24.51165459
와이더블유(주),51390,19-Dec,19220154,1458471,19220154,1458471,13.17829014
와이아이케이(주),232140,18-Dec,243159537,39187969,218107130,36038588,6.204953796
와이아이케이(주),232140,19-Dec,49982617,45833942,28997156,40583171,1.090515343
와이엠씨(주),155650,18-Dec,240874983,9881139,231569725,8403326,24.37724872
와이엠씨(주),155650,19-Dec,167066128,12324006,162318804,11782876,13.55615439
와이엠티(주),251370,18-Dec,72735869,7664272,48777694,4015224,9.49025152
와이엠티(주),251370,19-Dec,95486219,13700144,66020742,5956998,6.969723749
와토스코리아(주),79000,18-Dec,21298244,2961702,21298244,2961702,7.191217752
와토스코리아(주),79000,19-Dec,18321002,2880783,18321002,2880783,6.359729976
우리바이오(주),82850,18-Dec,1279626989,92345991,27948406,2214007,13.85687646
우리바이오(주),82850,19-Dec,1672648383,87934881,44617544,1852347,19.02144364
우리산업(주),215360,18-Dec,332788192,55894292,310616521,55279807,5.953885094
우리산업(주),215360,19-Dec,318793341,52324478,301983597,51774337,6.092623437
우리산업홀딩스(주),72470,18-Dec,387019864,78176416,2613728,0,4.950596149
우리산업홀딩스(주),72470,19-Dec,378244799,73719678,2582444,0,5.130852566
우리손에프앤지농업회사법인(주),73560,18-Dec,236789278,8132109,83233982,689520,29.11781901
우리손에프앤지농업회사법인(주),73560,19-Dec,225233901,6967814,72889769,744600,32.32490147
우리엔터프라이즈(주),37400,18-Dec,1302291027,97157958,26404123,4811966,13.40385341
우리엔터프라이즈(주),37400,19-Dec,1697725764,92741727,26933802,4806845,18.30595374
우리이앤엘(주),153490,18-Dec,142862234,6017585,133318910,1723162,23.74079203
우리이앤엘(주),153490,19-Dec,133202816,6494201,129043240,2232064,20.51103993
우림피티에스(주),101170,18-Dec,64315382,10921483,64315382,10921483,5.888887251
우림피티에스(주),101170,19-Dec,55506685,13064000,55506685,13064000,4.248827694
우수AMS(주),66590,18-Dec,244005777,14893057,199964643,8845913,16.38386108
우수AMS(주),66590,19-Dec,252858383,17636340,207341545,8990130,14.33735021
우원개발(주),46940,18-Dec,218641536,48525394,156141336,3925214,4.505713771
우원개발(주),46940,19-Dec,290210341,29291114,146805818,3892423,9.907794596
우진비앤지(주),18620,18-Dec,28130629,8678825,28130629,7654378,3.241294645
우진비앤지(주),18620,19-Dec,29655800,11043241,25852361,10371560,2.685425411
원텍(주),216280,18-Dec,50878427,18677154,50443742,18047212,2.72409956
원텍(주),216280,19-Dec,38498317,16708422,35223289,15717695,2.304126446
원텍(주),336570,19-Dec,0,0,,,#DIV/0!
원풍물산(주),8290,18-Dec,42670879,14252105,42670879,14252105,2.994005377
원풍물산(주),8290,19-Dec,40753665,13840951,40753665,13840951,2.944426651
웹케시(주),53580,18-Dec,77999972,0,76558340,0,#DIV/0!
웹케시(주),53580,19-Dec,61201347,0,61201347,0,#DIV/0!
위즈코프(주),38620,18-Dec,39602235,1006394,33903223,333378,39.35062709
위즈코프(주),38620,19-Dec,36756137,393108,35221336,393108,93.50137112
윈텍(주),320000,19-Dec,0,0,,,#DIV/0!
윙입푸드홀딩스,900340,18-Dec,96175443,2535854,,,37.92625404
윙입푸드홀딩스,900340,19-Dec,111593709,7172142,,,15.55932788
유네코(주),64510,18-Dec,14661966,6546635,12705742,6453983,2.239618674
유네코(주),64510,19-Dec,18720579,5560086,15386367,5424278,3.366958533
유니셈(주),36200,18-Dec,214304332,18861578,208976766,18395434,11.36195137
유니셈(주),36200,19-Dec,179032324,21343135,173111386,20684903,8.388286163
유니슨(주),18000,18-Dec,165234057,29990570,164740598,29990570,5.50953373
유니슨(주),18000,19-Dec,75933109,40272759,73652840,40272759,1.885470747
유비벨록스(주),89850,18-Dec,108635626,63021462,94171950,24489996,1.723787779
유비벨록스(주),89850,19-Dec,279431721,60231169,91236770,15778605,4.639320897
유아이엘(주),49520,18-Dec,423594391,21100489,126435327,3048092,20.07509831
유아이엘(주),49520,19-Dec,408486203,16562905,100478694,2272071,24.66271484
유진기업(주),23410,18-Dec,1451043143,9725072,780987279,8768268,149.2064165
유진기업(주),23410,19-Dec,1457764778,8568573,806997640,7671413,170.129236
이노시스(주),56090,18-Dec,31685938,14323975,16119849,9812989,2.212091127
이노시스(주),56090,19-Dec,34814232,15069042,21361556,10082876,2.310314883
이니텍(주),53350,18-Dec,262465790,3342551,53449709,483782,78.52259846
이니텍(주),53350,19-Dec,288034220,2585159,50464089,144332,111.418377
이스트아시아홀딩스인베스트먼트리미티드,900110,18-Dec,92978878,4460663,,,20.84418348
이스트아시아홀딩스인베스트먼트리미티드,900110,19-Dec,91506104,3195722,,,28.6339375
이에스산업(주),241510,18-Dec,0,0,,,#DIV/0!
이에스산업(주),241510,19-Dec,0,0,,,#DIV/0!
이엠코리아(주),95190,18-Dec,107484472,23803948,100231876,18194420,4.51540526
이엠코리아(주),95190,19-Dec,84821800,16998627,81408473,13881496,4.989920657
이원다이애그노믹스(주),245620,18-Dec,21496787,5013612,5804209,693653,4.287684607
이원다이애그노믹스(주),245620,19-Dec,56721870,3922195,5414766,768330,14.46176694
이원컴포텍(주),88290,18-Dec,44049192,4992991,42791557,3204011,8.822205367
이원컴포텍(주),88290,19-Dec,47852572,3646474,46310492,2677990,13.12297085
이트론(주),96040,18-Dec,8470642,470953,8470642,470953,17.98617272
이트론(주),96040,19-Dec,28980984,3370386,28980984,3370386,8.598713619
이화공영(주),1840,18-Dec,186487736,198074,186487736,198074,941.5053768
이화공영(주),1840,19-Dec,138398049,211748,138398049,211748,653.5979041
이화전기공업(주),24810,18-Dec,42045722,17929990,42045722,17929990,2.344994169
이화전기공업(주),24810,19-Dec,56846635,15279835,56846635,15279835,3.72036969
인베니아(주),79950,18-Dec,172804068,41848194,172874613,40315129,4.129307659
인베니아(주),79950,19-Dec,146173882,53145520,146436351,53123738,2.750445983
인선이엔티(주),60150,18-Dec,175954965,11722277,92503073,345848,15.01030602
인선이엔티(주),60150,19-Dec,183949124,10544226,102296528,225700,17.44548381
인크로스(주),216050,18-Dec,35769759,0,32402748,0,#DIV/0!
인크로스(주),216050,19-Dec,34463400,0,31311953,0,#DIV/0!
인탑스(주),49070,18-Dec,715562377,23712402,178237142,7024283,30.17671415
인탑스(주),49070,19-Dec,910477910,25707582,240709540,11172034,35.41670741
인포뱅크(주),39290,18-Dec,122037854,0,76182078,0,#DIV/0!
인포뱅크(주),39290,19-Dec,119477343,0,72710688,0,#DIV/0!
인화정공(주),101930,18-Dec,99817007,38835882,44830674,9804084,2.570226344
인화정공(주),101930,19-Dec,129288748,36436783,69958816,9052899,3.548303043
잉글우드랩(주),950140,18-Dec,118766184,32014094,100542319,30767350,3.709809311
잉글우드랩(주),950140,19-Dec,133316920,29603554,116673725,27845342,4.503409287
자안바이오(주),221610,18-Dec,35169316,5742182,23225386,1488889,6.124730285
자안바이오(주),221610,19-Dec,43888123,4961191,26152415,1375985,8.846287716
자이글(주),234920,18-Dec,55815252,4620592,55815252,4620592,12.0796755
자이글(주),234920,19-Dec,29702460,5292186,29702460,5292186,5.612512485
재영솔루텍(주),49630,18-Dec,128598548,13431264,125352910,11510436,9.574567814
재영솔루텍(주),49630,19-Dec,133357975,8060208,130956325,7258508,16.54522749
전진바이오팜(주),110020,18-Dec,1384405,641582,1384405,641582,2.157799003
전진바이오팜(주),110020,19-Dec,3948944,332034,3948944,332034,11.89319166
제너셈(주),217190,18-Dec,26014333,7979423,26014333,7979423,3.260177208
제너셈(주),217190,19-Dec,38688487,7437055,38688487,7437055,5.202124631
제룡산업(주),147830,18-Dec,32042718,3160861,32042718,3160861,10.13733853
제룡산업(주),147830,19-Dec,27124378,2218743,27124378,2218743,12.22511034
제룡전기(주),33100,18-Dec,42493547,4762088,42493547,4762088,8.923301501
제룡전기(주),33100,19-Dec,45214796,4703808,45214796,4703808,9.612381288
제이더블유신약(주),67290,18-Dec,91776092,12757118,83627004,11645141,7.194108575
제이더블유신약(주),67290,19-Dec,102531447,12957797,89979990,11268931,7.912722124
제이스코홀딩스(주),23440,18-Dec,30535366,9475679,30535366,9475679,3.222498989
제이스코홀딩스(주),23440,19-Dec,25110218,9546676,25110218,9546676,2.630257694
