회사명,거래소코드,회계년도,매출원가(*)(IFRS),매출액(수익)(*)(IFRS),매출원가(*)(IFRS연결),매출액(수익)(*)(IFRS연결),매출원가대매출액2019
삼영엠텍(주),54540,19-Dec,54603915,64054670,58928381,69805770,84.41763625
삼영이엔씨(주),65570,18-Dec,22140961,35285403,22140961,35285403,62.74821631
삼영이엔씨(주),65570,19-Dec,27194096,37032272,27194096,37032272,73.43350686
삼지전자(주),37460,18-Dec,40751190,45484002,1368241299,1439625525,95.04147261
삼지전자(주),37460,19-Dec,47992889,54526218,1422989322,1494980608,95.1844669
삼천당제약(주),250,18-Dec,65259669,121919884,76762385,159960312,47.98839415
삼천당제약(주),250,19-Dec,65369457,138758402,75946716,186602477,40.69973626
삼천리자전거(주),24950,18-Dec,37211184,55958419,53449170,79612479,67.13667339
삼천리자전거(주),24950,19-Dec,51865131,70620031,64079345,87105784,73.5649713
삼현철강(주),17480,18-Dec,208743742,227980186,208743742,227980186,91.56222989
삼현철강(주),17480,19-Dec,222303166,237603984,222303166,237603984,93.56036976
상신이디피(주),91580,18-Dec,87389057,103857460,122684780,150148161,81.70914594
상신이디피(주),91580,19-Dec,90370612,99801512,118197338,141203717,83.70695936
상신전자(주),263810,18-Dec,70216455,77932496,73498248,83048455,88.50043989
상신전자(주),263810,19-Dec,67944661,76034690,72023267,81974667,87.86039594
서암기계공업(주),100660,18-Dec,34926526,42459109,34926526,42459109,82.25920615
서암기계공업(주),100660,19-Dec,32244202,38451030,32244202,38451030,83.85783684
서울바이오시스(주),92190,18-Dec,285584831,368194111,305343892,386412485,79.02019315
서울바이오시스(주),92190,19-Dec,201140047,269736534,280791931,350639743,80.079893
서울반도체(주),46890,18-Dec,902445765,1134503757,870957129,1194179669,72.93350838
서울반도체(주),46890,19-Dec,795443754,976702742,876232021,1129902382,77.54935603
서울전자통신(주),27040,18-Dec,57760154,59903532,79977655,84617869,94.51627173
서울전자통신(주),27040,19-Dec,37503923,38717411,61441830,65589252,93.67667434
서호전기(주),65710,18-Dec,16209823,30280041,16339248,31190680,52.38503296
서호전기(주),65710,19-Dec,41538045,64058562,41458542,64884056,63.89634766
성우전자(주),81580,18-Dec,46406304,51106858,137109199,158592174,86.45395012
성우전자(주),81580,19-Dec,34796840,37520219,111042415,118739390,93.51775767
성우테크론(주),45300,18-Dec,29249460,38117718,29758157,39516946,75.30479962
성우테크론(주),45300,19-Dec,27688388,31784490,28188904,32959022,85.52712517
성호전자(주),43260,18-Dec,55303930,65451988,73101478,91355590,80.01861517
성호전자(주),43260,19-Dec,62649882,67898101,88459400,99288438,89.09335445
세명전기공업(주),17510,18-Dec,13973557,19017116,13973557,19017116,73.47884401
세명전기공업(주),17510,19-Dec,14935342,18453516,14935342,18453516,80.93493944
세종텔레콤(주),36630,18-Dec,0,179586010,28082920,211221597,13.29547755
세종텔레콤(주),36630,19-Dec,63850449,226977558,104314131,269640868,38.68632072
소니드(주),60230,18-Dec,19583559,25826175,25889403,33437512,77.42622418
소니드(주),60230,19-Dec,13657447,20699567,27245642,36946795,73.74291058
소프트캠프(주),258790,18-Dec,,,0,0,#DIV/0!
소프트캠프(주),258790,19-Dec,4843915,18782084,4848194,19738974,24.5615299
솔브레인홀딩스(주),36830,18-Dec,602134957,801162569,725796278,963424734,75.33502643
솔브레인홀딩스(주),36830,19-Dec,581274152,796523935,766489491,1021271673,75.05245776
스튜디오드래곤(주),253450,18-Dec,320945630,365165572,324044291,379606273,85.36326032
스튜디오드래곤(주),253450,19-Dec,397330304,442211935,420777214,468660678,89.78291411
시그네틱스(주),33170,18-Dec,248605708,250060816,248605708,250232556,99.34986557
시그네틱스(주),33170,19-Dec,225632269,218478833,225632269,218775440,103.1341859
신라섬유(주),1000,18-Dec,3350259,4702692,3350259,4702692,71.24130179
신라섬유(주),1000,19-Dec,2900263,4180813,2900263,4180813,69.37078984
신라에스지(주),25870,18-Dec,54327409,58796469,67431172,72509021,92.99694172
신라에스지(주),25870,19-Dec,71043652,76853354,83182422,89400350,93.0448505
신라젠(주),215600,18-Dec,0,15310982,0,7712025,0
신라젠(주),215600,19-Dec,0,8837040,0,9068581,0
신성델타테크(주),65350,18-Dec,129344974,149578246,388139968,437052443,88.80855701
신성델타테크(주),65350,19-Dec,118884619,134676346,405439658,453654136,89.37197434
신신제약(주),2800,18-Dec,41953491,63768951,41524787,63719957,65.16763186
신신제약(주),2800,19-Dec,44607837,67767543,44276024,67854562,65.25135922
신원종합개발(주),17000,18-Dec,195808572,217373892,198641774,220624518,90.03612826
신원종합개발(주),17000,19-Dec,231964158,251690728,236408805,256456728,92.18272683
신일제약(주),12790,18-Dec,32390921,53276934,32390921,53276934,60.79726923
신일제약(주),12790,19-Dec,35772990,60648342,35772990,60648342,58.98428353
신화인터텍(주),56700,18-Dec,147717611,157928469,165177335,177577489,93.01704621
신화인터텍(주),56700,19-Dec,196010136,220533379,219041317,254429113,86.09129451
신흥에스이씨(주),243840,18-Dec,132340937,156531204,184748580,215388514,85.77457385
신흥에스이씨(주),243840,19-Dec,124963141,145769089,200098588,239492755,83.55099844
쌍용정보통신(주),10280,18-Dec,108094829,121828400,108706946,123316260,88.15297026
쌍용정보통신(주),10280,19-Dec,93686885,106535210,94956548,108259896,87.7116564
씨비아이(주),13720,18-Dec,19196907,21818976,19196907,21818976,87.98262118
씨비아이(주),13720,19-Dec,19418461,22117497,19418461,22117497,87.79682891
씨아이에스(주),222080,18-Dec,37310879,42926868,37310879,43594446,85.58631299
씨아이에스(주),222080,19-Dec,79504541,100552888,79504541,100552888,79.06738691
씨앤지하이테크(주),264660,18-Dec,70240025,88260534,70240025,88260534,79.58259691
씨앤지하이테크(주),264660,19-Dec,107483674,128842100,107483674,128842100,83.4227896
씨앤티85(주),56730,18-Dec,10707726,11318720,14067839,15491234,90.81160997
씨앤티85(주),56730,19-Dec,7003225,7275085,6959715,7220575,96.38726833
씨에스베어링(주),297090,18-Dec,56384787,64762248,56384787,64762248,87.06428319
씨에스베어링(주),297090,19-Dec,84566690,103369828,84318566,102573702,82.20290811
씨제이바이오사이언스(주),311690,18-Dec,1726094,3923199,1726094,3924040,43.98767597
씨제이바이오사이언스(주),311690,19-Dec,2110086,4782430,2110086,4783223,44.11431372
씨제이프레시웨이(주),51500,18-Dec,1822771218,2107459892,2469461348,2828072307,87.31959724
씨제이프레시웨이(주),51500,19-Dec,2004462226,2321346200,2658610571,3055080974,87.02258937
씨큐브(주),101240,18-Dec,25289645,41389314,25289645,41389314,61.1018704
씨큐브(주),101240,19-Dec,25757512,44746670,25757512,44746670,57.56296949
아미코젠(주),92040,18-Dec,16637029,23594662,63998384,94521965,67.70742017
아미코젠(주),92040,19-Dec,19798503,32971859,66685374,115180889,57.89621402
아비코전자(주),36010,18-Dec,68078722,83368257,85589336,99846409,85.72099573
아비코전자(주),36010,19-Dec,58731111,73280345,116284450,123321535,94.29370953
아이쓰리시스템(주),214430,18-Dec,52969771,69164997,52969771,69164997,76.58465018
아이쓰리시스템(주),214430,19-Dec,47143343,51862039,47143343,51862039,90.90144527
아이진(주),185490,18-Dec,1273345,2035288,1273345,2035288,62.56338169
아이진(주),185490,19-Dec,2307879,4245380,2307879,4245380,54.36213013
아이큐어(주),175250,18-Dec,19892620,30315287,22044772,33320492,66.1598034
아이큐어(주),175250,19-Dec,25321884,41074208,42712172,60922490,70.10903855
아이크래프트(주),52460,18-Dec,55947861,67530472,60091927,73149612,82.14934482
아이크래프트(주),52460,19-Dec,52138822,64937461,58879861,73758133,79.82829636
아이텍(주),119830,18-Dec,25413065,30905307,25413065,30905307,82.2288062
아이텍(주),119830,19-Dec,31794715,40942046,38138638,47026177,81.10086857
아진산업(주),13310,18-Dec,188737813,216584478,343890168,396944683,86.63427997
아진산업(주),13310,19-Dec,230367558,277654918,368725461,440797612,83.64960493
안국약품(주),1540,18-Dec,83909292,180052799,87959338,185745622,47.35473012
안국약품(주),1540,19-Dec,72788818,149279874,77857860,155851757,49.95635692
알리코제약(주),260660,18-Dec,36456931,95337599,36456931,95337599,38.23982498
알리코제약(주),260660,19-Dec,42322887,115793215,42322887,115793215,36.55040323
알서포트(주),131370,18-Dec,0,21402240,0,24704712,0
알서포트(주),131370,19-Dec,0,23290832,0,28486918,0
알에스오토메이션(주),140670,18-Dec,79880383,91178001,86695470,98664317,87.86912294
알에스오토메이션(주),140670,19-Dec,65719948,75825511,71515393,82169975,87.03348516
알에프머트리얼즈(주),327260,18-Dec,12554751,19270087,12554751,19270087,65.15150139
알에프머트리얼즈(주),327260,19-Dec,12008063,16211219,12008063,16211219,74.07254815
알에프에이치아이씨(주),218410,18-Dec,59916627,97867984,61430246,108101224,56.82659615
알에프에이치아이씨(주),218410,19-Dec,64368352,99143847,68221853,107768754,63.30392667
압타바이오(주),293780,18-Dec,0,1454113,0,1454113,0
압타바이오(주),293780,19-Dec,0,1018572,0,1018572,0
애니젠(주),196300,18-Dec,5197870,4114385,5197870,4114385,126.3340694
애니젠(주),196300,19-Dec,4467822,6276912,4467822,6276912,71.17866237
애머릿지코퍼레이션,900100,18-Dec,19345326,26074470,19826392,27003367,73.4219255
애머릿지코퍼레이션,900100,19-Dec,11492228,21819287,19541416,39829870,49.06221386
앱클론(주),174900,18-Dec,1654550,3920790,1654550,3920790,42.19940369
앱클론(주),174900,19-Dec,1376001,14375025,1376001,14375025,9.572164222
어보브반도체(주),102120,18-Dec,82175923,104878234,83469023,109543014,76.19748622
어보브반도체(주),102120,19-Dec,90783426,124723168,89398218,126805890,70.50005169
에스넷시스템(주),38680,18-Dec,142534718,165493986,234148470,270809012,86.46258419
에스넷시스템(주),38680,19-Dec,155043520,176442663,276982389,316779316,87.43701846
에스디엔(주),99220,18-Dec,44450978,58915895,45350438,60887354,74.48252391
에스디엔(주),99220,19-Dec,46972847,62982298,47682741,65023507,73.33154301
에스맥(주),97780,18-Dec,66815383,83404331,113561218,141385799,80.32010202
에스맥(주),97780,19-Dec,60608985,74766484,140388895,168039893,83.54498
에스비더블유생명과학(주),151910,18-Dec,59456165,58999471,60030355,61102246,98.24574206
에스비더블유생명과학(주),151910,19-Dec,53258567,48802634,56349380,52623027,107.0812213
에스씨아이평가정보(주),36120,18-Dec,0,46527546,0,49863975,0
에스씨아이평가정보(주),36120,19-Dec,0,48708533,0,52569945,0
에스앤씨엔진그룹리미티드,900080,18-Dec,,,92178413,127170366,72.48419258
에스앤씨엔진그룹리미티드,900080,19-Dec,,,77683900,107613521,72.18786197
에스에이치엔엘(주),50320,18-Dec,5858825,6579544,5858825,6579544,89.04606459
에스에이치엔엘(주),50320,19-Dec,104217,121410,104217,121410,85.83889301
에스엔유프리시젼(주),80000,18-Dec,57969121,82551448,58060494,82572761,70.31434252
에스엔유프리시젼(주),80000,19-Dec,46253025,64233361,45865683,64349005,71.27644476
에스엔케이폴리텍(주),91340,18-Dec,16990849,20917815,234705857,282148096,83.18534143
에스엔케이폴리텍(주),91340,19-Dec,19087931,25933907,275323992,338044206,81.44615027
에스와이(주),109610,18-Dec,315310757,343028329,375257995,419928752,89.36230092
에스와이(주),109610,19-Dec,280346914,294915037,350995232,380109486,92.34056106
에스지씨이테크건설(주),16250,18-Dec,824322335,881992820,1322201642,1487904768,88.86332448
에스지씨이테크건설(주),16250,19-Dec,1163553500,1242048953,1560922503,1698474766,91.9014244
에스지에이(주),49470,18-Dec,36503507,44351155,72634426,88885999,81.71638595
에스지에이(주),49470,19-Dec,32712918,38700581,65214075,81471003,80.04574953
에스지에이솔루션즈(주),184230,18-Dec,13248949,17856882,36277754,45381803,79.93898788
에스지에이솔루션즈(주),184230,19-Dec,15345991,21614762,32973574,45088761,73.13036169
에스지에이클라우드서비스(주),224880,18-Dec,23307326,25550260,23307326,25550260,91.22148268
에스지에이클라우드서비스(주),224880,19-Dec,17962635,19472374,17962635,19472374,92.24676457
에스지이(주),255220,18-Dec,78484149,118477483,99952519,145839541,68.53595281
에스지이(주),255220,19-Dec,76096079,111440249,90737745,132776115,68.33890644
에스케이 머티리얼즈(주),36490,18-Dec,290400336,444872836,430405926,687252388,62.62705427
에스케이 머티리얼즈(주),36490,19-Dec,297316117,454649037,467076273,772194040,60.48690469
에스텍(주),69510,18-Dec,158547221,197107076,259443666,306433025,84.66570012
에스텍(주),69510,19-Dec,172387853,216795154,289525752,337971674,85.6656857
에스트래픽(주),234300,18-Dec,34760082,41549628,36202229,40678386,88.99622763
에스트래픽(주),234300,19-Dec,61391502,76244500,68391026,79673572,85.83903581
에스티팜(주),237690,18-Dec,94796532,97299230,94958770,97738456,97.15599559
에스티팜(주),237690,19-Dec,94804328,92995881,94884925,93256825,101.745824
에스퓨얼셀(주),288620,18-Dec,24214947,31491977,24214947,31491977,76.892432
에스퓨얼셀(주),288620,19-Dec,25946824,37953636,25946824,37953636,68.36452771
에이비엘바이오(주),298380,18-Dec,0,1257884,0,1257884,0
에이비엘바이오(주),298380,19-Dec,0,3988956,0,3988956,0
에이아이비트(주),39230,18-Dec,6590993,12540252,25141198,37768386,66.56677889
에이아이비트(주),39230,19-Dec,4031006,8310047,22975026,37400538,61.42966713
에이에프더블류(주),312610,18-Dec,17924715,30329958,17924715,30329958,59.09904326
에이에프더블류(주),312610,19-Dec,15932710,25961807,15932710,25961807,61.36980373
에이치엘비(주),28300,18-Dec,21957501,27271379,29700114,36185983,82.07629457
에이치엘비(주),28300,19-Dec,26705502,29775778,34484127,38420748,89.7539189
에이치엘비생명과학(주),67630,18-Dec,4297746,4270701,97806311,102475886,95.44324506
에이치엘비생명과학(주),67630,19-Dec,8002312,12431173,106411693,114018502,93.32844331
에이치엘비제약(주),47920,18-Dec,16075211,20540682,16075211,20540682,78.26035669
에이치엘비제약(주),47920,19-Dec,18007698,35501259,18058052,36099923,50.02241141
에이치엘비테라퓨틱스(주),115450,18-Dec,38625608,43900567,40148092,46357029,86.60626633
에이치엘비테라퓨틱스(주),115450,19-Dec,53621665,59034986,53467688,58966186,90.67516763
에이테크솔루션(주),71670,18-Dec,141544399,156240495,175940957,193979393,90.70084934
에이테크솔루션(주),71670,19-Dec,166413742,184674928,205919012,228200653,90.23594337
에이피시스템(주),265520,18-Dec,615002801,714057287,613068541,714239793,85.83511406
에이피시스템(주),265520,19-Dec,394708239,460248240,389455739,462077779,84.28358962
에이피에스홀딩스(주),54620,18-Dec,0,3239249,15855201,28416310,55.79612905
에이피에스홀딩스(주),54620,19-Dec,0,3396432,14685532,23151386,63.43262559
에이피위성(주),211270,18-Dec,36987999,42843708,36987999,42843708,86.33239448
에이피위성(주),211270,19-Dec,32208450,45653106,32208450,45653106,70.55040242
에이피티씨(주),89970,18-Dec,33653331,61038365,33653331,61038365,55.13471896
에이피티씨(주),89970,19-Dec,33149501,59326131,33149501,59326131,55.87672825
에코바이오홀딩스(주),38870,18-Dec,12026406,18372405,15518056,21982008,70.59435153
에코바이오홀딩스(주),38870,19-Dec,8292932,14052288,12688371,17268700,73.47612154
에코캡(주),128540,18-Dec,62395239,74044941,63684156,76493497,83.25433991
에코캡(주),128540,19-Dec,56529463,66785476,54154393,66939883,80.90004131
에코플라스틱(주),38110,18-Dec,628914571,642052365,1046087179,1084278617,96.47770994
에코플라스틱(주),38110,19-Dec,682277294,704806691,1163629227,1216291299,95.67027471
에프엔에스테크(주),83500,18-Dec,39778614,46350228,39778614,46350228,85.82183026
에프엔에스테크(주),83500,19-Dec,27320010,34096408,27320010,34096408,80.12577161
엑스큐어(주),70300,18-Dec,6671347,13424149,6671347,13424149,49.69661019
엑스큐어(주),70300,19-Dec,6310704,13258734,6310704,13258734,47.59658049
엔브이에이치코리아(주),67570,18-Dec,351578459,366064432,567384140,621979857,91.22226928
엔브이에이치코리아(주),67570,19-Dec,330166536,350374902,730686395,826287783,88.43001313
엔시트론(주),101400,18-Dec,13140304,14987897,16059254,16271102,98.69801074
엔시트론(주),101400,19-Dec,9065749,9927737,9172386,10936917,83.86628517
엔에이치엔한국사이버결제(주),60250,18-Dec,374124411,424544561,380095635,432658309,87.85122742
엔에이치엔한국사이버결제(주),60250,19-Dec,398398477,464507320,402153188,469897622,85.58315028
엘비세미콘(주),61970,18-Dec,130587063,157123370,229474165,275662171,83.24470643
엘비세미콘(주),61970,19-Dec,172991790,222933247,315772914,390435695,80.87706069
엘컴텍(주),37950,18-Dec,30743599,38790817,30743599,40154183,76.5638763
엘컴텍(주),37950,19-Dec,32485941,43823575,33552966,46157406,72.69248623
엘티씨(주),170920,18-Dec,46138636,57444754,75619353,96773496,78.14056134
엘티씨(주),170920,19-Dec,42653934,56853812,67924761,92053188,73.78860252
엠에프엠코리아(주),323230,19-Dec,,,0,0,#DIV/0!
엠케이전자(주),33160,18-Dec,322182316,335998710,498350690,706474289,70.54052748
엠케이전자(주),33160,19-Dec,337338150,350049856,584085631,731615145,79.83509294
영신금속공업(주),7530,18-Dec,91420420,116182394,93749963,117473879,79.8049437
영신금속공업(주),7530,19-Dec,96761662,117367323,97018457,119777966,80.9985845
영풍정밀(주),36560,18-Dec,46220819,65911373,46220819,65911373,70.12571108
영풍정밀(주),36560,19-Dec,52933289,74989867,52933289,74989867,70.58725548
영화테크(주),265560,18-Dec,35947602,44578466,43759290,53485071,81.81589588
영화테크(주),265560,19-Dec,34793746,39803361,39307481,44565403,88.20178514
예스이십사(주),53280,18-Dec,391270895,485629062,407174322,506443290,80.39879885
예스이십사(주),53280,19-Dec,402632841,512012071,418676838,533022797,78.54764193
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,18-Dec,,,121159773,240003035,50.48260036
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,19-Dec,,,154497295,299604920,51.56700865
오로라월드(주),39830,18-Dec,81252984,107773491,78327171,146821883,53.34843104
오로라월드(주),39830,19-Dec,85232735,117412631,85497424,157071565,54.43214626
오상자이엘(주),53980,18-Dec,52559659,58487489,57862878,64710674,89.41782618
오상자이엘(주),53980,19-Dec,61477359,66721621,67361654,74222347,90.75656689
오성첨단소재(주),52420,18-Dec,38437104,44104349,38437104,44104349,87.1503715
오성첨단소재(주),52420,19-Dec,58302053,66605461,58302053,66605461,87.53344264
오션브릿지(주),241790,18-Dec,54700631,73781548,71111467,94181914,75.50437656
오션브릿지(주),241790,19-Dec,38353880,52540276,56612763,75770273,74.71632444
오스템임플란트(주),48260,18-Dec,176267150,333588310,201599558,460146867,43.81200274
오스템임플란트(주),48260,19-Dec,198751102,373764799,245906017,565042601,43.51990745
올리패스(주),244460,18-Dec,0,38081,117073,488256,23.97779034
올리패스(주),244460,19-Dec,204262,320262,912667,1705302,53.51937663
올릭스(주),226950,18-Dec,0,302000,0,302000,0
올릭스(주),226950,19-Dec,0,1130327,0,1130327,0
옴니시스템(주),57540,18-Dec,68245734,83554504,95814807,114047082,84.01337879
옴니시스템(주),57540,19-Dec,62116276,75800659,80428152,94031923,85.53281634
옵티시스(주),109080,18-Dec,12774372,21275099,12774372,21275099,60.0437723
옵티시스(주),109080,19-Dec,12303860,19692118,12303860,19692118,62.48114093
와이더블유(주),51390,18-Dec,21597709,29376115,21597709,29376115,73.52132506
와이더블유(주),51390,19-Dec,11721128,19220154,11721128,19220154,60.98352802
와이아이케이(주),232140,18-Dec,170771731,218107130,188102833,243159537,77.35778548
와이아이케이(주),232140,19-Dec,18689580,28997156,32738260,49982617,65.49929148
와이엠씨(주),155650,18-Dec,203352166,231569725,207710737,240874983,86.2317599
와이엠씨(주),155650,19-Dec,157985295,162318804,160682075,167066128,96.17872691
와이엠티(주),251370,18-Dec,34434855,48777694,44789774,72735869,61.57866073
와이엠티(주),251370,19-Dec,49211885,66020742,58870550,95486219,61.65345179
와토스코리아(주),79000,18-Dec,14257597,21298244,14257597,21298244,66.94259395
와토스코리아(주),79000,19-Dec,12692558,18321002,12692558,18321002,69.27873268
우리바이오(주),82850,18-Dec,23771322,27948406,1227500963,1279626989,95.92646713
우리바이오(주),82850,19-Dec,34792873,44617544,1583333882,1672648383,94.6602943
우리산업(주),215360,18-Dec,272570738,310616521,291101570,332788192,87.47352731
우리산업(주),215360,19-Dec,265405847,301983597,279797467,318793341,87.76766357
우리산업홀딩스(주),72470,18-Dec,0,2613728,333177054,387019864,86.08784328
우리산업홀딩스(주),72470,19-Dec,0,2582444,329627344,378244799,87.14656351
우리손에프앤지농업회사법인(주),73560,18-Dec,75206174,83233982,196581930,236789278,83.01977677
우리손에프앤지농업회사법인(주),73560,19-Dec,65314853,72889769,194215408,225233901,86.2283196
우리엔터프라이즈(주),37400,18-Dec,19093429,26404123,1243633402,1302291027,95.49581286
우리엔터프라이즈(주),37400,19-Dec,19085632,26933802,1602264562,1697725764,94.37711296
우리이앤엘(주),153490,18-Dec,112214322,133318910,119631489,142862234,83.73905801
우리이앤엘(주),153490,19-Dec,112589511,129043240,114072258,133202816,85.63802285
우림피티에스(주),101170,18-Dec,54889866,64315382,54889866,64315382,85.34484954
우림피티에스(주),101170,19-Dec,48508831,55506685,48508831,55506685,87.3927726
우수AMS(주),66590,18-Dec,181557759,199964643,220489307,244005777,90.36233064
우수AMS(주),66590,19-Dec,187923040,207341545,228431400,252858383,90.33965862
우원개발(주),46940,18-Dec,142188217,156141336,195112822,218641536,89.23868061
우원개발(주),46940,19-Dec,136133249,146805818,255253256,290210341,87.95456948
우진비앤지(주),18620,18-Dec,26437665,28130629,26437665,28130629,93.98177694
우진비앤지(주),18620,19-Dec,18821617,25852361,21346547,29655800,71.98101889
원텍(주),216280,18-Dec,25103107,50443742,24595973,50878427,48.34263646
원텍(주),216280,19-Dec,25941729,35223289,26254769,38498317,68.19718639
원텍(주),336570,19-Dec,,,0,0,#DIV/0!
원풍물산(주),8290,18-Dec,16183813,42670879,16183813,42670879,37.92706731
원풍물산(주),8290,19-Dec,16002099,40753665,16002099,40753665,39.26542312
웹케시(주),53580,18-Dec,0,76558340,0,77999972,0
웹케시(주),53580,19-Dec,0,61201347,0,61201347,0
위즈코프(주),38620,18-Dec,25007939,33903223,29663421,39602235,74.90340129
위즈코프(주),38620,19-Dec,26005223,35221336,27658930,36756137,75.24982835
윈텍(주),320000,19-Dec,,,0,0,#DIV/0!
윙입푸드홀딩스,900340,18-Dec,,,56190618,96175443,58.42512002
윙입푸드홀딩스,900340,19-Dec,,,70970701,111593709,63.59740315
유네코(주),64510,18-Dec,12211039,12705742,11845393,14661966,80.78993636
유네코(주),64510,19-Dec,12631880,15386367,13117647,18720579,70.07073339
유니셈(주),36200,18-Dec,142106029,208976766,144535188,214304332,67.44389469
유니셈(주),36200,19-Dec,106120194,173111386,110767231,179032324,61.8699621
유니슨(주),18000,18-Dec,146533715,164740598,146539811,165234057,88.68620287
유니슨(주),18000,19-Dec,72209530,73652840,72724048,75933109,95.77383168
유비벨록스(주),89850,18-Dec,72964596,94171950,85219790,108635626,78.44552762
유비벨록스(주),89850,19-Dec,70115734,91236770,199598465,279431721,71.43013838
유아이엘(주),49520,18-Dec,123188466,126435327,398521010,423594391,94.08080429
유아이엘(주),49520,19-Dec,99416369,100478694,382240126,408486203,93.57479474
유진기업(주),23410,18-Dec,661510034,780987279,1178361276,1451043143,81.20787322
유진기업(주),23410,19-Dec,705736568,806997640,1185559842,1457764778,81.32723879
이노시스(주),56090,18-Dec,10792805,16119849,20842477,31685938,65.77831781
이노시스(주),56090,19-Dec,11474124,21361556,21069755,34814232,60.52052218
이니텍(주),53350,18-Dec,44841893,53449709,235878310,262465790,89.87011603
이니텍(주),53350,19-Dec,41218092,50464089,262343404,288034220,91.08063757
이스트아시아홀딩스인베스트먼트리미티드,900110,18-Dec,,,70268797,92978878,75.5750107
이스트아시아홀딩스인베스트먼트리미티드,900110,19-Dec,,,68992836,91506104,75.3969768
이에스산업(주),241510,18-Dec,,,0,0,#DIV/0!
이에스산업(주),241510,19-Dec,,,0,0,#DIV/0!
이엠코리아(주),95190,18-Dec,89408915,100231876,96858279,107484472,90.11374127
이엠코리아(주),95190,19-Dec,80687656,81408473,85635618,84821800,100.9594444
이원다이애그노믹스(주),245620,18-Dec,5412961,5804209,18930130,21496787,88.06027617
이원다이애그노믹스(주),245620,19-Dec,5390225,5414766,51297176,56721870,90.43632729
이원컴포텍(주),88290,18-Dec,39466344,42791557,40725099,44049192,92.45367997
이원컴포텍(주),88290,19-Dec,43004747,46310492,44186770,47852572,92.33938355
이트론(주),96040,18-Dec,7974460,8470642,7974460,8470642,94.14233301
이트론(주),96040,19-Dec,26309313,28980984,26309313,28980984,90.78129645
이화공영(주),1840,18-Dec,179734694,186487736,179734694,186487736,96.37882783
이화공영(주),1840,19-Dec,131213723,138398049,131213723,138398049,94.80893983
이화전기공업(주),24810,18-Dec,37118179,42045722,37118179,42045722,88.28051282
이화전기공업(주),24810,19-Dec,47897565,56846635,47897565,56846635,84.25752026
인베니아(주),79950,18-Dec,147916853,172874613,145300706,172804068,84.08407723
인베니아(주),79950,19-Dec,124274639,146436351,120825508,146173882,82.65875295
인선이엔티(주),60150,18-Dec,63330630,92503073,135494697,175954965,77.00532747
인선이엔티(주),60150,19-Dec,66437905,102296528,137744192,183949124,74.8816787
인크로스(주),216050,18-Dec,16757895,32402748,19535900,35769759,54.61568807
인크로스(주),216050,19-Dec,13977510,31311953,16787970,34463400,48.71246018
인탑스(주),49070,18-Dec,141492183,178237142,626310766,715562377,87.52706768
인탑스(주),49070,19-Dec,185544727,240709540,772067217,910477910,84.79801745
인포뱅크(주),39290,18-Dec,63171707,76182078,107014274,122037854,87.68940988
인포뱅크(주),39290,19-Dec,60678894,72710688,105372231,119477343,88.19432066
인화정공(주),101930,18-Dec,43876194,44830674,92402464,99817007,92.57186403
인화정공(주),101930,19-Dec,64020815,69958816,115984221,129288748,89.70944711
잉글우드랩(주),950140,18-Dec,81707399,100542319,99307593,118766184,83.61605101
잉글우드랩(주),950140,19-Dec,91650473,116673725,107458258,133316920,80.60361581
자안바이오(주),221610,18-Dec,17193733,23225386,29738324,35169316,84.55758423
자안바이오(주),221610,19-Dec,18497499,26152415,32107085,43888123,73.15666017
자이글(주),234920,18-Dec,16887855,55815252,16887855,55815252,30.25670295
자이글(주),234920,19-Dec,11646766,29702460,11646766,29702460,39.21145252
재영솔루텍(주),49630,18-Dec,113425360,125352910,108720081,128598548,84.5422306
재영솔루텍(주),49630,19-Dec,107527979,130956325,106448671,133357975,79.82175119
전진바이오팜(주),110020,18-Dec,1251337,1384405,1251337,1384405,90.38807285
전진바이오팜(주),110020,19-Dec,1862310,3948944,1862310,3948944,47.15969636
제너셈(주),217190,18-Dec,23092464,26014333,23092464,26014333,88.76823403
제너셈(주),217190,19-Dec,24899691,38688487,24899691,38688487,64.35943334
제룡산업(주),147830,18-Dec,24093097,32042718,24093097,32042718,75.19055344
제룡산업(주),147830,19-Dec,20679852,27124378,20679852,27124378,76.24083398
제룡전기(주),33100,18-Dec,34052947,42493547,34052947,42493547,80.13674876
제룡전기(주),33100,19-Dec,35112834,45214796,35112834,45214796,77.65784015
제이더블유신약(주),67290,18-Dec,39950383,83627004,47725171,91776092,52.00174682
제이더블유신약(주),67290,19-Dec,43411138,89979990,54978831,102531447,53.62143285
제이스코홀딩스(주),23440,18-Dec,27840191,30535366,27840191,30535366,91.17359523
제이스코홀딩스(주),23440,19-Dec,26304287,25110218,26304287,25110218,104.7553112
제이씨케미칼(주),137950,18-Dec,140162093,159857878,161064433,181260903,88.85779025
제이씨케미칼(주),137950,19-Dec,154402789,177024604,175308436,202369461,86.62791072
제이씨현시스템(주),33320,18-Dec,207507902,229670368,244210228,274682918,88.90623042
제이씨현시스템(주),33320,19-Dec,157873264,171196283,188589059,209199780,90.14782855
제이엔케이히터(주),126880,18-Dec,102443117,114644019,134768028,150460311,89.57048347
제이엔케이히터(주),126880,19-Dec,174494516,197512325,196381768,225530641,87.0754267
