,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류),업종,규모,층화
493,(주)제이에스티나,26040,17-Dec,50.44,-2.59,-12.03,4.64,17.17,25.42,-0.08,0.25,106.02,5.91,16.11,21.83,1.19,-22.67,-17.8,68.25,-4.79,5.46,4.64,5.28,31.75,52.53,194.6,829.28,119.26,31.29,10.9,3.36,-3.09,-100.61164160085218,-205.9797008397236,-0.0004113417968219,0.3443742981377835,8.040806034988428,-0.0309183979057959,0.0360635185072693,0.0144724990236901,0.356426066820328,0.6828432505387368,0.4175543475228119,제조업,2,1,5
494,(주)제이와이피엔터테인먼트,35900,17-Dec,40.61,16.01,43.73,20.8,55.0,0.0,999999999.0,-0.47,162.28,17.09,5.96,27.72,0.97,32.84,38.83,38.41,21.38,13.12,67.56,8.18,61.59,45.09,167.69,490.45,162.94,18.94,72.82,3.51,15.52,40.912811704304026,92.0229555842619,0.1844800876392423,0.3107628792690624,8.094918204292929,0.1551591803929129,0.2038133869264049,0.0,0.5306887618821303,0.1937659019988133,0.2154542693694147,서비스업,1,1,4
495,(주)제이콘텐트리,36420,17-Dec,122.46,2.59,20.31,1.77,1.74,35.62,3.81,1.21,77.45,1.12,7.37,22.36,0.69,52.87,25.41,52.47,5.31,9.03,17.88,2.07,47.53,180.8,72.18,277.76,63.99,-12.13,17.11,0.99,1.8,15.227794126889757,-51.41122682399556,0.0550253883205387,0.6438750407442801,8.82081832250291,0.017960961268213,0.074621659780655,0.0205734662307924,0.6851871446905472,0.4453960996169058,0.1133336712695352,서비스업,1,1,4
496,(주)제이티,89790,17-Dec,179.09,-0.56,1.96,2.32,2.75,48.08,0.53,3.13,48.55,1.76,8.47,18.09,0.77,31.77,44.07,27.34,-1.2,4.92,24.37,1.97,72.66,179.09,65.22,393.47,56.66,-22.32,15.04,1.19,-0.43,1517.8766534391534,98.16620733840924,0.0143937109764255,0.6416892657841481,7.62762899618841,-0.0042852942991503,0.0964927436196806,0.0421421864204719,0.581521935125263,0.2545821919399643,-0.0904170627905756,제조업,2,0,2
497,(주)제일바이오,52670,17-Dec,7.93,2.82,-13.93,9.77,110.65,1.63,76.81,-1.08,76.99,8.31,3.73,13.42,0.79,-30.52,-21.88,22.44,2.44,5.99,4.99,4.49,77.56,8.12,902.54,405.48,699.33,58.85,103.0,8.69,2.22,34.50172512868757,-22.1698122511129,0.0312166578579634,0.0751229504557138,7.516941371694751,0.0222058384594883,0.0764894349649965,0.0044853019032025,0.3381928268976072,0.1847330142133295,0.2923420421034525,제조업,2,0,2
498,(주)제일테크노스,38010,17-Dec,95.81,2.33,6.23,-0.39,-0.68,37.93,3.66,0.95,27.63,-0.37,34.02,16.06,1.0,25.75,5.83,13.43,5.19,7.76,6.77,1.65,86.57,123.95,85.52,1566.88,42.83,-6.19,8.2,1.81,2.32,24.555021950322462,59.59054676112553,0.03681020824638,0.5534672729238699,8.198395381426225,0.0232229974385082,0.0350980677486357,0.0181728455365009,0.6341362934220285,0.0974507724384749,0.3090704173447069,제조업,2,1,5
499,(주)제주반도체,80220,17-Dec,63.29,3.37,6.43,-2.28,-6.4,19.6,3.59,1.81,752.64,-2.87,9.42,14.6,1.3,-0.26,106.67,20.52,8.93,6.68,2.94,41.62,79.48,81.22,242.55,396.87,99.69,49.79,14.02,2.56,4.36,1719.7340284356098,585.7102539865249,0.0933675644430788,0.4481803588290942,7.969114378438299,0.0436339644514974,0.0489570910659848,0.0514305856989731,0.1528601079592657,0.1330984053315382,0.0458830690782131,제조업,2,1,5
500,(주)젬백스&카엘,82270,17-Dec,140.08,-26.07,-15.74,-13.31,-6.8,33.84,-0.27,5.68,-99.47,-3.99,3.12,-8.39,0.27,37.03,-56.13,33.94,-20.67,5.74,5.24,2.39,66.06,141.74,81.22,429.89,76.47,-10.88,10.12,0.52,-7.14,91.9698759231206,69.44984051026337,-0.0080950696039903,0.5863386325077743,8.203646650545444,-0.0714207868132914,0.0586348580844435,0.0574942874446073,0.5293796499440613,0.3689280375415329,-0.6532549177490609,제조업,2,0,2
501,(주)젬백스링크,64800,17-Dec,225.55,2.88,419.82,5.24,3.45,41.76,2.92,4.1,59.56,2.65,42.18,11.65,0.85,228.3,485.0,57.31,-1.45,16.27,3.73,4.74,42.69,333.9,86.4,545.25,34.21,-7.07,5.64,1.18,2.44,1488.086597183344,4548.72730757865,0.1021178702329692,0.769529793121243,8.582526191223701,0.0244317822409536,0.0293416144510729,0.0485958553040159,0.5508818679370713,0.4529069481396691,0.0319129852419271,서비스업,1,1,4
502,(주)조이시티,67000,17-Dec,47.51,-12.46,-13.91,6.71,36.97,0.2,-249.21,-0.12,2259.74,12.22,15.65,49.17,1.68,-14.85,27.12,0.0,-29.01,7.14,0.0,78.68,0.0,49.37,217.2,575.34,217.2,37.28,116.32,6.09,-20.99,-189.3520625217677,-115.52439105162658,-0.0501625647385886,0.3305366213776998,7.704440050094439,-0.2099029165351043,0.3699666892109205,0.0007281299573487,0.3091823249494976,1.0297784342117895,0.2643848682336256,서비스업,1,0,1
503,(주)좋은사람들,33340,17-Dec,37.12,-8.31,-11.02,4.0,17.07,9.59,-16.81,0.07,245.82,4.81,9.03,25.1,1.13,-10.25,-5.81,44.43,-13.02,3.8,3.39,11.57,55.57,39.3,293.37,538.68,166.08,51.53,47.89,4.1,-9.42,-18.89148382849465,-137.44742122588997,-0.0469521445697603,0.2821185962889099,7.996060638602935,-0.094162346324687,0.1276289006845109,0.0100990917470452,0.2181678906017667,0.4857379602753794,0.4425343928067269,제조업,2,1,5
504,(주)중앙백신연구소,72020,17-Dec,17.31,14.37,10.99,23.96,45.06,10.41,90.85,-0.19,53.63,9.36,8.71,19.81,0.41,-8.23,-15.92,47.51,7.32,18.68,2.08,0.81,52.49,26.2,297.97,1767.12,149.05,27.16,88.88,2.12,5.9,-20.61554459849589,-26.24783750468252,0.071494954036568,0.2076279985072495,7.91181693188447,0.0590264639785044,0.1219283247735161,0.0040535320371338,0.5912181422818189,0.3010251758161085,0.6260471284222989,제조업,2,0,2
505,(주)중앙에너비스,440,17-Dec,33.51,2.26,-6.31,2.23,10.34,19.02,1.86,0.27,20.56,2.61,22.75,15.55,1.13,-10.58,2.95,17.2,3.57,25.9,34.37,1.54,82.8,33.85,33.67,1451.52,23.19,-16.61,0.72,3.99,2.55,-69.51156919748945,17.253732307464176,0.0093043401269951,0.2529101526539303,7.781709157517756,0.0231439108719292,0.0018046713797412,0.0164522272352382,0.9156976406844748,0.1629655169998696,0.3584770227284682,서비스업,1,0,1
506,(주)지니뮤직,43610,17-Dec,52.89,-2.19,26.72,6.85,21.98,0.0,230.64,-0.78,797.9,7.64,6.84,6.49,1.25,32.15,39.86,24.65,-4.28,4.73,803.19,125.15,75.35,53.32,249.39,369.9,248.76,51.53,100.05,3.44,-2.73,-50.977101424307655,-141.29765746602268,0.019246211268181,0.347774754810262,8.144555244559855,-0.0272579598239691,0.3451290335551497,0.0002302104768869,0.139731341244441,0.2311057526789476,-0.1399524261665073,서비스업,1,1,4
507,(주)지란지교시큐리티,208350,17-Dec,34.35,18.59,0.0,15.44,31.67,14.01,28.61,0.2,973.42,9.47,10.83,33.19,0.61,0.0,0.0,46.45,13.75,3.04,0.0,17.99,53.55,42.65,220.95,974.04,220.95,29.13,90.62,2.05,11.4,202.30724820389696,506.31369101811447,0.1742052787303411,0.2989756398908754,7.833222912323942,0.1613661005148829,0.2182354014065122,0.02119371093021,0.4678722966521247,0.2637805875118146,0.0816379672464514,서비스업,1,0,1
508,(주)지씨셀,144510,17-Dec,9.47,2.31,1.54,2.8,18.23,0.0,999999999.0,-1.61,573.17,2.32,8.68,37.12,0.83,-1.82,7.96,22.29,2.19,9.37,1020.97,13.5,77.71,14.55,964.39,915.73,962.42,71.43,843.44,6.81,1.92,-17.408283614994126,-54.575794511254905,0.0300403640724158,0.1270350334034311,7.743161099564887,0.019246096366498,0.7108506445632967,0.0,0.2030411734211034,0.1869092185257969,0.1220774086554406,서비스업,1,0,1
509,(주)지어소프트,51160,17-Dec,237.43,-1.39,-5.99,1.74,8.99,13.42,4.05,0.16,712.72,6.49,15.2,64.44,3.62,-15.63,26.23,17.62,-18.63,11.09,35.35,48.85,82.38,258.92,93.63,99.04,77.1,-4.21,21.96,4.96,-5.03,265.50516859394844,80.57575291610834,0.0322762414032777,0.7213868144343047,7.430216436367915,-0.0502794987931664,0.1452868707495498,0.0109382319113309,0.3806207228589948,0.1672734188019844,-1.0038396487919146,서비스업,1,1,4
510,(주)지에스이,53050,17-Dec,58.71,4.56,7.54,10.89,14.27,17.06,11.2,0.53,15.18,8.12,7.32,11.69,0.77,17.58,4.14,20.53,8.4,4.84,511.92,0.98,79.47,132.04,81.62,409.62,81.09,-4.65,8.29,1.33,3.52,-11.943428925700063,-12.627245422999742,0.0454956904461645,0.5690333606374618,8.162748118433226,0.0352233240475842,0.0209732376024479,0.0069989187370176,0.7934675768097815,0.1464170250138453,0.1577665705525871,제조업,2,1,5
511,(주)지에스홈쇼핑,28150,17-Dec,32.96,9.46,4.83,12.11,36.42,0.21,634.55,-1.34,137.99,9.23,33.11,20.35,0.78,-9.85,-1.05,89.35,10.1,72.4,55.61,5.08,10.65,33.96,215.29,3240.07,207.66,28.37,54.82,2.92,7.38,11.78526971214521,-2.9174188051051653,0.1014818239750684,0.2535015784170119,9.15386192773502,0.0737769986480946,0.134892491426501,0.0005976539156817,0.47025603397906,0.7634799286631255,0.6691655799446723,서비스업,1,1,4
512,(주)지엔씨에너지,119850,17-Dec,58.48,6.03,0.0,13.55,29.43,19.95,23.9,0.08,56.73,11.46,11.65,12.1,0.85,0.0,0.0,11.55,8.74,2.97,8.86,3.13,88.45,63.78,166.41,797.71,139.67,23.71,41.59,2.17,5.1,-38.121075117428994,-15.7643111702877,0.0631323559577565,0.3894080944530982,8.057848381867524,0.0549343912076207,0.1485108602526149,0.0068525716012561,0.4058393665055197,0.0461662885922504,0.3680175820411503,제조업,2,0,2
513,(주)지엔코,65060,17-Dec,39.22,-9.49,22.35,0.43,0.72,21.05,7.75,0.83,31.65,0.21,3.22,2.99,0.54,87.44,17.54,61.64,-11.31,9.76,3.3,5.4,38.36,41.43,187.08,306.0,130.25,24.14,83.85,2.01,-5.16,813.6770178465346,-131.59245549332582,0.0378219637695793,0.2929551234000119,8.461725289645093,-0.0516370452775849,0.2324927968598238,0.0179948367548525,0.4812886581312696,0.5468627469756583,-0.0071754714893255,제조업,2,1,5
514,(주)진로발효,18120,17-Dec,15.23,17.52,5.9,19.5,107.62,5.78,141.26,-1.36,117.22,16.12,22.2,25.28,0.85,8.56,1.9,25.9,18.23,4.7,9.6,3.86,74.1,17.61,562.69,2266.26,497.73,59.91,14.57,5.47,14.9,-6.770173227844212,-14.154991502425649,0.1921690554447269,0.1497540727619931,8.029507302690838,0.1489579874529024,0.0188705011185696,0.0087453584380164,0.2714401392994393,0.0329792621820719,0.8061092303480997,제조업,2,0,2
515,(주)진매트릭스,109820,17-Dec,42.07,-33.43,-8.23,-20.69,-18.51,23.11,-18.12,-0.51,16.16,-6.05,1.02,5.97,0.28,-11.6,2.15,35.79,-12.49,2.57,5.83,0.79,64.21,48.54,220.5,216.52,201.76,34.13,25.13,0.9,-9.36,55.728970661902174,57.53783987834053,-0.0950570966734191,0.3267875850939475,7.249038727894271,-0.0935617914092579,0.0711689709970599,0.0168732238523442,0.3754918497654095,0.6974554470537927,-0.6106711215620253,서비스업,1,0,1
516,(주)진바이오텍,86060,17-Dec,32.18,3.33,0.65,5.8,15.0,21.11,7.54,0.44,59.3,5.41,12.9,18.17,0.94,10.99,-0.18,17.55,5.25,6.48,8.25,2.89,82.45,56.46,252.92,940.44,191.34,31.45,44.69,2.52,3.11,-32.88625494469259,-27.14003115240216,0.0389576803942526,0.3608703155000753,7.774829071142136,0.0311159708265543,0.0918992606575692,0.0,0.4798460266589859,0.133887290562121,0.2780544071048083,서비스업,1,0,1
517,(주)진성티이씨,36890,17-Dec,77.5,4.1,13.71,0.88,2.41,15.17,26.33,0.28,67.82,1.12,21.74,21.34,1.35,25.08,37.42,16.62,9.9,4.46,6.37,3.85,83.38,86.84,156.09,916.19,102.31,23.26,12.68,3.07,5.54,64.85797556321911,1.0074580630773098,0.1047306082615496,0.4647916611440776,8.284271360267871,0.0554020254366386,0.0526077903149202,0.0090360357898612,0.3525749351433467,0.088717115198048,0.3887757030604231,제조업,2,1,5
518,(주)창해에탄올,4650,17-Dec,87.72,5.57,-7.58,6.34,6.84,38.5,2.7,1.29,31.11,3.59,49.21,13.71,0.54,-17.67,2.05,27.1,4.48,4.78,3.91,1.23,72.9,110.41,72.47,2375.32,46.25,-11.48,6.23,1.01,3.03,55.1858117877866,528.3756407235281,0.0304753247466357,0.5247382934321014,8.58334902973886,0.0303100169655412,0.0259912776083446,0.0210832253062275,0.6978708453815141,0.2149427451624372,0.2602785294149858,제조업,2,1,5
519,(주)체리부로,66360,17-Dec,97.12,5.85,8.2,7.92,19.61,43.87,4.92,1.33,48.77,11.22,28.11,29.54,1.47,10.02,14.9,16.35,24.63,17.86,18.09,2.27,83.65,133.58,70.4,751.29,49.87,-12.31,10.11,2.26,8.61,-3.969919847733923,27.854231920216243,0.1000855420069495,0.5718877824769442,8.406582182343245,0.0861466108526655,0.0420227278175052,0.0313069685147061,0.7072667908985728,0.0954831060883164,0.2339975290938822,제조업,2,1,5
520,(주)초록뱀미디어,47820,17-Dec,33.82,-22.67,-10.56,6.27,12.65,14.15,0.03,3.54,-86.65,3.32,2.06,-3.97,0.5,-16.53,-44.44,14.46,-17.41,4.65,2051.53,19.35,85.54,35.62,153.17,251.68,152.96,13.26,16.99,1.45,-11.34,-98.71748120607236,-373.1801623085337,0.0008425079582404,0.2626553858770474,8.045623586485481,-0.1133985364163587,0.0423802408959029,0.089522220022448,0.6179891314534662,0.1429237693004775,-0.0729906224030931,서비스업,1,0,1
521,(주)초록뱀컴퍼니,52300,17-Dec,17.16,9.65,8.77,4.83,4.55,22.25,0.68,5.82,104.87,1.32,2.89,5.97,0.29,3.7,82.83,20.06,3.95,6.03,1018.52,5.54,79.94,41.12,109.14,703.24,108.73,1.11,12.95,0.95,2.76,-18.042430791981865,-60.29450493911545,0.0124611366577523,0.2914006003641723,8.072189812989569,0.0276194665802005,0.0157506463510591,0.0608758763679834,0.8672559799170185,0.157005499271858,0.0659304417574719,서비스업,1,0,1
522,(주)칩스앤미디어,94360,17-Dec,4.86,-25.66,-8.32,11.22,40.88,0.0,999999999.0,-1.72,442.66,3.5,2.38,4.34,0.3,-9.58,-33.8,0.0,-8.34,2.08,0.0,23.84,0.0,9.37,1633.44,688.99,1633.44,68.08,485.4,3.68,-7.66,-153.8909079509564,-165.3536947869229,-0.0498868231385835,0.0857089806753862,7.462509731987299,-0.0766131200343168,0.2154905865256326,0.0,0.2748404531220277,1.1670535677016445,0.3029104717951539,제조업,2,0,2
523,(주)카스,16920,17-Dec,190.33,1.35,-4.47,6.55,11.54,40.72,2.35,1.84,90.56,7.85,14.81,27.92,1.17,-5.61,5.9,30.07,5.44,4.0,7.23,3.81,69.93,212.95,93.72,345.87,68.26,-3.82,14.49,1.65,1.58,137.24867537094937,252.1315446919294,0.0562056680628819,0.6804644268200788,8.065275359242268,0.0158113537799908,0.088126269026388,0.0337419443742712,0.4300152923124777,0.2527062095985194,0.1631588423618351,서비스업,1,1,4
524,(주)카이노스메드,220250,17-Dec,10.28,-120.44,522.61,-146.19,-221.31,9.52,-20.83,2.29,-624.3,-41.98,0.36,-19.01,0.49,1024.36,0.86,90.36,0.0,2.03,0.0,15.46,9.64,23.41,1086.18,95.81,1086.18,82.15,706.67,1.47,-59.59,5.899165481443899,-5.081037481612427,-0.5501270382963628,0.1896668751711727,6.880091034103154,-0.5959116993560986,0.5886376115242101,0.0786377757135693,0.0952395073599981,2.0154535022491507,-5.480092432604411,서비스업,1,0,1
525,(주)캐스텍코리아,71850,17-Dec,100.43,1.38,7.28,7.52,10.24,41.35,1.57,1.93,49.77,6.04,33.87,21.26,0.83,11.74,-7.53,11.25,2.67,3.28,5.93,1.61,88.75,143.71,112.29,1731.77,79.52,5.07,4.82,1.45,1.15,-51.42998913442972,-61.08720690691592,0.0264003287300982,0.5896703839035391,8.416804687870098,0.0114615230499268,0.0198770091861856,0.0294646317384702,0.5372440306450105,0.0807648356284144,0.3510748064389922,제조업,2,1,5
526,(주)캠시스,50110,17-Dec,236.13,-8.11,0.26,1.37,3.05,38.41,2.92,1.06,64.37,2.27,15.4,18.56,1.66,20.28,16.02,11.08,-44.98,11.29,7.17,4.71,88.92,290.05,99.47,223.25,55.09,-0.32,16.32,2.38,-13.46,228.75173577846,-22.47384061513045,0.0536291050211059,0.743625138389872,8.40853643294253,-0.1345515018209551,0.0987999577600945,0.0263247381389095,0.3978267051824485,0.0784591332341297,-0.1737292435490614,제조업,2,1,5
527,(주)컴투스,78340,17-Dec,10.06,28.03,17.74,28.6,187.74,0.0,8420.08,-3.1,7909.6,17.33,78.96,27.1,0.66,17.38,-0.99,89.9,20.4,7.48,0.0,186.05,10.1,10.17,1003.78,11828.18,1003.78,82.49,33.71,6.58,18.37,1.3911241454864145,-6.188244246687532,0.2511094416560209,0.0923040454688042,8.923405088171377,0.1836750246921729,0.0307667697948397,0.0002994764402517,0.0838510450297737,0.515777026852983,0.6676657598606394,서비스업,1,1,4
528,(주)컴투스홀딩스,63080,17-Dec,23.08,8.07,3.19,-7.82,-8.89,15.96,-12.39,1.0,182.6,-2.46,32.44,15.35,0.32,-38.77,-34.13,52.7,3.56,11.04,0.0,3.94,47.3,38.27,64.57,7373.71,64.57,-5.91,18.4,1.15,2.58,-570.5641554682645,-67.54949889582025,-0.0604972934434133,0.2767585302449123,8.528954238145223,0.0257946622100524,0.0307055381863797,0.0175882129775623,0.8922182217527611,0.716282046731011,0.4959944468232,서비스업,1,1,4
529,(주)케어랩스,263700,17-Dec,28.27,13.04,0.0,7.43,22.57,17.67,44.38,0.36,342.01,7.34,16.96,35.97,0.99,0.0,0.0,0.0,20.4,14.48,11190.89,9.39,0.0,48.18,206.57,1011.86,206.52,20.33,44.01,3.04,12.88,201.4325910241515,165.0723881765892,0.2246931286357423,0.3251593010747746,7.600099968729442,0.184193779361246,0.0839650654916556,0.0153168308917516,0.6058824333030419,0.8409776147966707,0.2138288857812285,서비스업,1,0,1
530,(주)케이사인,192250,17-Dec,51.18,-18.61,-5.7,10.89,11.64,26.67,-14.27,-0.86,-6.86,3.94,4.31,-0.15,0.35,-17.78,-17.59,0.0,-8.82,2.7,0.0,19.14,0.0,51.18,204.34,743.97,204.34,35.32,94.1,1.07,-6.54,-193.9780956903716,-198.22490028161988,-0.0671866277325812,0.3385496443785102,7.864468652212123,-0.0653920520070344,0.31856852573125,0.0144089311943984,0.3082009555332379,1.191250035014024,0.2395671741101374,서비스업,1,0,1
531,(주)케이씨씨건설,21320,17-Dec,128.67,1.7,4.36,4.08,8.95,22.25,18.16,0.03,5703.71,5.74,12.4,12.38,1.44,7.9,18.35,9.6,6.93,11.3,9.76,464.01,90.4,178.61,156.86,316.13,127.46,26.26,54.55,2.22,2.44,104.19380139345128,35.04246722160437,0.0778957573082453,0.6410767008820457,8.974088174909232,0.0243742648411634,0.2519395532813124,0.0066121286122156,0.2755744759604751,0.0418375474126595,0.1974934777572296,제조업,2,1,5
532,(주)케이씨아이,36670,17-Dec,27.77,8.2,3.88,9.14,32.29,16.91,25.39,0.4,45.61,7.07,8.61,20.31,0.79,5.61,9.47,27.86,8.29,5.58,3.42,1.71,72.14,28.02,234.9,869.26,142.03,29.27,69.04,3.58,6.46,-37.8593432621577,-40.91105785234006,0.0830660984390097,0.2188982608104664,7.79733689773153,0.0646156863164413,0.1497872253704169,0.0148505207395133,0.4903880582772633,0.1731599436013774,0.6545433557071124,제조업,2,0,2
533,(주)케이씨에스,115500,17-Dec,55.13,4.18,3.86,3.63,10.32,0.0,999999999.0,-0.56,139.65,3.73,4.89,19.08,1.05,-6.17,13.55,13.43,6.83,3.38,21.32,10.59,86.57,56.66,229.02,303.31,214.12,45.4,103.51,2.92,4.38,4.571957820470478,18.50291861974071,0.042207232283018,0.3616834721613327,7.455000553336336,0.0438296952792699,0.3642688609301808,0.0,0.1940410910207319,0.0940277895626926,0.345657814834744,서비스업,1,0,1
534,(주)케이씨티,89150,17-Dec,9.17,7.28,-0.85,1.45,1.81,20.69,5.67,1.55,408.12,0.65,3.26,10.84,0.44,-4.7,6.75,22.71,5.12,22.17,18.08,16.31,77.29,55.46,281.91,471.36,243.02,10.73,196.23,1.2,3.22,22.68749806200692,31.147574816739137,0.0438902559935583,0.3567461901518309,7.798207860605717,0.0322240531631461,0.1157015122389504,0.0209001020194307,0.8337773867911152,0.1278715320957512,0.3387371229470514,서비스업,1,0,1
535,(주)케이씨피드,25880,17-Dec,68.28,8.47,-0.72,6.26,10.63,34.88,2.71,0.16,40.81,4.73,9.7,11.31,0.75,5.96,-1.35,15.6,12.24,4.03,10.74,2.63,84.4,79.99,136.76,698.42,118.3,13.95,47.66,1.58,6.38,51.18814781468628,794.7546253294342,0.0271479481802596,0.4444064400456224,8.023298471828603,0.0637683934939947,0.180830404528324,0.0210235428094909,0.4811557880625691,0.1199655854173445,0.3934621505220992,제조업,2,0,2
536,(주)케이아이엔엑스,93320,17-Dec,10.44,14.23,8.35,21.5,155.55,0.0,999999999.0,-1.3,260.15,15.58,19.38,41.82,0.75,10.61,7.0,47.55,11.75,6.52,0.0,4.54,52.45,11.13,646.47,2324.11,646.47,51.35,272.82,8.04,10.72,17.3379358531809,6.237939705316667,0.1458311515961162,0.1001353315756886,7.814748424058992,0.1071978379165755,0.2563674687513941,0.0,0.392522082495241,0.2819218512312355,0.7145075026313197,서비스업,1,0,1
537,(주)케이에이치바텍,60720,17-Dec,45.41,-10.74,-22.8,3.7,11.65,16.87,-9.95,0.63,-3.85,4.06,35.11,-1.96,0.96,-25.25,-7.17,-1.95,-16.29,8.06,12.2,1.88,101.95,53.47,149.16,2092.78,121.63,14.55,50.16,2.55,-10.26,-105.01982601186836,-103.76475984991156,-0.085627687331082,0.3484176574865817,8.505260174706102,-0.1026408141461004,0.1484109785564854,0.0229687365425704,0.5586712204527248,0.0701239298927165,0.567069170565422,제조업,2,1,5
538,(주)케이엑스이노베이션,122450,17-Dec,12.73,20.91,36.54,17.77,25.51,11.02,18.16,-0.12,34.29,6.78,29.67,20.59,0.44,31.58,28.46,43.28,20.6,7.48,41.39,0.75,56.72,36.18,288.78,2099.8,277.09,17.64,150.34,1.58,9.21,34.57010408792578,20.261798899645907,0.07763861647556,0.2656584594745254,8.730062945510227,0.092067621282807,0.1405148998648205,0.0153345439373057,0.7300874537648866,0.2564480199706003,0.209992858106188,서비스업,1,1,4
539,(주)케이엔더블유,105330,17-Dec,80.72,-2.05,0.99,0.3,0.9,15.44,-4.55,0.27,40.34,0.41,33.13,14.83,1.37,3.02,37.97,9.94,-4.79,4.59,8.51,3.63,90.06,83.98,133.68,1324.57,92.03,14.77,14.71,3.2,-2.8,-1178.44570831089,-179.7709189472764,-0.0235455221035319,0.4564712529115226,7.838121441064715,-0.0280079440192998,0.0645575522814722,0.0121054088080661,0.4135130914595302,0.116583208574376,0.3179310802465269,제조업,2,0,2
540,(주)케이엔엔,58400,17-Dec,7.58,14.69,2.11,17.69,66.69,0.0,999999999.0,-2.72,48.7,5.7,0.99,18.52,0.33,-0.95,5.71,37.89,5.28,4.45,2670.32,0.84,62.11,9.35,334.14,279.41,334.04,16.23,53.83,3.47,4.79,44.68640657095259,39.31141392216937,0.0428117451451383,0.0855247559906866,8.306826415347901,0.0478604643671103,0.0373081250111039,0.0,0.7684367486314864,0.2475444292072381,0.5331754894904758,서비스업,1,0,1
541,(주)케이엘넷,39420,17-Dec,12.67,7.66,-2.19,11.54,73.26,0.0,39.41,0.02,109.84,10.63,3.02,36.75,0.91,-8.91,3.91,25.35,8.54,11.7,153.48,2.65,74.65,16.98,235.0,279.98,230.92,14.62,105.86,4.98,6.98,204.5726319509897,73.4122320800797,0.1085811712729807,0.1451579247910349,7.597219109415248,0.0697996939811692,0.1146372639478191,0.0,0.7455056946987424,0.1343227886019871,0.4267708302839065,서비스업,1,0,1
542,(주)케이엠,83550,17-Dec,31.01,3.71,3.77,6.08,25.92,8.29,30.93,0.04,63.63,6.66,22.58,22.4,1.12,-8.39,1.17,18.05,6.14,6.02,6.06,3.42,81.95,34.58,240.96,1452.42,157.85,32.48,39.6,4.43,4.14,45.03570650984629,20.007840534160472,0.0528875521763179,0.2569685211204312,8.005252813083288,0.0413693232897389,0.0912376653811856,0.0067854489909249,0.4448568637026035,0.1330927903418299,0.4920664740314134,제조업,2,1,5
543,(주)케이엠더블유,32500,17-Dec,274.41,-4.26,2.43,1.44,1.81,34.71,-0.54,2.49,80.33,1.37,25.31,27.19,0.97,16.21,-3.24,30.0,-17.94,5.13,4.33,2.57,70.0,315.86,87.96,637.32,50.07,-7.95,15.97,1.25,-4.12,78.97763638228912,-334.2766170259758,-0.0144530627573137,0.759534360667834,8.329102126864086,-0.041206232366748,0.1062104447056902,0.0350087534430289,0.4196130717690404,0.3149827237762518,-0.0474212943943379,제조업,2,1,5
544,(주)케이지모빌리언스,46440,17-Dec,103.65,7.42,22.75,-5.76,-4.0,16.98,16.42,0.79,78.31,-2.12,13.53,9.9,0.4,5.36,24.81,45.35,7.8,9.07,410.75,4.33,54.65,112.35,144.33,1384.07,144.19,21.64,13.04,0.71,3.0,20.76143175729268,17.107086826799208,0.066010006811815,0.529072020946067,8.666806057162487,0.0300381028228499,0.0636440238943778,0.0070978932002738,0.2955319110961551,0.2905334017165304,0.2026624949634981,서비스업,1,1,4
545,(주)케이지이니시스,35600,17-Dec,190.47,0.4,25.86,15.86,19.51,23.0,18.36,0.11,134.21,12.99,55.7,12.14,0.91,10.75,8.19,30.8,-0.21,18.2,461.76,11.66,69.2,199.07,95.0,1340.94,94.53,-3.19,26.01,1.39,0.36,85.316944092351,-77.70739684703545,0.0657884734165917,0.6656341808774238,8.966725816126315,0.0036420324633384,0.1656198925391944,0.0054376452528598,0.395010001626233,0.2358965616215939,0.1214150604457166,서비스업,1,1,4
546,(주)케이티서브마린,60370,17-Dec,16.25,11.18,-9.04,26.78,57.97,11.25,20.7,0.64,27.11,13.83,3.37,23.05,0.49,-31.15,-12.17,19.4,7.84,5.49,67.24,0.59,80.6,31.32,98.23,496.53,91.92,-0.22,39.14,1.65,5.5,17.34361483530511,60.17643499177407,0.0631661589774274,0.2384933993393215,8.154717681449839,0.0549888086834538,0.0484336318543406,0.0102050562884947,0.8784418157361643,0.0656086850170439,0.5308307087190678,제조업,2,0,2
