,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류),업종,규모,층화
308,(주)에스에프에이,56190,17-Dec,54.93,10.59,20.3,14.09,32.75,13.78,21.34,0.26,116.1,14.94,142.61,28.43,1.16,37.55,45.51,16.93,29.26,12.22,56.3,3.84,83.07,83.87,209.46,4329.26,204.19,32.7,108.3,2.47,12.26,95.4221943085839,155.56395861700315,0.1423901946826539,0.4561244714374044,9.257872630668563,0.1226367024007983,0.3235378217369451,0.0142217703425597,0.3742585879199515,0.046346174775752,0.4031897996872219,제조업,2,1,5
309,(주)에스에프에이반도체,36540,17-Dec,40.06,2.19,-6.4,14.31,17.71,42.52,2.25,2.28,37.01,10.16,6.39,19.85,0.69,-21.18,4.74,8.65,3.78,10.72,15.55,1.14,91.35,134.75,164.09,353.36,143.03,10.94,64.55,1.17,1.51,71.89730652653105,30.102859707977547,0.0389005843155656,0.5740124503726337,8.80134981985375,0.0150726292333057,0.110168273043446,0.0294699132858537,0.7199504539471626,0.0298588104373958,-0.2591233997947341,제조업,2,1,5
310,(주)에스엠라이프디자인그룹,63440,17-Dec,6.73,2.26,5.33,-5.46,-43.51,0.0,292.41,-0.37,69.84,-3.96,1.71,18.73,0.74,6.02,192.67,20.47,1.88,17.56,115.89,2.66,79.53,10.01,929.38,212.71,920.58,50.73,174.09,8.95,1.68,500.7991786173392,573.9370446801108,0.0133899303918771,0.0909663730512033,7.661771335706396,0.0168336365584733,0.1064897681979744,0.0005506077924982,0.4315023892252922,0.1866838435518051,-0.4657668714864574,제조업,2,0,2
311,(주)에스엠엔터테인먼트,41510,17-Dec,75.85,-1.29,51.88,13.5,13.63,7.34,9.05,0.02,152.76,6.18,33.59,16.44,0.55,50.26,4.43,31.86,1.28,4.44,36.84,3.71,68.14,83.07,133.42,3164.8,130.81,13.85,59.16,1.43,-0.71,-47.1568348370272,-211.44800101289428,0.0165452434432711,0.4537604956304544,8.901735605900043,-0.0071212482661533,0.245090940814232,0.0047254008448006,0.4472356428157482,0.2886336874664643,0.168205784465205,서비스업,1,1,4
312,(주)에스엠컬처앤콘텐츠,48550,17-Dec,154.98,-15.83,270.41,23.62,11.26,2.07,-96.92,-0.05,1363.64,6.96,2.17,5.74,0.46,274.18,-7.16,13.6,-16.54,2.46,0.0,23.6,86.4,161.72,116.24,244.46,116.24,9.61,37.23,0.83,-7.34,-471.98070293974615,-2872.356272247934,-0.0678887446653861,0.6179189563714199,8.478224321463925,-0.0734097149165455,0.2210337217743649,0.001260643788168,0.311698356187102,0.2824102655722623,-0.1383125294625727,서비스업,1,0,1
313,(주)에스엠코어,7820,17-Dec,26.78,-2.53,65.98,-17.93,-56.49,0.01,17.01,-0.27,78.35,-13.1,8.2,13.01,0.91,110.75,43.71,6.81,-3.39,2.24,54.27,4.41,93.19,30.19,375.38,755.7,363.96,56.64,123.13,3.47,-2.31,2748.3586249903738,85.83043225629116,0.0067040187116,0.2318930830139323,7.99613458729199,-0.0230768198198057,0.2532535470174442,0.0015006250246379,0.2279182522371608,0.0607859652130818,0.2581033609764442,제조업,2,0,2
314,(주)에스지엔지,40610,17-Dec,84.59,-0.12,-3.56,6.35,12.15,25.34,2.43,0.29,48.06,6.27,71.44,11.06,0.97,-6.24,1.47,13.09,-0.34,4.92,9.97,4.21,86.91,106.56,94.33,1474.14,70.11,-2.32,8.29,1.85,-0.11,-38.45220739919216,-105.51766452119064,0.022733116099953,0.5158815859882743,9.091418855008902,-0.0011294209447685,0.0339297008098408,0.0178011464912025,0.6137075537603753,0.1074241235511486,0.1758888623382328,서비스업,1,1,4
315,(주)에스코넥,96630,17-Dec,89.27,3.85,-5.22,5.38,23.97,28.07,13.09,0.35,132.67,11.63,28.01,45.96,2.11,-21.27,9.29,14.3,17.11,14.73,23.24,5.98,85.7,94.35,106.26,657.24,81.36,2.87,34.86,4.01,8.11,10.288107179689064,27.488067638820795,0.1119538276468741,0.4854554738664076,8.227967809886238,0.0810670748593378,0.1601008022383322,0.0162985486617372,0.5119416335756084,0.0898026107146311,0.3214716572107207,제조업,2,1,5
316,(주)에스텍파마,41910,17-Dec,13.08,3.96,-0.64,20.04,58.97,6.2,11.32,0.32,36.91,7.91,6.59,13.47,0.39,0.77,-11.94,29.04,1.88,4.14,2.66,1.04,70.96,15.49,421.85,1424.27,294.09,36.46,195.67,2.31,1.56,-8.660300822702274,-63.48873339132347,0.0260882454478577,0.1341064336657123,7.986104068871646,0.0155865901266801,0.2216637618091073,0.0135582229385968,0.5221092575087848,0.2240967933330229,0.4815177988214906,제조업,2,0,2
317,(주)에스티아이,39440,17-Dec,87.98,8.79,14.08,1.66,6.15,2.43,192.16,-0.05,240.3,2.9,45.16,38.31,1.86,15.32,59.11,19.19,33.49,3.6,52.19,12.01,80.81,89.17,166.25,1348.45,156.57,30.81,31.74,3.68,16.33,50.00076860593781,47.329485889332766,0.2147008726591378,0.4713759752521793,8.2166597086387,0.1633374533961821,0.1476102980422006,0.0022121542289399,0.2268350290454966,0.0762916248064205,0.3591666302946724,제조업,2,1,5
318,(주)에스티오,98660,17-Dec,83.41,-0.15,-6.8,4.86,12.04,27.54,1.16,0.98,82.45,6.28,21.59,18.04,1.25,-4.83,-9.64,56.09,-0.4,22.19,2.53,5.63,43.91,108.94,160.87,796.23,38.37,24.3,9.46,2.32,-0.19,-78.5252311964715,-104.2277831886908,0.0149087039732525,0.5213887555595127,7.847148360914404,-0.0018638520722039,0.0377596708285622,0.0239520004856922,0.3577740132431024,0.5489618565357516,0.4061802594903256,제조업,2,0,2
319,(주)에스티큐브,52020,17-Dec,10.91,-194.47,-35.11,-31.41,-36.23,1.78,-34.76,0.76,-641.61,-10.05,0.65,-47.39,0.25,-42.94,-44.57,-2.43,-68.05,4.87,21.89,3.96,102.43,38.37,680.83,143.73,650.74,45.79,374.73,0.9,-48.95,-5089.417526922437,-162.53530102666772,-0.4194017694830854,0.2772884731747339,7.422546982752348,-0.4894540600700762,0.2954329317983721,0.0429884256061533,0.4632423479127135,1.642111648075674,-0.6696036407825429,서비스업,1,0,1
320,(주)에스폴리텍,50760,17-Dec,122.64,-2.5,2.18,3.94,7.66,36.57,1.05,0.78,22.9,4.46,14.97,9.55,1.14,4.86,3.9,11.72,-6.54,4.71,12.14,2.59,88.28,139.2,106.28,548.7,88.92,3.22,24.32,2.04,-2.86,-61.896256718732765,-177.44004462503574,0.0100233447538776,0.5819483589339365,8.033501217867132,-0.0285537142338338,0.124664243919823,0.0170519440106733,0.4551262129028558,0.1084056349028243,0.1929347140068024,제조업,2,1,5
321,(주)에스피지,58610,17-Dec,129.5,-1.39,0.22,0.48,0.95,38.17,2.53,0.79,71.46,0.58,28.33,19.81,1.2,-2.44,94.22,19.04,-3.22,3.53,5.11,4.47,80.96,155.18,137.64,943.14,89.66,19.1,12.38,2.0,-1.67,3.854222443546329,-126.55508830528126,0.0258661397091061,0.6081125695088944,8.392102808449483,-0.0167437844892692,0.0628041207331879,0.0170637677024186,0.3014972234226713,0.1688794773110103,0.2125639271743161,제조업,2,1,5
322,(주)에쎈테크,43340,17-Dec,86.26,0.94,-22.3,8.36,21.71,24.88,0.72,1.2,91.82,10.22,1.84,23.5,1.07,-36.72,-9.31,8.64,2.19,3.73,3.96,4.31,91.36,88.95,130.37,79.52,66.53,13.86,0.53,1.97,1.0,-79.05548971246142,-65.67486738050945,0.0095147253989263,0.4707621519372693,7.733104568262836,0.0100151506739095,0.0024044318219929,0.0243316133344754,0.4048397833667052,0.0775192784491961,-0.1525268035947191,제조업,2,0,2
323,(주)에이디테크놀로지,200710,17-Dec,23.96,0.53,2.14,1.61,4.94,6.27,-1.02,-0.23,1073.2,1.05,7.51,13.59,0.66,-8.39,50.39,11.24,0.47,6.15,8.85,51.22,88.76,27.17,381.73,856.95,341.93,53.08,101.73,2.68,0.35,89.12184560679054,2486.000904493689,-0.0078089180642669,0.2136244342792069,7.690754737324906,0.0035048866027319,0.1916749729817162,0.0308695636814678,0.2807601407429196,0.1241640148513869,0.3191540065000414,제조업,2,0,2
324,(주)에이비프로바이오,195990,17-Dec,60.87,-25.09,3.31,-48.66,-32.0,31.36,-3.94,2.82,2.19,-13.0,1.25,0.42,0.27,-31.79,-7.22,4.42,-11.22,2.85,1.71,1.1,95.58,68.45,113.75,264.63,70.19,4.97,6.83,0.75,-6.81,-1211.7969815138924,-6635.230572385065,-0.0689783405276296,0.4063383870705706,8.235349475659419,-0.0681429806388224,0.0246923188713321,0.0485410490965365,0.5889528996289832,0.2981623353278933,0.2631952301929235,제조업,2,0,2
325,(주)에이스침대,3800,17-Dec,6.65,12.82,5.24,14.22,88.24,0.0,999999999.0,-1.58,25.44,6.88,18.58,15.41,0.5,-20.82,1.19,55.86,6.94,11.81,8.04,0.82,44.14,8.46,276.18,3539.39,178.26,10.8,82.57,6.16,6.36,-12.168098721967752,-12.704205052923232,0.0757025545613793,0.0779721434362169,8.629301691044962,0.0636402740452666,0.0506063870337214,0.0,0.8307206419916069,0.4060946094137564,0.8749006390474952,제조업,2,1,5
326,(주)에이스테크놀로지,88800,17-Dec,411.55,-15.8,-13.89,1.14,1.31,59.24,-1.45,2.34,34.61,1.07,24.4,10.21,0.87,-9.18,9.16,17.65,-61.18,3.33,5.61,3.07,82.35,456.86,74.06,425.17,50.48,-19.17,5.84,1.14,-13.77,-4.820786754090873,-72.59069878657289,-0.0358431492408441,0.8204229453267388,8.572264763988828,-0.1376859832516229,0.0431967309348013,0.0323194328079614,0.4526453027823535,0.217636214023276,-0.1370200967459975,제조업,2,1,5
327,(주)에이치비테크놀러지,78150,17-Dec,25.04,13.25,-0.27,17.66,114.34,3.74,164.72,-0.3,248.16,25.17,7.31,46.7,1.42,1.3,5.46,25.94,27.22,10.87,30.12,6.94,74.06,28.23,317.16,395.23,295.48,42.41,46.63,4.63,18.85,26.057748826948053,28.57377089348356,0.2393723613973762,0.2201432146567787,8.30138084202395,0.1884967858773616,0.0910623152580547,0.0047258121220033,0.3806178073004959,0.0911975036252054,0.2605324528822296,제조업,2,1,5
328,(주)에이치시티,72990,17-Dec,34.53,0.32,9.82,11.11,15.5,23.46,1.29,0.31,59.32,4.94,12.17,31.7,0.46,-35.12,-1.28,34.76,0.21,3.56,590.91,0.85,65.24,46.72,136.07,1868.19,135.67,8.49,63.31,1.63,0.15,-92.29967756293948,-97.8935067771086,0.0063158754628527,0.3184083764962296,7.797725144405064,0.0014704648167855,0.1489911114439163,0.0171888473918042,0.6797813788016143,0.3340248741629922,0.3490375855756531,서비스업,1,0,1
329,(주)에이치알에스,36640,17-Dec,10.4,9.29,5.93,4.18,12.51,13.22,23.12,0.4,75.3,2.75,8.28,17.97,0.68,12.46,19.88,22.44,8.1,5.06,5.3,2.65,77.56,28.15,715.92,983.65,552.43,49.97,208.6,3.0,6.28,73.0202549181974,58.38988236106118,0.0765361629658372,0.2196543911326091,8.013167070459192,0.0627583511266294,0.1692347672386935,0.0146797887188207,0.4191924450256037,0.1111351348541691,0.5976305206865253,제조업,2,0,2
330,(주)에이치엘사이언스,239610,17-Dec,7.16,12.29,5.78,14.13,123.47,0.0,999999999.0,-1.36,92.36,9.84,15.63,15.56,0.72,-5.98,16.75,70.04,9.56,20.5,15.39,3.86,29.96,8.66,1049.25,2066.67,993.54,62.53,99.8,8.94,8.8,-21.96845509692454,-18.65048776628057,0.0949563372300765,0.0796937878903659,7.761454003684394,0.0879642114555728,0.0657398347803899,0.0,0.3088339998155774,0.5676931927514897,0.4170078229942505,제조업,2,0,2
331,(주)에이치케이,44780,17-Dec,47.25,0.58,0.48,12.49,20.49,30.17,3.91,1.14,29.25,8.8,6.21,10.32,0.71,1.95,-7.45,22.7,0.72,2.79,2.49,1.97,77.3,75.32,231.41,502.5,127.38,35.42,37.49,1.63,0.41,33.11178141352599,-78.54133329892117,0.0345487169592995,0.4296117750380102,7.909365084895356,0.0041074054380356,0.1010519932117451,0.0204375065639574,0.3762908984117858,0.1780584033143658,0.3442810643353364,제조업,2,0,2
332,(주)에이텍,45660,17-Dec,24.4,12.14,18.94,8.27,42.0,2.04,137.73,-0.27,178.56,10.13,25.74,22.55,1.33,-28.74,-11.43,21.41,21.64,21.59,13.4,8.39,78.59,31.77,162.73,1594.61,122.5,11.62,67.19,5.26,16.16,-26.739220735774904,75.01026173524994,0.0527548234123015,0.241092383199833,7.938416282725415,0.1616454305854247,0.1244055727188853,0.0015129023225792,0.6986949011635583,0.1744914615208843,0.8378970968754218,제조업,2,1,5
333,(주)에이텍티앤,224110,17-Dec,52.11,28.12,0.0,46.08,47.01,6.93,74.94,-0.37,46.24,17.57,15.33,9.47,0.38,0.0,0.0,23.66,23.06,2.76,2.25,1.86,76.34,59.69,180.16,1428.56,128.28,26.16,46.46,1.02,10.72,416.1571790882844,1464.8455169189283,0.0524241383688144,0.3737904094125011,8.030857065361452,0.1628612036366761,0.1516086364466169,0.0022065288715301,0.4121153258646319,0.1460414457375978,0.0985993856390806,제조업,2,0,2
334,(주)에이팩트,200470,17-Dec,24.99,3.81,39.42,26.2,21.13,34.66,4.17,0.77,32.6,8.61,2.58,20.56,0.38,9.04,42.61,19.17,2.13,22.21,0.0,0.63,80.83,68.78,224.08,465.06,224.08,18.37,152.56,1.21,1.46,276.6794102144964,526.8991405366315,0.0329082714430048,0.4075125447862186,7.83816356057199,0.014587113535249,0.2258624581350556,0.0250118754907694,0.6682565995032455,0.105749546866834,0.1715785491812666,서비스업,1,0,1
335,(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,21.82,-35.34,807.95,-39.43,-16.38,11.88,-1.04,3.93,225.03,-3.13,0.62,0.37,0.14,620.64,-27.11,23.51,-5.35,4.0,17.73,36.17,76.49,23.6,319.61,455.87,319.55,38.78,69.62,0.67,-5.05,74.01049926886148,82.60313200876105,-0.0331158889361935,0.1909117125167408,8.151518634215224,-0.0504995486956116,0.1229281190616457,0.1495488924018633,0.435642739859221,0.4668560213527044,-0.2025518454498791,서비스업,1,0,1
336,(주)에코마케팅,230360,17-Dec,19.85,31.62,16.57,27.11,31.07,0.0,999999999.0,-4.14,1244.03,7.01,29.64,19.64,0.28,-0.21,44.77,0.0,10.94,6.95,73.04,29.36,0.0,29.15,550.06,8760.38,545.45,69.19,96.41,1.54,8.81,15.466932635964334,12.975182958025314,0.0911639939267091,0.2257178263493751,7.969067885356166,0.0880668787028652,0.1482124366511058,0.0,0.1544220889473663,0.6726682508959645,0.4028935066580104,서비스업,1,0,1
337,(주)에코프로,86520,17-Dec,97.34,-1.0,29.39,4.16,5.19,46.05,2.96,2.15,39.84,3.06,30.29,15.37,0.83,30.76,92.99,16.79,-4.71,8.92,4.83,1.66,83.21,143.02,91.92,1327.21,49.76,-3.24,12.65,1.51,-0.83,115.60132834461734,54.583190139948826,0.0548312333558226,0.5885158550187436,8.651419082504377,-0.0082735718336821,0.0506811309497255,0.0337515254659758,0.6318513813003572,0.1017029977358761,-0.0246745418939165,제조업,2,1,5
338,(주)에프알텍,73540,17-Dec,32.4,-11.74,15.09,-20.36,-17.94,31.61,-18.89,0.83,5.2,-7.77,4.07,1.53,0.41,11.04,5.85,17.46,-7.6,4.83,6.55,0.93,82.54,76.41,137.54,605.04,91.51,6.89,50.4,1.11,-4.8,-14.549911829210366,33.93606457994011,-0.1024040749456258,0.4331266834739906,7.784170409816934,-0.0479603020191402,0.0940380112111032,0.0147012884045876,0.7474197067075569,0.4253819146267332,0.4513868261261208,제조업,2,0,2
339,(주)에프앤리퍼블릭,64090,17-Dec,118.96,10.61,394.0,4.18,5.91,28.04,4.77,2.16,646.44,3.21,3.87,13.23,1.28,135.09,41.51,17.08,29.66,7.13,14.27,36.82,82.92,119.01,55.32,180.87,42.06,-24.27,3.25,2.38,13.55,257.7681631009019,292.00423888523017,0.1314831441741014,0.5433983395671648,8.003256456240704,0.1355165329226854,0.0176445789586963,0.0512949132657722,0.6994965740105383,0.0678997681548561,-0.1199887506675383,서비스업,1,0,1
340,(주)에프에스엔,214270,17-Dec,55.26,1.17,33.51,-0.82,-1.97,2.65,2.55,-0.13,2395.69,-0.73,6.89,19.82,1.03,5.13,5.26,43.94,1.59,2.85,0.0,123.62,56.06,59.41,196.55,424.19,196.55,33.47,46.1,3.39,1.2,-87.44054182728487,1813.929353970525,0.0061533011586686,0.372677464227737,7.57970739410788,0.0120328360057477,0.1597986941551034,0.0079639981632688,0.3186210064802685,0.4333735958389035,-0.1935300332824182,서비스업,1,0,1
341,(주)에프에스티,36810,17-Dec,50.56,5.09,4.66,3.09,10.86,24.36,9.07,0.68,67.83,4.42,21.38,29.67,1.46,5.44,70.66,22.08,14.04,10.54,10.64,3.08,77.92,68.64,129.19,817.68,74.43,8.75,13.78,3.11,7.43,35.74361947673256,94.46808629400236,0.1001146007211292,0.4070075421886658,8.127768511943927,0.0743437374075727,0.0413178149481424,0.0234672912918409,0.6126294841464968,0.1522591096564176,0.295014573345484,제조업,2,1,5
342,(주)에프엔씨엔터테인먼트,173940,17-Dec,23.49,-5.57,-7.59,2.89,12.61,0.05,958.27,-0.37,139.36,2.72,16.25,18.95,0.9,-9.0,27.64,18.89,-9.56,16.74,116.53,6.7,81.11,27.53,333.63,944.98,329.28,43.03,88.92,4.27,-5.04,221.94924999056656,-2.4883537825602,0.0238074778796266,0.2158918749179647,8.092973209240753,-0.0503874986332596,0.1637548454547244,0.0001172565030469,0.3855688811460945,0.1626235205245701,0.0002370511170412,서비스업,1,1,4
343,(주)엑사이엔씨,54940,17-Dec,106.06,-2.01,10.15,-0.66,-2.22,16.01,5.67,0.16,74.65,-1.19,15.43,19.12,1.88,21.16,55.23,10.41,-7.49,10.06,18.15,6.85,89.59,114.95,138.92,341.12,115.72,19.2,15.09,3.83,-3.78,46.41906286856464,-253.571048166433,0.0400735038807021,0.5347716477201785,8.154028822809384,-0.0378470596298833,0.07446468081157,0.0143713197798508,0.3145285017128507,0.0828001909164654,0.1379562847139025,제조업,2,1,5
344,(주)엑셈,205100,17-Dec,18.29,-0.09,12.02,13.68,35.01,7.39,10.38,1.02,132.72,7.47,10.67,25.9,0.58,1.74,22.39,56.43,-1.26,3.6,0.0,3.25,43.57,27.13,384.02,1310.25,384.02,40.87,190.02,1.9,-0.05,292.8187147063818,-101.21819503744788,0.0926797118842626,0.213373980965047,7.790426177742553,-0.0005352736657024,0.2743976644083995,0.0293627556643302,0.447391938536913,0.4037600059033243,0.1178442261789311,서비스업,1,0,1
345,(주)엑시콘,92870,17-Dec,15.27,12.22,-3.33,12.0,50.56,11.48,26.5,0.0,74.03,8.82,15.13,20.35,0.72,-9.11,48.99,34.3,11.24,9.87,5.82,2.6,65.7,21.14,339.7,1694.9,224.81,30.21,50.54,3.33,8.83,144.99040067277832,60.89974466784784,0.0814016783362109,0.1745064564649149,7.960959153101281,0.0883462344801181,0.0636857257005034,0.0141520534582139,0.571935178695489,0.2303574117085577,0.5350102191152349,제조업,2,0,2
346,(주)엔에스,217820,17-Dec,153.15,2.36,83.87,-8.72,-9.67,21.67,11.7,0.43,94.55,-5.94,17.21,18.04,0.88,137.91,42.35,14.69,4.21,4.53,2.13,3.53,85.31,159.37,133.19,973.92,46.68,19.6,17.43,1.75,2.08,4.46247591206224,-52.049081753597335,0.049008968886447,0.6144442263237072,7.791601065667526,0.0208240752692632,0.1029071698842958,0.0082976589205543,0.2135297921624642,0.0913590453710802,0.2045138453677513,제조업,2,0,2
347,(주)엔에스엔,31860,17-Dec,58.14,-250.72,-28.39,-137.48,-59.29,31.64,-7.61,6.03,-4.98,-22.1,0.56,-1.35,0.13,-20.14,-72.12,2.17,-59.57,3.86,2.06,0.5,97.83,59.41,82.64,198.37,64.58,-6.33,9.67,0.31,-33.63,21.1633251096459,1.1610089904468452,-0.2233974801166483,0.3726958587438174,7.5127178873534195,-0.3362846374266318,0.0352660149581216,0.0672742606501849,0.6985690999075593,1.6872942148074956,-0.8795058526045488,서비스업,1,0,1
348,(주)엔에이치엔벅스,104200,17-Dec,37.83,-5.77,-4.88,-8.4,-29.58,0.0,999999999.0,-0.41,3676.94,-8.57,12.52,8.96,0.99,-5.04,27.1,0.0,-7.28,7.65,973.2,330.74,0.0,40.8,251.48,849.13,250.93,40.69,33.72,3.55,-5.74,-43.57893317830633,-39.64371041951403,-0.0638995835617683,0.2897972249648857,7.959062381123043,-0.0573584950454669,0.0905804794181485,0.0,0.3244232657854624,1.0642574428680691,0.3522100107733255,서비스업,1,0,1
349,(주)엔이능률,53290,17-Dec,55.46,1.26,22.25,7.24,12.06,0.0,999999999.0,-0.3,724.31,4.62,9.18,26.35,0.7,13.69,7.46,71.26,1.3,1.92,4.13,20.75,28.74,62.12,192.32,822.96,133.59,31.58,24.26,2.23,0.89,-64.89450739927408,-86.19085614494718,0.0329103332084766,0.3831671714757962,7.954443314555843,0.008876617656046,0.0829898190529062,0.0,0.342046122380535,0.665755952509255,0.4228865132739777,서비스업,1,0,1
350,(주)엔지켐생명과학,183490,17-Dec,40.2,-21.68,0.37,-29.16,-62.26,15.18,-29.1,0.4,15.27,-20.71,7.7,3.7,0.71,-3.18,19.68,15.93,-22.0,2.96,4.09,2.53,84.07,49.84,248.39,718.69,177.92,39.81,53.77,2.38,-15.42,13.589613337999335,10.505972635469526,-0.1464571219659224,0.3326240187828971,7.565901464890349,-0.154242084128428,0.1864747631990896,0.0168430154906439,0.3335701519046044,0.3651598726233833,-1.2500601148564636,제조업,2,0,2
351,(주)엔케이맥스,182400,17-Dec,33.45,-344.37,-19.95,-264.06,-90.48,22.59,999999999.0,-1.99,-277.44,-23.6,0.83,-16.07,0.08,-41.36,-29.76,69.24,-41.26,3.12,1.16,1.75,30.76,35.28,240.05,666.47,208.96,34.63,97.1,0.24,-27.36,-102.01768903762068,-243.8082959017856,-0.2629324902854258,0.2607938341444192,7.732749180890574,-0.2736475065579983,0.2401270137887663,0.0,0.4063798803538828,4.001313984534903,-0.2592574623764976,제조업,2,0,2
352,(주)엔텔스,69410,17-Dec,43.11,-7.53,4.22,5.24,14.61,0.0,999999999.0,-0.53,625.23,4.43,13.61,25.9,0.86,16.52,-16.86,22.24,-8.73,4.77,131.17,19.88,77.76,43.56,168.75,1121.16,166.71,20.64,92.6,3.37,-6.49,-790.1291462432671,-1329.858795023012,-0.0324562279992915,0.3034341826357376,7.744475833464873,-0.0649400484386111,0.2780263597823273,0.0,0.4933241446502925,0.2600164731456238,0.3754694329443824,서비스업,1,0,1
353,(주)엔피케이,48830,17-Dec,44.87,2.5,19.09,10.79,23.62,15.41,7.53,0.17,61.24,10.29,9.24,29.74,1.04,60.17,8.39,10.02,4.94,9.52,15.34,1.92,89.98,77.23,181.62,454.93,157.8,20.67,52.6,2.21,2.59,486.1890038749797,-3.147949045828641,0.0286730309257569,0.4357703359824638,7.884391973590477,0.0259182456722576,0.1331778156332911,0.0081212736854347,0.5401470838813052,0.0725573415676257,0.2230423549289718,제조업,2,0,2
354,(주)엘디티,96870,17-Dec,6.57,-40.33,-32.13,-13.75,-153.3,0.0,999999999.0,-0.39,23.94,-10.98,2.8,4.79,0.65,-28.7,22.32,12.54,-29.57,8.47,4.16,3.94,87.46,7.71,749.65,325.02,488.2,39.61,273.98,5.42,-26.05,31.76545911651153,-57.11893650002191,-0.0684088105249091,0.0716193236667039,7.067821309730542,-0.260456695087566,0.1670681288736027,0.0,0.5428733664819447,0.2313526027112912,-0.2143351391505163,제조업,2,0,2
355,(주)엘앤에프,66970,17-Dec,84.57,5.12,30.99,-0.29,-0.82,40.76,6.56,1.14,57.72,-0.44,33.75,20.97,1.72,50.52,61.38,11.19,19.03,11.1,5.43,4.45,88.81,115.3,154.3,987.61,73.19,21.33,21.42,3.13,8.82,111.8718431474388,295.0375654617864,0.1254788161018834,0.5355334071606467,8.424025711987575,0.0881742685674475,0.084154714647512,0.0347872476717057,0.393895046884284,0.039065404400511,0.1067521239459317,제조업,2,1,5
356,(주)엘엑스세미콘,108320,17-Dec,31.38,6.79,12.0,5.89,30.87,0.0,999999999.0,-0.58,795.88,7.49,85.19,22.24,1.34,13.0,13.56,22.0,11.87,5.52,11.61,45.46,78.0,32.04,384.78,5069.08,337.61,67.68,57.77,5.84,9.14,-10.06756838984559,-7.134826691851466,0.0883662396220778,0.2426421633707694,8.73583364665613,0.0913612064842204,0.1372921818694993,0.0,0.0855141895937238,0.1542894944870778,0.5991325370267409,제조업,2,1,5
357,(주)엘엠에스,73110,17-Dec,68.75,6.6,-2.37,10.51,17.44,36.66,8.42,1.31,51.24,7.54,31.78,18.75,0.71,-0.35,26.64,32.56,8.46,4.64,5.55,1.81,67.44,76.22,144.42,2511.83,122.38,17.33,31.19,1.59,4.68,114.415909535323,222.9724731496973,0.096428944308341,0.4325397181385173,8.301470008316043,0.0468185762521602,0.121756867498554,0.0256411623911527,0.4365631546613828,0.1896740108591811,0.4704166080927086,제조업,2,1,5
358,(주)엘오티베큠,83310,17-Dec,27.18,12.13,31.46,10.66,47.1,11.19,73.59,-0.02,200.89,13.97,32.62,38.37,1.49,62.0,61.81,31.02,26.09,14.11,8.44,4.58,68.98,42.19,303.74,1685.91,238.86,38.94,127.32,5.05,18.06,222.30124500809035,186.7962880922981,0.2051682577777911,0.296694436099832,8.1849547378116,0.1806068583694348,0.2433431123699555,0.0094505650413248,0.4194561938547204,0.1724159679322667,0.5722215526936311,제조업,2,1,5
359,(주)엘피케이로보틱스,183350,17-Dec,126.83,2.17,-2.93,5.92,6.89,46.82,3.72,1.52,50.71,4.54,13.46,12.11,0.76,-8.17,3.3,21.32,5.02,2.85,6.54,1.99,78.68,193.6,116.47,597.26,88.02,7.11,27.27,1.12,1.64,-30.652583792834,-73.67967020272303,0.0447271396708133,0.659398385056101,7.513511408786381,0.0164092369985936,0.1178232081098981,0.0178727220961317,0.4968863709473669,0.154055390672638,0.2567776984790232,제조업,2,0,2
