,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결),총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율
30,(주)나노신소재,121600,19-Dec,5.68,11.87,3.47,-24.38,16.21,97.77,1.42,42.91,-0.34,124.02,7.78,9.01,22.56,0.49,5.26,-6.42,39.51,6.35,4.73,1.26,2.37,60.49,8.64,1398.81,1729.07,690.04,67.9,236.63,5.51,-41.21,5.79,0.05048304864068506,0.07955339163750363,8.008146774428903,0.05693476101519224,0.12370697310641852,0.01478710961378015,0.9204466083624964,27380713,0.2898932629586496,0.5047160238346348
31,(주)나노엔텍,39860,19-Dec,7.85,21.9,10.62,73.81,10.65,49.8,0.74,133.96,-0.27,109.32,5.99,1.99,29.61,0.59,16.74,1.78,48.4,15.1,2.76,4.0,2.01,51.6,13.68,845.77,309.25,632.67,51.51,303.64,4.16,7.97,12.95,0.06542154724013176,0.12036273335670702,7.668752284289672,0.12328533121231935,0.20973809914242333,0.004057440835593751,0.879637266643293,19392270,0.36774323239983675,0.17391757874384467
32,(주)나무가,190510,19-Dec,318.93,-0.16,63.78,-109.28,5.02,12.09,25.8,1.15,0.52,72.28,9.34,189.19,20.7,2.31,70.02,15.74,5.62,-0.94,12.72,14.35,5.74,94.38,339.4,80.42,2311.88,51.97,-14.21,5.68,3.1,43.55,-0.37,0.013705763098013826,0.7724194338742151,8.288960996754053,-0.0030122527447743823,0.041218050898572965,0.015483025382932204,0.2275805661257849,80973984,0.048787083730584845,-0.11250981127567389
33,(주)나스미디어,89600,19-Dec,123.73,19.22,17.53,9.01,22.99,13.25,2.58,35.89,-0.42,807.95,7.55,25.67,25.32,0.35,22.12,9.76,0.0,15.07,3.77,0.0,10.12,0.0,132.63,147.79,3105.08,147.79,25.42,15.24,0.64,22.5,6.82,0.0857818995544263,0.5701406235651192,8.55173783736711,0.06311570520383022,0.08106950418316199,0.004191657275365903,0.42985937643488087,76205109,0.738830622873511,0.28518905608945905
34,(주)나이벡,138610,19-Dec,15.9,-29.36,60.12,0.0,-17.09,-19.05,11.3,-2.23,3.01,23.24,-4.44,2.28,6.8,0.32,222.8,78.34,42.83,-14.36,4.16,3.1,0.88,57.17,30.4,391.85,553.45,312.53,35.59,103.38,0.93,0.0,-9.39,-0.02687156078318998,0.23312903247471378,7.55309232805114,-0.07630180932467102,0.1260685358394935,0.0518027118040226,0.7668709395414228,18659165,0.5317385066877072,-0.7306383566979937
35,(주)나이스디앤비,130580,19-Dec,28.14,14.59,38.85,13.61,16.06,66.84,3.83,323.47,-1.06,970.44,15.79,10.04,62.42,1.14,46.91,48.6,0.0,21.19,9.93,54228.91,25.07,0.0,30.93,317.03,708.04,317.02,46.64,87.44,5.15,22.78,16.67,0.1626688472338219,0.23622939506140891,7.895839820754355,0.14337829401548813,0.18791398182174907,0.002128812499263538,0.7637706049385911,25074094,0.8345016056421773,0.5381075540158877
36,(주)나인테크,267320,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
37,(주)내츄럴엔도텍,168330,19-Dec,11.81,-243.27,-20.24,0.0,-106.98,-24.87,52.87,-4.35,10.11,-22.98,-14.43,0.64,-14.25,0.12,-34.67,-26.3,-51.29,-49.68,7.63,1.67,0.21,151.29,138.17,654.86,201.99,551.15,27.51,74.91,0.25,0.0,-29.12,-0.22814258563383158,0.5801257712550237,7.688277059827726,-0.3281484871636397,0.03713386455027709,0.0903974451918076,0.41987424924351674,32947408,1.1784557614513271,-0.48695586649882733
38,(주)네오리진,94860,19-Dec,13.54,-24.19,-4.25,0.0,7.38,25.6,6.84,3.22,0.2,326.31,5.91,2.29,17.68,0.78,29.25,24.33,41.8,-24.12,4.12,12.74,17.19,58.2,30.03,542.67,213.62,502.04,46.1,300.57,3.66,0.0,-18.96,0.018360091449630193,0.23094003167751492,7.148194077807213,-0.19383027790336937,0.3129856484364559,0.024673564864380663,0.769059968322485,6117813,0.39504891195847475,-0.6195596569501435
39,(주)네오셈,253590,19-Dec,35.94,-5.76,0.0,0.0,-17.93,-18.3,31.61,-7.64,0.44,64.86,-7.61,7.25,12.48,0.42,0.0,0.0,48.73,-4.19,3.29,5.58,2.2,51.27,71.15,286.04,998.88,249.85,39.07,175.37,1.02,0.0,-2.45,-0.05195727700614781,0.4157031745970896,7.807333541756645,-0.02445840065817444,0.36826571988484,0.016358893550006907,0.5842968254029104,25624291,0.60980038337464,0.3445371281402143
40,(주)네오오토,212560,19-Dec,43.29,2.11,-1.01,-56.92,14.98,28.75,28.41,0.84,0.65,26.61,12.58,30.08,17.3,0.84,8.09,2.77,7.7,3.18,8.4,14.89,1.2,92.3,77.75,115.42,2015.46,92.74,3.75,39.36,1.87,-67.18,1.76,0.005636656612467454,0.43741902908730745,8.149408368364972,0.017707643430142344,0.09585571559879949,0.015427670041015532,0.5625809709126925,101410252,0.0703064122768927,0.44578920345485157
41,(주)네오위즈,95660,19-Dec,13.66,10.85,8.53,-24.52,14.86,54.7,1.22,296.81,-0.27,150.07,9.5,23.23,28.9,0.67,23.49,18.1,55.09,7.78,10.02,13439.69,3.98,44.91,21.02,425.94,2948.12,425.89,36.79,191.27,3.72,44.39,7.22,0.08182750028175764,0.1736766305255076,8.59988484416615,0.06940504845779222,0.21590496324205954,0.0015873598909755557,0.8263233694744924,206639774,0.42293734741753386,0.6325168939511664
42,(주)네오위즈홀딩스,42420,19-Dec,8.27,16.09,5.34,5.17,14.42,50.25,0.78,268.11,-0.49,163.06,5.89,54.57,20.79,0.42,4.87,11.22,55.02,6.57,20.36,3595.39,3.8,44.98,13.27,686.49,6957.61,686.34,42.8,209.2,3.45,39.16,6.74,0.04728707474721332,0.11713530460542569,8.793876644323829,0.06567483860287984,0.1526813353863146,0.0015056955812986143,0.8828646953945744,310427569,0.4343426864375808,0.40253229184117983
43,(주)네오크레마,311390,19-Dec,6.97,5.19,0.0,0.0,-5.11,-10.82,13.17,3.38,0.94,26.07,-2.14,5.45,11.96,0.42,0.0,0.0,23.03,2.72,5.36,2.75,0.91,76.97,24.68,900.67,1039.33,627.95,44.75,241.57,2.12,0.0,2.17,0.0140877078060865,0.19793735594858552,7.674047265482702,0.021725474938892993,0.13502440785435021,0.021057778203915974,0.8020626440514145,23447009,0.19662673893843188,0.2744052596402372
44,(주)네오티스,85910,19-Dec,78.64,3.43,0.31,-55.48,9.93,9.74,34.46,4.37,1.64,64.36,4.84,7.7,23.5,0.49,-1.07,-6.16,21.0,3.13,3.05,7.37,1.4,79.0,98.96,107.74,776.02,92.4,3.06,33.56,0.99,-28.46,1.68,0.03862971836290147,0.49737581479068094,7.939078439723772,0.016760336598488728,0.13265440471741108,0.017791237429934263,0.5026241852093191,49898840,0.130847372980001,0.3546035593649783
45,(주)네오팜,92730,19-Dec,12.14,23.12,68.3,25.22,21.27,103.83,3.79,1337.32,-2.02,341.72,14.42,21.25,28.51,0.85,72.52,25.6,72.21,23.33,9.44,13.12,8.05,27.79,16.13,792.45,2575.56,746.93,72.39,42.98,5.42,19.82,19.67,0.18706382176068073,0.13890101441372696,8.08899155732529,0.15679599971116542,0.04493394114821945,0.001007043025119943,0.8610989937334743,21061359,0.4462227223430257,0.48137373414184964
46,(주)네오펙트,290660,19-Dec,215.18,-128.95,30.89,0.0,-89.77,-32.07,43.87,-15.37,3.04,-12.97,-23.51,2.07,-3.55,0.3,-32.45,117.78,26.21,-77.93,3.04,4.97,1.37,73.79,274.49,73.27,208.05,63.12,-15.36,10.98,0.58,0.0,-38.28,-0.29030198044493144,0.7329728708810564,7.672249880595425,-0.3376507012278999,0.06306341045916797,0.025766134117366987,0.26702712911894355,27222274,1.370744695238526,-0.9731681174176148
47,(주)네온테크,306620,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
48,(주)네이블커뮤니케이션즈,153460,19-Dec,8.1,-3.02,-7.45,0.0,-11.62,-73.37,0.03,-454.29,-1.91,148.23,-5.54,3.79,35.65,0.46,-7.81,-21.93,54.8,-1.54,8.79,35.41,1.93,45.2,8.16,959.85,734.8,955.93,64.37,448.85,4.39,0.0,-1.38,-0.01867979435986792,0.07545237880991776,7.4141242243684875,-0.01437153301169226,0.3360036902850433,0.000544963303080294,0.9245476211900823,7303822,0.587168012436832,0.1775651787539623
49,(주)네이처셀,7390,19-Dec,10.8,3.91,76.09,-59.64,8.79,18.08,6.0,8.3,0.26,76.48,2.18,0.81,8.02,0.32,152.51,-13.64,55.92,1.44,9.3,7.28,2.27,44.08,13.7,632.29,267.65,596.79,50.54,240.15,2.2,43.46,1.24,0.018908417979152645,0.12051888593926981,7.968997856541333,0.009687528971007385,0.22800382574100694,0.018903533227530984,0.8794811140607302,37216068,0.48289140277494486,-0.027299527932067857
50,(주)네패스,33640,19-Dec,72.99,8.73,84.99,26.97,18.47,19.88,42.91,11.65,1.06,56.36,12.62,30.7,27.14,0.89,101.61,30.37,31.92,17.12,9.45,31.41,1.69,68.08,173.63,139.07,1810.02,128.17,10.42,81.48,1.51,179.59,7.74,0.11807075813869977,0.6345436763500771,8.717377858005966,0.05960273730288671,0.21733726519772492,0.015970073799606167,0.36545632364992287,328132736,0.14630573304322916,0.18397436814400958
51,(주)넥스턴바이오사이언스,89140,19-Dec,4.4,17.75,-7.36,3.76,19.05,123.35,0.03,2394.07,-2.6,66.5,5.88,5.48,10.26,0.3,-24.89,21.75,23.4,5.89,4.79,2.41,2.55,76.6,5.0,1694.28,1690.94,1507.82,66.79,1230.9,2.82,-26.95,5.27,0.02850043525386795,0.0476443029570782,8.021890457514715,0.0547472071721219,0.5156782150577899,0.0002498635429732365,0.9523556875344759,30518944,0.14160038936406397,0.520417043862756
52,(주)넥스트아이,137940,19-Dec,53.95,-3.45,-1.7,0.0,-3.04,-4.26,25.69,3.95,0.19,81.46,-1.53,11.1,7.93,0.5,-1.59,0.88,27.2,-7.29,5.44,15.71,4.59,72.8,56.05,200.4,999.79,194.4,34.71,92.71,1.45,-55.97,-1.72,0.0211420373198881,0.3591979834945747,8.241926488810666,-0.017384437901484483,0.32051450121927955,0.014918076958398325,0.6408020165054252,53622243,0.23003111582249108,0.08200268289226426
53,(주)넥스트엔터테인먼트월드,160550,19-Dec,136.65,-7.43,22.15,0.0,-2.19,-1.7,32.64,-3.05,1.15,20.0,-1.04,10.69,4.6,0.52,20.7,-7.47,18.97,-7.52,5.7,418.52,2.25,81.03,157.11,97.68,795.8,97.37,-1.23,38.06,0.94,0.0,-3.89,-0.026007700879666227,0.611059221657904,8.496017704664373,-0.035381130328073586,0.20229494705751344,0.013941893460671009,0.38894077834209595,150667177,0.2443654933405761,0.016807523383779683
54,(주)넥슨게임즈,225570,19-Dec,29.4,-59.91,147.98,0.0,-38.36,-31.42,18.45,-30.19,0.53,171.41,-14.99,2.16,35.41,0.56,142.11,20.84,0.0,-60.09,4.55,0.0,3.38,0.0,91.2,478.25,264.58,478.25,58.17,79.68,1.25,0.0,-33.36,-0.23455690866698672,0.4770000446768641,7.863001678778403,-0.23404341946874616,0.12254133134285726,0.016289086033871105,0.5229999690319006,19295572,1.6003868934976502,-0.4164526671381842
55,(주)넵튠,217270,19-Dec,60.57,-115.26,-10.76,0.0,-53.58,-18.01,30.68,-24.07,0.6,-3160.01,-8.35,1.61,-18.32,0.15,-10.05,-0.75,0.0,-25.05,8.77,24039.63,24.21,0.0,86.55,33.89,588.96,33.89,-21.46,21.94,0.32,0.0,-16.95,-0.08748672822813208,0.4639537902297471,8.063211300171874,-0.17972918353452255,0.07124447166384794,0.007835608763050955,0.5360462097702529,102937796,1.5610323060517532,-0.20535408537059338
56,(주)노랑풍선,104620,19-Dec,102.96,-2.16,16.78,-136.91,5.47,7.15,13.24,-4.42,-0.22,77.82,3.66,35.04,24.91,0.72,29.21,-17.24,0.0,-3.44,5.44,140.0,2.11,0.0,104.55,112.79,2359.0,110.89,6.44,30.64,1.31,-158.07,-1.55,-0.01790300456691764,0.5111328668003126,8.060629590333859,-0.014400810756966862,0.15420266605546337,0.007920788474010917,0.4888671331996874,49710149,1.0268107226063083,0.29574733434851314
57,(주)노바렉스,194700,19-Dec,42.3,9.12,45.19,55.0,1.93,4.92,14.06,389.16,-0.11,95.84,1.99,35.34,29.23,1.22,25.05,48.26,17.99,17.23,8.36,8.2,3.55,82.01,68.02,205.85,2038.95,140.03,26.65,75.97,3.55,43.86,11.13,0.10562639741215407,0.4048468895720061,8.18856967017522,0.09397070026861343,0.1912439791295601,0.0006704301639939384,0.5951531039501522,74373782,0.07736930377304113,0.35836495518742484
58,(주)노바텍,285490,19-Dec,8.9,21.02,20.19,-28.73,22.14,87.75,0.44,665.98,-0.44,166.75,14.48,10.84,28.23,0.71,-12.89,0.97,42.19,16.42,10.73,12.08,7.2,57.81,19.77,815.28,1134.98,721.19,53.18,213.19,6.0,-17.19,15.01,0.1382585268262236,0.16504630048440444,7.601636662818913,0.13745914801142883,0.15849301578295194,0.0012578425634758666,0.8349536995155955,15740699,0.21048976258403057,0.5951705347727657
59,(주)노블엠앤비,106520,19-Dec,98.88,-18.56,-3.49,0.0,-4.52,-5.96,30.04,-0.29,5.88,38.02,-3.2,2.12,11.65,0.7,1.61,17.08,14.69,-25.97,10.26,6.67,2.21,85.31,115.83,48.84,104.72,21.2,-23.44,4.51,1.16,0.0,-12.91,-0.014962683679572623,0.536670475498147,8.026834804502847,-0.13142175793761007,0.020649806053804662,0.09694681139254265,0.46332952450185305,82571984,0.16806548577749733,-1.0074961481128177
60,(주)노터스,278650,19-Dec,28.1,9.89,40.67,18.03,9.38,23.32,13.36,10.34,1.16,60.54,7.01,68.3,22.77,0.87,79.82,23.64,0.0,13.42,11.22,43.3,2.22,0.0,43.02,241.76,5721.41,232.68,27.85,43.03,2.26,12.48,8.65,0.10941930210653383,0.30079468359932215,7.7890915170464545,0.074008382033722,0.08454838086227333,0.035175152837193975,0.6992053164006778,32302366,0.8537642720746434,0.25965237618479975
61,(주)녹십자셀,31390,19-Dec,57.5,29.17,22.61,-20.96,14.25,7.87,38.5,4.05,2.27,60.06,3.51,6.33,17.23,0.27,10.25,28.02,57.46,14.52,5.97,15.19,0.54,42.54,80.65,93.13,1397.29,87.28,-2.19,4.14,0.6,50.81,7.92,0.03702591113228902,0.4464293877212641,8.186736017741614,0.07193221019630652,0.013161753291560479,0.020472425202820672,0.5535706122787358,108157107,0.4244035176041937,0.1515144836428322
62,(주)녹십자엠에스,142280,19-Dec,61.42,-17.38,38.91,0.0,-2.46,-6.07,14.25,-5.1,0.76,-35.85,-2.6,12.27,-1.91,1.23,12.98,8.99,10.07,-49.93,4.02,7.97,3.98,89.93,75.04,162.54,469.54,125.42,21.95,27.83,2.21,0.0,-21.4,-0.04999773535753922,0.4286898973033875,7.9487362432063255,-0.18398838702598994,0.09766989389939079,0.022857380602325544,0.5713101026966124,38177292,0.14788057438003674,-0.17697200142348954
63,(주)녹십자웰빙,234690,19-Dec,17.83,8.51,173.82,0.38,8.11,23.06,7.43,116.86,0.0,478.57,5.09,8.66,22.31,0.92,246.95,24.23,53.89,10.18,5.71,6.45,11.0,46.11,28.31,541.7,936.99,466.25,61.39,82.32,3.98,-9.33,7.82,0.07144397015209851,0.22065268553243003,8.028228358169402,0.05340717875559278,0.11441952642211724,0.0027706162472266233,0.77934731446757,26367416,0.4249953691923102,0.18289358708291403
64,(주)녹원씨엔아이,65560,19-Dec,43.57,-14.7,-16.91,-247.56,10.66,18.79,25.9,2.87,4.15,46.42,6.39,8.15,7.05,0.54,-41.17,-18.44,31.22,-12.6,6.0,8.61,3.38,68.78,51.49,128.75,873.51,104.09,8.27,20.12,1.49,-47.59,-7.99,0.0837031339571531,0.339878861223802,8.01674323811287,-0.08808162504436977,0.05786626575536455,0.08570171304908945,0.6601211387761979,65442785,0.17249543065852696,0.015492143104443985
65,(주)누리플랜,69140,19-Dec,264.44,-3.55,147.32,-767.57,-2.38,-2.41,49.45,-0.94,2.31,36.27,-1.85,35.73,16.2,1.11,149.82,91.51,18.11,-15.42,5.52,9.16,2.58,81.89,329.58,75.32,862.54,50.71,-15.19,3.59,1.58,0.0,-3.93,-0.01929999158017056,0.7672160582687592,8.070156392497363,-0.027599598516394742,0.02208626084631606,0.02663421981690137,0.2327839417312408,63035122,0.20593963907780227,0.0498476024484619
66,(주)누리플렉스,40160,19-Dec,82.44,5.99,-0.01,-24.46,8.82,21.67,24.62,8.52,0.68,115.09,10.15,24.54,26.02,1.15,1.41,-22.29,28.5,13.73,5.69,5.87,5.21,71.5,88.16,138.32,1133.23,100.36,16.79,34.52,2.31,-33.0,6.89,0.09033293278305157,0.46853052683353186,8.1090995871142,0.06893441257108399,0.15125030353970112,0.022631524754681845,0.5314694731664681,50644356,0.20647899503182382,0.2034814955555285
67,(주)누보,332290,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
68,(주)뉴로스,126870,19-Dec,152.27,-42.37,7.79,0.0,-4.37,-2.46,50.44,-2.37,2.03,-27.71,-1.54,5.64,-6.0,0.37,26.22,15.59,23.51,-41.14,1.74,2.34,1.5,76.49,169.09,119.33,549.61,94.01,10.94,40.35,0.58,-644.88,-15.52,-0.028499070704021277,0.6283825809658291,8.225325347739435,-0.1496366488584961,0.22829250096491965,0.01917623581492999,0.37161741903417084,54565484,0.31574878298600983,-0.12783656842694777
69,(주)뉴보텍,60260,19-Dec,53.29,4.32,52.56,0.0,4.24,9.53,16.82,4.51,0.41,67.9,3.83,2.77,21.53,1.09,7.44,4.49,28.52,7.78,4.63,11.7,3.58,71.48,67.34,152.44,165.27,125.92,16.7,23.92,2.77,414.85,4.71,0.02384573351404536,0.4024264398469887,7.664949003444375,0.039009836182303366,0.07616232788443791,0.013130164872818156,0.5975735817827362,23790827,0.25881109411824416,-0.16049320790947993
70,(주)뉴인텍,12340,19-Dec,65.11,-2.02,17.22,0.0,1.64,3.92,20.9,0.34,1.39,62.69,1.79,2.59,25.76,1.18,31.22,8.67,11.28,-5.33,6.15,6.62,2.65,88.72,84.29,148.97,179.8,103.41,17.3,41.32,2.14,0.0,-2.39,0.005483708668173186,0.4573862036029348,7.697024635427874,-0.022123779133508135,0.14597491444361774,0.03528051597614611,0.5426137963970652,23579006,0.10782736349877203,-0.5298771517469316
71,(주)뉴트리,270870,19-Dec,29.95,7.57,31.59,338.22,6.15,40.33,2.22,771.28,-0.46,962.17,9.93,27.66,30.44,1.83,31.69,43.49,77.18,17.94,19.26,16.87,34.46,22.82,32.65,373.46,1267.23,321.68,61.75,201.97,8.62,20.8,13.88,0.1541593943968131,0.2461230719708548,7.8894615046793914,0.12212115948760122,0.45607673263782844,0.0008120930167232676,0.7538769280291452,12147969,0.6762509772421627,0.2097923522906834
72,(주)뉴파워프라즈마,144960,19-Dec,9.44,8.8,4.56,-58.69,9.34,37.6,2.92,33.39,-1.23,64.04,3.74,14.59,16.91,0.41,-13.27,-18.04,46.29,4.15,6.08,7.27,1.37,53.71,11.06,483.87,3269.19,408.78,32.62,43.63,4.19,-69.06,3.61,0.024335656914710187,0.09957784928580041,8.176365461288968,0.03529026494306902,0.03708002790983956,0.007320165091775379,0.9004221507141996,88372346,0.4021750557154382,0.6111503803837598
73,(주)뉴프렉스,85670,19-Dec,128.62,-7.51,-5.22,-233.01,9.57,13.98,44.46,-3.81,1.6,29.0,8.93,12.12,16.53,0.91,-23.93,-34.4,2.64,-17.75,6.52,6.1,1.61,97.36,176.65,74.46,460.12,44.5,-11.87,10.99,1.49,-194.37,-6.82,-0.07244834589197759,0.6385363173522921,8.138093839165654,-0.07010175583329556,0.05110952618746366,0.029788279003283288,0.36146368992393363,89858069,0.1040589252376597,0.09861793914150287
74,(주)다나와,119860,19-Dec,37.27,11.63,42.21,43.74,15.72,71.62,2.62,161.11,-0.67,374.0,20.68,31.02,29.88,1.54,63.6,67.09,0.0,23.63,19.5,28.93,18.51,0.0,40.59,290.78,1677.35,267.39,50.57,107.01,6.44,41.42,17.96,0.1849790148571099,0.2887130981580994,8.188033500262414,0.15295671662915536,0.28367218992927695,0.003976897784298522,0.7112869018419006,35338154,0.8593485968911422,0.5742977299974008
75,(주)다날,64260,19-Dec,71.83,11.92,12.16,739.01,-10.99,-6.73,42.54,1.85,2.16,580.73,-4.1,6.58,10.19,0.39,11.43,-8.91,0.0,13.96,6.23,163.51,21.41,0.0,156.3,293.71,633.56,292.74,54.29,31.72,0.63,23.74,4.71,0.02126521614817442,0.6098337339042336,8.70928485227116,0.04451938167526428,0.08890392617709382,0.018899768053720845,0.39016626414270844,90543802,0.9430422306988117,0.08745489773792053
76,(주)다보링크,340360,19-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,
77,(주)다산네트웍스,39560,19-Dec,61.87,-2.14,23.9,0.0,-3.76,-7.59,22.78,-0.03,1.04,161.12,-3.7,26.99,21.38,1.09,18.61,25.12,33.51,1.1,3.8,9.73,8.59,66.49,95.24,204.85,929.2,173.22,33.23,31.09,2.13,-101.9,-2.33,-0.00042796552150546537,0.48781628192891546,8.65656081279209,-0.021056860695483987,0.09853563947684339,0.030638231931292222,0.5121837180710845,159090192,0.33554790410467655,-0.10879848312127689
78,(주)다우데이타,32190,19-Dec,481.58,12.53,27.54,106.43,-66.41,-9.65,39.09,62.94,0.18,234.53,-8.59,170.34,3.39,0.15,26.11,29.17,32.66,13.08,50.68,564.14,9.85,67.34,808.01,155.74,3177.23,155.72,29.56,2.95,0.16,54.57,1.82,0.022168616744259254,0.8898684715134048,10.40165574725028,0.01621457363776328,0.0156226426902074,0.0003958251044576703,0.11013152852625444,4387052794,0.15519514311423357,0.016394997860865335
79,(주)다원시스,68240,19-Dec,116.5,2.43,49.92,-46.62,44.98,24.23,23.76,1.89,1.85,50.35,14.7,13.21,8.7,0.39,71.93,35.98,21.86,2.09,2.84,3.53,1.36,78.14,154.23,113.43,1565.0,95.23,6.16,49.0,0.73,-5.02,0.95,0.015408450313060621,0.6066582126680001,8.728984892944242,0.007928214375050324,0.23243497745577543,0.013438154692773562,0.3933417873319999,257292370,0.17146447872606654,0.12584868263166152
80,(주)대동스틸,48470,19-Dec,19.75,0.28,6.35,567.55,1.94,12.75,5.16,-16.84,-0.48,38.35,2.8,22.66,5.25,1.49,9.62,11.57,3.77,0.51,5.17,6.69,10.35,96.23,28.15,481.67,1222.27,323.56,58.83,81.16,7.77,0.0,0.41,-0.006644093121549407,0.21964603271223587,7.893844824720275,0.0039917652022039155,0.12509335219494477,0.001796289107031717,0.7803539672877641,20173494,0.04234182045215123,0.6858666382549023
81,(주)대륙제관,4780,19-Dec,34.06,2.72,4.3,47.75,6.26,24.39,9.97,19.49,0.1,82.16,7.84,24.81,26.6,1.28,7.68,0.48,11.47,5.1,5.51,7.19,3.64,88.53,47.39,248.51,1343.79,177.27,34.32,67.46,4.03,48.65,3.48,0.053084670602580535,0.32154825062641457,8.197267176134558,0.03405054760195246,0.1558942066957784,0.008470095022758549,0.6784517493735854,67050726,0.07234993509399422,0.5629086717192625
82,(주)대림제지,17650,19-Dec,22.85,2.37,1.69,-71.45,13.81,19.27,21.57,4.6,1.12,15.22,6.38,23.53,9.52,0.47,49.72,18.23,14.53,1.68,6.99,24.63,0.73,85.47,49.48,122.71,3409.67,111.72,3.47,36.66,1.35,-31.59,1.1,0.025893990903028442,0.33101827691016505,8.360510312245008,0.010949714882022175,0.056036898498308584,0.017009969723290497,0.668981723089835,186337851,0.08924835790179511,0.48699827742543367
83,(주)대명소노시즌,7720,19-Dec,44.48,28.96,-40.89,0.0,11.31,31.69,13.78,1.72,-0.21,1029.28,10.15,4.34,10.4,0.67,49.97,-22.21,17.42,47.51,10.18,6.38,1.67,82.58,47.11,275.24,328.67,257.53,52.98,211.76,1.21,-57.31,19.3,0.015949950208318103,0.3202212009380068,8.386818560008761,0.2597369469972446,0.6402657680471578,0.028902466580574677,0.6797787990619932,40892992,0.15644357325730757,0.2543122751491001
84,(주)대성미생물연구소,36480,19-Dec,10.86,9.83,33.94,-22.05,10.85,16.71,23.21,228.76,-0.85,91.07,5.34,13.23,21.75,0.56,8.87,0.15,33.59,7.3,7.55,2.92,1.43,66.41,46.99,664.31,1827.13,418.48,41.68,218.93,2.35,-0.85,5.55,0.06624608120152957,0.31967616527459425,7.707806487210959,0.048426916973306956,0.16171482587967123,0.0009058776174480722,0.6803238151282288,25988703,0.20142496560427853,0.5207196051999776
85,(주)대성엘텍,25440,19-Dec,152.06,-2.64,0.65,0.0,1.01,5.26,36.88,-4.24,0.41,58.13,3.45,7.57,25.11,3.43,-4.79,8.43,1.9,-24.15,18.42,16.7,8.31,98.1,190.42,89.45,77.32,48.88,-5.52,4.36,5.42,0.0,-9.03,-0.06251358864409554,0.6556713891567845,8.043529950134147,-0.08997159196534696,0.022833553776111976,0.02247891153361551,0.3443286198894961,58767186,0.03729238686671587,-0.16295935316199617
86,(주)대성파인텍,104040,19-Dec,39.91,3.52,-0.44,-59.0,5.35,5.17,33.86,0.32,1.84,21.69,2.18,11.97,11.68,0.41,-11.32,-2.91,12.65,2.33,3.73,5.47,0.7,87.35,72.92,127.49,1692.73,98.72,6.35,50.19,0.94,-58.85,1.43,0.003389479375954809,0.42168691973572003,7.963754257917094,0.014348880814037703,0.116157521697139,0.025351077038738564,0.57831308026428,64925471,0.11815656422969502,0.4552635258579606
87,(주)대원,7680,19-Dec,44.51,3.73,16.68,-69.0,-13.83,-15.73,20.38,4.63,-0.8,59.42,-6.63,44.94,7.28,0.52,-0.42,-25.36,13.95,3.38,82.64,5.94,6.02,86.05,72.8,258.09,5052.13,238.85,40.72,47.96,1.32,-56.4,1.92,0.02404990586428567,0.4213066903675742,8.714889608438886,0.017855386710976667,0.12353995285741298,0.012326894649811968,0.5786933096324258,173877227,0.08933236616956187,0.5053267215634727
