,회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),총자본순이익률(IFRS연결),영업이익증가율,순이익증가율,총자산영업이익율,총자산부채비율,log총자산,순이익률,현금비율,이자비용/부채,자기자본비율,고정비율,매출액대판매관리비,유보이익대총자산비율,통계청 한국표준산업분류 10차(대분류)
863,(주)휴메딕스,200670,17-Dec,10.17,24.44,-1.93,14.96,51.94,7.77,84.41,-0.89,71.63,6.37,12.39,23.17,0.42,-20.74,16.11,44.17,10.69,3.19,8.61,1.43,55.83,13.97,569.01,2399.75,490.63,41.87,331.12,3.23,10.3,-7.636354997914559,27.75632116371149,0.09219244959952953,0.12254827395821619,8.109337076845417,0.10399232636397378,0.2956049416185976,0.00891278646792186,0.8774517260417838,63287891,0.22505835143651903,0.29324453090327707,제조업
864,(주)휴비츠,65510,17-Dec,31.29,4.92,0.98,15.83,19.64,29.06,11.67,0.98,30.68,7.91,11.85,15.33,0.5,-9.65,5.18,40.48,3.99,4.36,4.25,0.96,59.52,67.4,159.96,1324.42,94.47,11.21,15.71,1.24,2.47,-26.73516880723793,-69.5590728007487,0.06466193292388708,0.40263146031627123,8.148859968986798,0.02456778332517659,0.029367907217659146,0.013758506347953501,0.5973685396837288,98759897,0.27533108219776975,0.4518337203944194,제조업
865,(주)휴센텍,215090,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,,제조업
866,(주)휴엠앤씨,263920,17-Dec,18.68,2.53,0.0,-11.32,-57.91,12.4,15.06,0.14,147.18,-11.26,6.89,18.79,0.99,0.0,0.0,15.85,3.12,4.13,14.76,2.73,84.15,24.14,339.77,557.86,294.99,36.08,20.37,5.11,2.51,-77.70781151936936,-82.23072354309694,0.03866589029956289,0.19446287365065365,7.43574945717606,0.025119638495787147,0.030649512527279148,0.013200188242818153,0.8055371263493464,13330576,0.11957909631820081,0.3001533436246828,제조업
867,(주)휴온스,243070,17-Dec,55.75,11.97,0.0,10.61,35.96,17.07,32.61,0.27,207.38,14.3,92.03,43.64,1.35,0.0,0.0,54.23,27.39,4.26,8.1,5.98,45.77,66.02,214.61,4065.82,165.05,38.48,55.59,3.39,16.14,64.15272122844196,130.08861032570778,0.1672752063132405,0.39765359200140443,8.324803473032704,0.16135633980150255,0.18667944885837184,0.012899600012513448,0.6023464079985956,59016993,0.4182263997907163,0.235259999695342,제조업
868,(주)휴온스글로벌,84110,17-Dec,18.59,15.0,8.23,10.28,30.1,10.06,39.89,0.17,131.76,5.55,66.3,24.5,0.56,4.62,98.73,59.58,7.69,4.06,7.76,2.74,40.42,22.6,250.36,6884.71,198.89,22.8,89.96,3.04,8.41,109.93788920900536,-90.7262493770017,0.10062284667857233,0.1843251974541636,8.780238387972032,0.08094199014375791,0.13642245973164208,0.013685888431776946,0.8156748025458365,373999302,0.4093711639271946,0.17121677402252067,제조업
869,(주)흥국,10240,17-Dec,34.29,7.59,12.3,5.37,21.62,10.25,39.93,0.24,70.73,6.31,29.74,26.59,1.24,56.49,46.06,16.19,13.25,6.08,9.41,2.93,83.81,41.23,178.4,1793.63,117.45,19.04,10.93,4.31,9.43,71.21783253466248,92.13514600239596,0.11307905428777493,0.29191477345341416,7.892291944689933,0.08909555735123514,0.026528519710868333,0.009700785800480876,0.7080852265465859,44234640,0.06564082325625356,0.6078879841419768,제조업
870,(주)흥국에프엔비,189980,17-Dec,18.3,5.83,4.96,11.23,39.34,13.67,15.82,0.3,45.12,7.18,12.23,21.37,0.65,48.98,8.51,34.47,4.64,11.5,4.72,1.25,65.53,22.32,268.91,1564.03,179.94,25.28,18.82,3.7,3.82,-26.632340384957114,-21.744147836581547,0.040978007696607734,0.1825007340887431,7.84650116650407,0.03730213156074949,0.028166907821991983,0.014193542145090443,0.8174992516716227,41967392,0.2805949031180936,0.4134268472895917,제조업
871,(주)희림종합건축사사무소,37440,17-Dec,141.45,2.32,-6.18,4.98,9.57,33.07,3.82,1.29,4661.35,5.9,22.91,67.32,1.15,-7.69,14.11,17.66,7.37,5.18,0.0,57.51,82.34,160.82,148.13,741.09,148.13,26.1,24.56,1.8,2.66,60.877154176675,72.42317522981192,0.06454083787940415,0.6165885823399738,8.128892817185218,0.02751942984117524,0.133193124211202,0.027391654920068387,0.38341142509205156,26458643,0.12216190166263884,0.3312868929454799,"전문, 과학 및 기술 서비스업"
872,(주)힘스,238490,17-Dec,31.34,13.25,49.47,9.11,41.1,14.67,39.32,0.24,93.66,11.5,38.9,39.53,1.51,27.02,79.7,32.38,32.53,9.97,10.25,3.81,67.62,38.83,232.32,1985.14,189.36,29.87,106.92,3.94,20.04,137.61625675306576,144.73779670787113,0.21563341064441938,0.27971535152622506,7.860090993500124,0.1672284527687854,0.24134345023989917,0.019605846348045512,0.7202846346728242,34459643,0.15288785703664282,0.4371530371973162,제조업
873,KB오토시스(주),24120,17-Dec,64.29,7.47,5.5,11.8,29.97,26.26,21.4,0.45,60.13,12.95,28.57,29.75,1.13,7.94,-1.86,16.34,15.18,5.44,8.15,2.12,83.66,76.03,120.07,1479.6,83.22,7.33,14.61,2.53,8.42,-0.8353993841100745,-13.984844745057536,0.12263935953795697,0.43189994541428656,8.175387520096653,0.08198017464730595,0.053358633318930905,0.013268934750222549,0.5681000545857134,84079277,0.051565908009697015,0.49420312757854995,제조업
874,KD(주),44180,17-Dec,116.97,-74.59,65.98,-73.55,-28.39,40.7,-9.74,2.55,-26.88,-16.67,0.74,-2.15,0.28,51.84,-37.34,8.33,-42.05,24.94,0.71,2.18,91.67,142.35,145.41,110.61,50.29,21.92,0.46,0.57,-21.1,-756.3719025252183,-85798.08708138879,-0.10404484554140095,0.5873699690380547,7.994864801502976,-0.16909028870764287,0.0022399193560627756,0.018194960608092465,0.4126300309619453,29465574,0.5423078573026351,-0.14015399413951232,건설업
875,가온미디어(주),78890,17-Dec,103.61,1.17,11.56,-0.88,-3.24,19.24,13.13,0.25,216.85,-1.75,78.81,17.1,2.09,12.93,20.94,15.31,5.67,4.57,8.03,26.91,84.69,116.82,186.34,1863.48,126.34,41.26,20.49,3.95,2.44,3.248355757605534,-64.7511004545375,0.07879876407031354,0.5387923225772601,8.426445944744,0.023141236666950893,0.09790539773571266,0.011138789563519031,0.4612076774227399,29233504,0.1133162327855082,0.27524496970512574,제조업
876,감성코퍼레이션(주),36620,17-Dec,99.27,-20.64,-39.84,-5.52,-7.58,14.7,0.04,1.74,1858.24,-4.0,1.31,6.0,0.54,55.8,23.55,12.15,-27.86,3.2,14.72,4.83,87.85,111.85,116.11,69.55,109.57,7.55,13.12,0.91,-11.25,7566.293355053282,-133.90603812166623,0.0007207676682008928,0.5279572535312625,7.310495891786019,-0.1497622929462417,0.06146813128665908,0.03819717510087966,0.47204274646873745,9319413,0.12050006568311927,0.2761555300487175,도매 및 소매업
877,갤럭시아머니트리(주),94480,17-Dec,171.04,4.45,27.98,-40.45,-23.48,34.86,1.82,2.33,1701.95,-15.24,4.1,8.14,0.42,36.77,28.37,42.99,7.36,4.54,0.0,63.87,57.01,184.86,140.58,373.09,140.58,24.36,12.78,0.66,1.88,-15.489591297496167,-16.489734510725043,0.021672280211509434,0.6489474183021943,8.263534668515446,0.01674992125273322,0.07671053516411933,0.01836019842785526,0.35105258714866955,28604590,0.37243534223562774,0.0402335834685679,정보통신업
878,경남스틸(주),39240,17-Dec,74.96,1.48,13.48,3.17,13.56,23.73,8.44,0.26,45.61,6.14,114.79,9.71,2.06,14.59,8.08,5.66,5.38,4.75,8.72,8.27,94.34,82.7,170.1,3242.22,105.81,28.76,7.47,4.76,3.05,266.6059371388025,406.9434879481466,0.044378841511270306,0.45265142204525066,8.17051855396403,0.028731152230810054,0.03065280598331452,0.011612745015477002,0.5473485779547493,44733835,0.033683146856100195,0.5122435949241703,제조업
879,경남제약(주),53950,17-Dec,209.32,-8.66,18.99,8.22,8.58,35.92,3.26,2.33,61.05,6.14,7.14,13.6,0.81,22.77,1.04,42.59,-21.69,2.84,7.9,2.45,57.41,252.43,91.29,271.21,74.29,-5.18,26.76,1.2,-7.03,-30.067178783297194,-2779.622996156009,0.0694543669870282,0.7162521602205851,7.730432301607028,-0.06470823905122236,0.15892493178008463,0.029779323479743023,0.28374783977941487,24610967,0.3330014540008947,-0.024027049446875077,제조업
880,경동제약(주),11040,17-Dec,13.64,11.38,5.43,11.37,62.99,1.75,334.67,-1.28,104.2,8.04,13.1,27.94,0.73,-2.09,12.09,58.13,9.5,10.17,6.83,2.5,41.87,14.62,368.21,1627.66,273.94,31.91,84.02,5.73,8.26,17.634568528962006,19.33315444807171,0.12293412004639348,0.12758898393571,8.400412854838404,0.08044571250138882,0.09995020633081392,0.0028790140459363546,0.872411020041579,141300419,0.4074405211047641,0.8506228265483005,제조업
881,경창산업(주),24910,17-Dec,168.03,-4.42,8.64,10.52,12.14,50.11,-0.25,1.82,28.91,8.67,62.67,17.99,0.86,-10.04,-14.79,8.78,-17.14,7.08,8.06,1.39,91.22,250.13,56.2,1901.31,34.33,-21.02,2.55,1.17,-3.8,-109.19853439272237,-347.72929569321104,-0.00403359302587083,0.7143937756537244,8.824190794173383,-0.036480054276738436,0.012244156430722826,0.02281217248451145,0.28560622434627564,487185693,0.09272009634082407,0.10597725655056622,제조업
882,고려신용정보(주),49720,17-Dec,56.58,4.08,-0.73,5.08,45.22,0.0,999999999.0,-0.15,1675.06,16.41,12.28,110.11,3.22,-2.54,3.9,0.0,21.02,20.54,0.0,56.47,0.0,56.95,153.89,242.1,153.89,19.43,65.67,8.59,13.14,-7.883108524043029,-3.60272974105237,0.1836393419113793,0.3628457641971804,7.434052041625992,0.1318717763127673,0.23673966918299294,0.0,0.6371542358028196,12094932,0.9431686992627712,0.3053109713435628,"사업시설 관리, 사업 지원 및 임대 서비스업"
883,고려제약(주),14570,17-Dec,15.1,8.45,5.33,3.98,22.45,1.5,201.37,0.04,121.21,3.3,10.07,26.98,0.85,8.48,0.17,41.37,8.47,1.62,6.37,3.76,58.63,17.24,566.47,1035.88,460.99,60.08,27.86,5.66,7.19,-13.610327308939354,-7.262762318561633,0.07932991321755004,0.14703187193287545,7.824737679807049,0.07011536284639788,0.03588278504210743,0.002679299107653796,0.8529681280671245,18063650,0.3180765662411683,0.7254491362888916,제조업
884,광진실업(주),26910,17-Dec,33.96,1.28,-4.19,8.25,35.56,3.7,3.84,0.42,46.52,9.03,13.27,19.96,1.07,-3.64,11.14,10.66,1.89,7.93,3.95,2.45,89.34,34.01,207.21,904.85,102.16,27.17,41.87,3.88,1.37,692.791403049791,3029.168692270297,0.01958504259872678,0.25380303288885997,7.589238652390103,0.01396312199296062,0.10611475242847092,0.020119432403392222,0.74619696711114,18443518,0.08872039329771453,0.6233649734326369,제조업
885,국일신동(주),60480,17-Dec,7.27,8.94,5.45,9.67,49.41,1.05,817.49,-0.03,27.35,6.76,6.01,16.53,0.72,12.78,20.24,17.22,7.49,3.34,6.24,1.16,82.78,15.86,620.73,741.03,414.79,32.66,59.66,5.03,6.42,448.4519363980956,678.1788490430466,0.08190592280402205,0.13691225120232425,7.677683704750501,0.06255795588061296,0.03741401756029969,0.0007317999286610132,0.8630877487976757,29075810,0.055092343465049425,0.7481739414418204,제조업
886,국일제지(주),78130,17-Dec,81.55,4.03,4.63,-4.57,-4.1,38.16,0.2,-2.11,66.29,-1.88,3.79,11.67,0.42,12.55,8.77,13.95,3.14,4.18,3.6,2.31,86.05,84.89,98.77,495.88,73.57,-0.54,8.23,0.92,1.7,177.9857915195925,660.1768819806227,0.002915127653316242,0.45914819872511803,8.028214513034715,0.016595648929268778,0.03628852259478822,0.031816325665915406,0.540851801274882,60228648,0.13239917845470062,0.3183461086794224,제조업
887,글로벌에스엠테크리미티드,900070,17-Dec,26.98,0.64,-7.74,5.16,12.55,14.47,2.58,-0.66,81.84,4.01,3.48,21.54,0.75,-5.44,-4.4,26.17,-0.39,4.46,6.4,2.79,73.83,47.01,362.91,279.66,297.91,48.26,88.71,2.18,0.47,-65.92313458395024,-84.77425951339893,0.014299408273353001,0.31977818766109856,8.129170419319507,0.004941693727081375,0.16281980793390272,0.01735490564648538,0.6802218123389014,44952743,0.22520886542111265,0.1812339347085074,"전문, 과학 및 기술 서비스업"
888,글로벌텍스프리(주),204620,17-Dec,12.0,-7.19,0.0,6.29,17.42,1.81,3.26,-0.98,340.85,2.73,3.45,15.91,0.43,0.0,0.0,0.0,-3.7,0.0,0.0,9.3,0.0,18.59,791.33,669.86,791.33,69.97,602.55,2.77,-3.12,0.0,0.0,0.010645786620713459,0.1567655629976523,7.880516233074199,-0.031190862071764622,0.6098146045515022,0.02085859364684847,0.8432344370023477,15123029,0.975471589586322,0.07033166556461849,금융 및 보험업
889,글로본(주),19660,17-Dec,6.54,-121.32,0.0,-92.96,-139.21,10.71,-901.58,-1.37,-430.83,-23.03,0.51,-19.21,0.25,0.0,0.0,42.41,-36.02,2.44,8.24,5.56,57.59,19.82,477.92,171.06,422.83,20.62,114.5,1.5,-30.06,0.0,0.0,-0.23952120639118143,0.16544250934896576,7.457840916770761,-0.300579476279504,0.06247471015732077,0.0016058126035226777,0.8345574906510342,21214342,1.39083476139628,-2.0587337299979387,도매 및 소매업
890,금강철강(주),53260,17-Dec,19.39,1.51,-3.63,0.22,1.89,1.22,55.3,-0.47,78.17,0.33,20.0,9.12,1.49,-6.63,21.2,5.36,2.79,6.57,23.43,12.86,94.64,20.95,472.11,1093.85,416.21,59.65,85.23,8.14,2.25,-11.427031535659603,-47.31145179071604,0.02789066748486092,0.17322232196285503,8.113889235842866,0.02289555278587712,0.1366205998498182,0.0029116504033381277,0.8267776857304112,31613971,0.035193829029016986,0.6522546709319982,제조업
891,나노캠텍(주),91970,17-Dec,34.17,-12.56,-12.63,-2.89,-9.88,19.09,-6.81,-0.29,4.42,-2.53,6.47,1.66,0.81,-17.55,21.94,9.85,-13.76,6.25,12.05,2.22,90.15,34.34,223.85,550.63,193.74,31.5,72.48,3.21,-10.22,-82.99839025072815,-77.76743578045927,-0.08391892821685172,0.2555973380560536,7.870292543047942,-0.10962721763056879,0.1843488281955201,0.048242025773636295,0.7444026484634012,31947010,0.19469947337583846,0.13232659543330894,제조업
892,나라엠앤디(주),51490,17-Dec,117.17,1.34,8.71,9.55,12.59,28.89,5.67,0.82,63.2,7.26,19.48,21.47,0.79,11.55,7.52,14.35,2.8,3.32,3.13,2.14,85.65,136.28,117.11,1067.57,64.04,8.49,12.75,1.41,1.06,185.86670900072608,-10.939262420564711,0.036253012386739746,0.5767798051961391,8.267807131514202,0.010164312612432006,0.0632481093924395,0.011076787648015177,0.42322019480386086,77672643,0.09584866285083316,0.3059114539897493,제조업
893,나무기술(주),242040,17-Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-inf,,,,,0,,,정보통신업
894,나이스정보통신(주),36800,17-Dec,173.22,9.98,31.11,15.98,18.68,4.45,89.83,-0.2,591.56,11.85,73.29,19.29,0.84,40.51,15.57,31.78,22.14,10.8,66.74,17.81,68.22,173.58,126.54,3594.13,124.62,16.8,45.0,1.36,8.4,-8.65363891624371,20.659949549045525,0.08726161435047865,0.6344700510523241,8.693900527406432,0.07401407414296392,0.2849488421411035,0.001531024206296456,0.3655299489476758,98251212,0.20008603280934986,0.3530046180061367,정보통신업
895,나이스평가정보(주),30190,17-Dec,36.32,8.51,7.32,11.17,63.75,0.0,999999999.0,-0.3,1424.81,17.15,11.87,65.97,1.59,4.8,4.3,0.0,18.77,10.07,0.0,15.17,0.0,36.81,197.39,565.07,197.39,25.86,115.59,5.7,13.53,8.714575845180855,8.327394213916662,0.1816197489705169,0.2690671337163906,8.370487586308032,0.130684934383322,0.30688271605280204,0.0,0.7309328620226008,111700922,0.8817338140877503,0.42025366397953545,정보통신업
896,남화토건(주),91590,17-Dec,7.74,12.29,4.55,1.66,4.85,0.05,999999999.0,-1.13,479.05,0.7,11.3,9.85,0.43,1.09,2.78,13.59,6.21,7.66,3845.54,20.3,86.41,16.86,435.58,2191.94,435.25,22.21,81.02,2.9,5.3,55.36868024297807,36.99181281282526,0.0338995700754241,0.14425547585919907,8.196580763966285,0.051844684615679544,0.05363441058711804,0.0,0.8557445305002462,111906473,0.05553394452909761,0.7257109810557911,건설업
897,넥슨지티(주),41140,17-Dec,33.05,-26.87,14.59,21.66,21.43,16.68,-4.43,-1.08,46.54,6.14,2.79,16.29,0.3,-22.66,-19.46,52.16,-10.06,5.42,0.0,1.59,47.84,40.16,226.72,701.13,226.72,29.88,49.21,1.58,-8.13,-113.03640989796754,-183.56606194735224,-0.013339446192261666,0.2865302011063513,8.240141786316569,-0.07617140871997163,0.11602519643320457,0.010519137704270516,0.7134697931411277,80913455,0.5686424163824634,0.2929416331327769,정보통신업
898,농업회사법인(주)농우바이오,54050,17-Dec,31.48,8.84,8.44,-4.49,-7.2,15.79,10.74,0.81,77.47,-1.96,14.61,20.21,0.45,8.75,1.33,53.69,5.45,2.74,1.51,1.65,46.31,37.35,236.88,2430.7,104.39,31.38,22.74,1.76,4.0,-26.10637797572577,222.27281326908928,0.04148424819098012,0.2719323322906963,8.380043638658774,0.03846907229792502,0.05213029342317444,0.014207375887316244,0.7280676718775787,109635950,0.44157973404499185,0.558365438811376,"농업, 임업 및 어업"
899,뉴지랩파마(주),214870,17-Dec,34.84,-29.79,0.0,-11.15,-9.61,42.42,-37.16,-0.1,-13.95,-4.65,8.69,-1.18,0.42,0.0,0.0,0.74,-24.09,7.27,5.22,3.2,99.26,93.84,470.72,1075.02,426.22,66.62,291.53,0.86,-12.43,-122.42359891461376,-736.9586175868369,-0.08173139396903195,0.4841210398981942,7.865422593151301,-0.12426623429276926,0.5238954232170888,0.004543378941429455,0.5158789601018058,11302108,0.20329121081390464,0.13912945963968926,도매 및 소매업
900,다믈멀티미디어(주),93640,17-Dec,65.76,-22.63,-25.63,-6.5,-17.06,38.91,-18.12,0.16,1621.91,-10.78,5.63,22.71,1.42,-29.52,-28.55,27.95,-68.4,25.63,20.05,132.08,72.05,171.62,305.38,124.57,266.33,49.73,42.76,2.66,-32.03,-1763.6822381138743,-5134.221062848823,-0.25386268144830737,0.6318340688322777,7.043437261038299,-0.3754288399794859,0.10352321065285741,0.022176660596662852,0.3681658406856083,2880306,0.4325744587179704,-0.7666784775986192,제조업
901,대동금속(주),20400,17-Dec,105.62,1.12,6.14,2.39,4.27,26.24,3.08,0.7,31.61,2.57,31.13,20.64,1.11,26.88,22.28,8.42,3.1,6.57,11.56,1.6,91.58,151.3,75.62,1150.44,49.17,-10.25,0.08,1.85,1.24,157.0617655573487,430.228163134866,0.02316311898797284,0.6020737403367203,7.841272615389621,0.012062830085820332,0.0003154088940148579,0.01250496642032009,0.39792625966327966,47333657,0.06272513176236882,0.23452052847109686,제조업
902,대동기어(주),8830,17-Dec,133.84,0.06,11.48,4.23,3.9,36.96,1.39,1.88,18.0,2.62,25.26,9.89,0.65,28.55,22.2,7.32,0.12,4.43,4.13,1.05,92.68,204.12,89.18,1342.51,55.51,-4.76,11.02,1.0,0.04,201.07672391519776,4389.311077559694,0.01633308136876687,0.6711797165953209,8.26356876547912,0.00038988057904231643,0.048486445297395264,0.017499643684851893,0.32882027795424323,111465745,0.046776812624618386,0.21428719485768816,제조업
903,대봉엘에스(주),78140,17-Dec,10.65,11.83,6.66,12.14,78.61,0.8,416.95,-0.49,104.5,9.9,11.84,21.88,0.84,3.21,-7.58,29.7,10.8,2.88,6.0,4.18,70.3,14.42,717.86,1248.9,562.48,57.53,160.72,6.27,9.96,-18.350993955483567,-12.227051236755909,0.11361052521381988,0.12600468613419336,7.905522021273014,0.09653374784556734,0.14963486174775467,0.0021624777312934233,0.8739953138658066,26679475,0.15778941161511092,0.7203741503929918,제조업
904,대아티아이(주),45390,17-Dec,38.99,7.79,10.86,11.64,26.9,3.15,294.16,-0.76,553.93,7.86,12.06,23.68,0.71,13.52,-13.37,24.63,8.34,3.61,29.2,17.28,75.37,41.29,224.96,1240.41,212.95,34.48,11.92,2.49,5.53,-49.26523450034742,-38.383135307637794,0.05604684043575343,0.29223488852310364,8.104093944692881,0.05259143379884524,0.03605023155465727,0.0006519893929344372,0.7077651114768964,48192873,0.1632606320853114,0.5086018796662999,제조업
905,대양전기공업(주),108380,17-Dec,32.07,8.27,7.88,22.36,51.76,0.0,36057.47,-0.78,60.94,13.03,29.91,16.85,0.6,10.69,-18.22,19.58,6.66,6.27,12.98,2.02,80.42,33.65,256.42,3840.84,240.6,37.53,119.07,2.43,5.0,-19.47649882874443,-27.75305061760303,0.06005879223725813,0.25175286002049474,8.39014192820565,0.04818817669843704,0.28911594275937447,6.6161747387072004e-06,0.748247144051977,94461263,0.09269999584172081,0.5956830782184361,제조업
906,대양제지공업(주),6580,17-Dec,100.62,-0.99,8.54,-0.25,-0.47,41.38,1.01,0.86,19.01,-0.28,19.58,10.54,1.18,18.43,34.73,7.79,-0.25,7.28,29.28,2.02,92.21,143.54,54.67,629.93,44.48,-18.73,1.39,2.09,-1.17,-61.82634498246,-194.1280235016336,0.01027603371915382,0.5893974054029958,8.365897518630174,-0.01122046168202106,0.005725800688140442,0.017194291691754793,0.41060259459700427,179767662,0.06880125954384249,0.31023285118303645,제조업
907,대원미디어(주),48910,17-Dec,22.31,6.46,6.74,5.76,29.71,0.0,933.83,-0.66,198.48,6.66,19.11,32.01,1.19,-2.2,27.1,24.02,10.25,9.21,19.58,6.72,75.98,28.91,304.32,1007.7,263.86,35.37,67.07,5.16,7.72,193.59624644353804,1522.9548359164576,0.066958534678869,0.2242361902803645,8.018489215429584,0.07472118000074787,0.1161057147124681,0.00031975900376736107,0.7757638097196354,49377031,0.18229965798854114,0.08668176749798863,도매 및 소매업
908,대원산업(주),5710,17-Dec,55.43,4.26,-3.14,7.14,33.19,5.83,89.35,-0.17,124.77,13.42,83.34,23.85,1.85,-3.69,-3.22,9.01,14.33,5.57,38.04,9.75,90.99,67.87,208.38,2519.7,193.36,35.79,102.42,4.11,7.89,5.217406343190471,-20.669451835082302,0.10049169968166372,0.40430834567743595,8.627143184673605,0.08014116207519599,0.33817244274141633,0.0027817214409384416,0.5956916519628639,132189796,0.03664272986177176,0.580430595813285,제조업
909,대정화금(주),120240,17-Dec,10.93,11.02,0.05,12.27,58.08,0.0,3347.41,-2.51,34.99,7.27,21.71,13.99,0.59,6.32,9.11,25.11,7.95,5.27,7.9,1.89,74.89,14.3,444.58,3167.34,364.43,32.94,20.69,3.31,6.53,7.112680347820632,-2.5849404507393965,0.08031861826975129,0.12509726273704277,8.050246322666172,0.06528529129099694,0.019777678453707,0.00019182422919449417,0.8749027372629572,64558339,0.11546174181525803,0.5266943802558331,제조업
910,대주산업(주),3310,17-Dec,40.54,3.15,9.69,6.03,15.26,17.35,11.75,0.17,24.78,6.12,4.57,13.13,1.06,10.31,0.54,21.81,5.47,8.19,8.72,1.78,78.19,66.93,130.69,270.11,83.07,7.45,17.33,2.75,3.34,10.89106211962998,39.77165321617383,0.04248290594400799,0.40096391442018,7.925652312002948,0.0319395178982476,0.042093389352930735,0.009014633170374238,0.59903608557982,57522036,0.1762377577456269,0.2982545258741229,제조업
911,대주전자재료(주),78600,17-Dec,94.71,-8.48,-5.22,2.71,3.18,48.03,1.18,2.33,7.98,1.89,13.43,5.15,0.68,-1.23,37.52,20.36,-14.52,5.56,7.43,1.06,79.64,145.79,81.91,730.92,53.02,-6.97,13.14,1.15,-5.76,-26.21077135025141,-1221.8711032262454,0.022243073981433253,0.5931460771315463,8.126651712874711,-0.05914509737859122,0.05089548785104468,0.031737397403385596,0.4068539228684537,91613367,0.17173224750441346,0.04289613927657029,제조업
912,대한광통신(주),10170,17-Dec,45.3,9.46,22.58,6.84,16.1,15.03,8.58,1.23,61.35,6.13,5.24,21.96,0.99,32.17,19.91,21.55,16.93,4.44,7.4,2.32,78.45,61.55,206.77,323.3,162.1,29.94,55.48,2.22,9.34,1075.3162049174152,204.9354363039617,0.09639498333989274,0.38098360603536696,8.192472957525688,0.08479750511061122,0.15830114746915672,0.029485461223154385,0.619016400384515,65442051,0.10794513513759474,-0.17872229121170033,제조업
913,대한그린파워(주),60900,17-Dec,99.69,-24.46,22.51,-23.98,-49.0,47.26,-6.52,2.33,-45.89,-25.91,4.11,-10.47,1.19,44.15,-3.14,-8.33,-61.44,4.51,12.13,4.82,108.33,112.18,139.31,171.21,113.34,18.47,36.65,2.26,-29.1,-1770.296262118473,-229.8036690396983,-0.2093161726597548,0.5287101817936964,7.473440998108009,-0.2642844111465782,0.17219852951830095,0.06069618475656245,0.4712898182063036,10278338,0.11047531739739627,-0.2642844111465782,"전기, 가스, 증기 및 공기조절 공급업"
914,대한뉴팜(주),54670,17-Dec,97.0,-15.73,-6.81,2.42,4.51,36.97,8.7,1.1,364.11,2.6,18.23,71.5,1.04,-8.78,19.57,53.49,-33.49,3.42,10.41,5.29,46.51,135.53,121.88,720.6,95.88,9.01,8.69,2.02,-16.3,13.593467873111669,-262.8935219103428,0.10761197364222953,0.5754179142952646,8.085703500478225,-0.16895056096433364,0.035775336338647656,0.021505307926927827,0.42458208570473543,60668443,0.4347282243218069,-0.12340664508073611,제조업
915,대한약품공업(주),23910,17-Dec,37.47,17.19,15.03,16.75,35.3,11.17,91.81,0.26,84.53,13.12,48.15,41.59,0.84,13.32,3.59,37.93,23.78,2.92,9.83,1.66,62.07,59.13,192.23,3862.69,153.28,21.72,30.15,2.13,14.41,48.49072323642556,40.635150550248525,0.17490896916417745,0.3715920485391358,8.265769037289052,0.13466321952938753,0.07099257167902848,0.005127121454586211,0.6284079514608643,100931530,0.156018671674592,0.6111852637375847,제조업
916,대화제약(주),67080,17-Dec,81.83,9.91,7.59,8.07,12.03,29.76,6.32,0.89,66.64,5.96,13.41,26.55,0.77,-10.94,-14.12,37.91,17.71,4.89,7.62,1.79,62.09,98.2,80.79,842.3,61.02,-7.93,12.07,1.5,7.59,56.9602272460449,222.57815822558453,0.05049649348254272,0.49546383194001054,8.218731284830739,0.07320251287661532,0.04983226456796122,0.016135879358630853,0.5045361680599895,110279720,0.3106773066568602,0.2553462486827055,제조업
