회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
올릭스(주),226950,2019/12,"전문, 과학 및 기술 서비스업"
옴니시스템(주),057540,2019/12,제조업
옵티시스(주),109080,2019/12,제조업
와이더블유(주),051390,2019/12,도매 및 소매업
와이아이케이(주),232140,2019/12,제조업
와이엠씨(주),155650,2019/12,제조업
와이엠티(주),251370,2019/12,제조업
와토스코리아(주),079000,2019/12,제조업
우리바이오(주),082850,2019/12,제조업
우리산업(주),215360,2019/12,제조업
우리산업홀딩스(주),072470,2019/12,제조업
우리손에프앤지농업회사법인(주),073560,2019/12,제조업
우리엔터프라이즈(주),037400,2019/12,도매 및 소매업
우리이앤엘(주),153490,2019/12,제조업
우림피티에스(주),101170,2019/12,제조업
우수AMS(주),066590,2019/12,제조업
우원개발(주),046940,2019/12,건설업
우진비앤지(주),018620,2019/12,제조업
원텍(주),336570,2019/12,제조업
원텍(주),216280,2019/12,제조업
원풍물산(주),008290,2019/12,제조업
웹케시(주),053580,2019/12,정보통신업
위즈코프(주),038620,2019/12,도매 및 소매업
윈텍(주),320000,2019/12,제조업
윙입푸드홀딩스,900340,2019/12,"전문, 과학 및 기술 서비스업"
유네코(주),064510,2019/12,제조업
유니셈(주),036200,2019/12,제조업
유니슨(주),018000,2019/12,제조업
유비벨록스(주),089850,2019/12,정보통신업
유아이엘(주),049520,2019/12,제조업
유진기업(주),023410,2019/12,제조업
이노시스(주),056090,2019/12,제조업
이니텍(주),053350,2019/12,정보통신업
이스트아시아홀딩스인베스트먼트리미티드,900110,2019/12,"전문, 과학 및 기술 서비스업"
이에스산업(주),241510,2019/12,제조업
이엠코리아(주),095190,2019/12,제조업
이원다이애그노믹스(주),245620,2019/12,"전문, 과학 및 기술 서비스업"
이원컴포텍(주),088290,2019/12,제조업
이트론(주),096040,2019/12,도매 및 소매업
이화공영(주),001840,2019/12,건설업
이화전기공업(주),024810,2019/12,제조업
인베니아(주),079950,2019/12,제조업
인선이엔티(주),060150,2019/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
인크로스(주),216050,2019/12,"전문, 과학 및 기술 서비스업"
인탑스(주),049070,2019/12,제조업
인포뱅크(주),039290,2019/12,정보통신업
인화정공(주),101930,2019/12,제조업
잉글우드랩(주),950140,2019/12,제조업
자안바이오(주),221610,2019/12,제조업
자이글(주),234920,2019/12,제조업
재영솔루텍(주),049630,2019/12,제조업
전진바이오팜(주),110020,2019/12,제조업
제너셈(주),217190,2019/12,제조업
제룡산업(주),147830,2019/12,제조업
제룡전기(주),033100,2019/12,제조업
제이더블유신약(주),067290,2019/12,제조업
제이스코홀딩스(주),023440,2019/12,제조업
제이씨케미칼(주),137950,2019/12,제조업
제이씨현시스템(주),033320,2019/12,도매 및 소매업
제이엔케이히터(주),126880,2019/12,제조업
제이엠아이(주),033050,2019/12,제조업
제이엠티(주),094970,2019/12,제조업
조광아이엘아이(주),044060,2019/12,제조업
조아제약(주),034940,2019/12,제조업
주성엔지니어링(주),036930,2019/12,제조업
줌인터넷(주),239340,2019/12,정보통신업
지나인제약(주),078650,2019/12,제조업
지니언스(주),263860,2019/12,정보통신업
지더블유바이텍(주),036180,2019/12,도매 및 소매업
지스마트글로벌(주),114570,2019/12,도매 및 소매업
지에이치신소재(주),130500,2019/12,제조업
지엔원에너지(주),270520,2019/12,"전문, 과학 및 기술 서비스업"
지엘팜텍(주),204840,2019/12,"전문, 과학 및 기술 서비스업"
진양제약(주),007370,2019/12,제조업
차이나크리스탈신소재홀딩스,900250,2019/12,"전문, 과학 및 기술 서비스업"
참존글로벌(주),158310,2019/12,제조업
참좋은여행(주),094850,2019/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
카페24(주),042000,2019/12,정보통신업
커머스마이너 (주),223310,2019/12,정보통신업
컬러레이홀딩스,900310,2019/12,금융 및 보험업
케어룸의료산업(주),327970,2019/12,제조업
케이디켐(주),221980,2019/12,제조업
케이만금세기차륜집단유한공사,900280,2019/12,"전문, 과학 및 기술 서비스업"
케이맥(주),043290,2019/12,제조업
케이비아이메탈(주),024840,2019/12,제조업
케이에이치건설(주),226360,2019/12,건설업
케이에이치전자(주),111870,2019/12,제조업
케이엠제약(주),225430,2019/12,제조업
케이지이티에스(주),151860,2019/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
케이피엑스라이프사이언스(주),114450,2019/12,제조업
켄코아에어로스페이스(주),274090,2019/12,제조업
코나아이(주),052400,2019/12,정보통신업
코드네이처(주),078940,2019/12,건설업
코리아에프티(주),123410,2019/12,제조업
코스맥스엔비티(주),222040,2019/12,제조업
코아스템(주),166480,2019/12,제조업
코오롱생명과학(주),102940,2019/12,제조업
코오롱티슈진(주),950160,2019/12,제조업
코웰패션(주),033290,2019/12,도매 및 소매업
코위버(주),056360,2019/12,제조업
콜마비앤에이치(주),200130,2019/12,제조업
큐렉소(주),060280,2019/12,도매 및 소매업
크로바하이텍(주),043590,2019/12,제조업
크루셜텍(주),114120,2019/12,제조업
크리스탈지노믹스(주),083790,2019/12,"전문, 과학 및 기술 서비스업"
키네마스터(주),139670,2019/12,정보통신업
테고사이언스(주),191420,2019/12,제조업
테라사이언스(주),073640,2019/12,제조업
티제이미디어(주),032540,2019/12,제조업
티케이지애강(주),022220,2019/12,제조업
팅크웨어(주),084730,2019/12,제조업
파나케이아(주),058530,2019/12,제조업
패션플랫폼(주),225590,2019/12,제조업
펌텍코리아(주),251970,2019/12,제조업
풍국주정공업(주),023900,2019/12,제조업
피씨엘(주),241820,2019/12,제조업
피아이첨단소재(주),178920,2019/12,제조업
피앤씨테크(주),237750,2019/12,제조업
피에스케이(주),319660,2019/12,제조업
피에스케이홀딩스(주),031980,2019/12,제조업
피에스텍(주),002230,2019/12,제조업
피에이치에이(주),043370,2019/12,제조업
하나마이크론(주),067310,2019/12,제조업
하나머티리얼즈(주),166090,2019/12,제조업
하이록코리아(주),013030,2019/12,제조업
하이즈항공(주),221840,2019/12,제조업
한국기업평가(주),034950,2019/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국맥널티(주),222980,2019/12,제조업
한국선재(주),025550,2019/12,제조업
한국알콜산업(주),017890,2019/12,제조업
한국유니온제약(주),080720,2019/12,제조업
한국전자금융(주),063570,2019/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국전자인증(주),041460,2019/12,정보통신업
한국정밀기계(주),101680,2019/12,제조업
한국정보공학(주),039740,2019/12,도매 및 소매업
한국정보인증(주),053300,2019/12,정보통신업
한국정보통신(주),025770,2019/12,정보통신업
한국컴퓨터(주),054040,2019/12,제조업
한라아이엠에스(주),092460,2019/12,제조업
한솔아이원스(주),114810,2019/12,제조업
한솔인티큐브(주),070590,2019/12,정보통신업
한양디지텍(주),078350,2019/12,제조업
한양이엔지(주),045100,2019/12,"전문, 과학 및 기술 서비스업"
한일네트웍스(주),046110,2019/12,정보통신업
한일단조공업(주),024740,2019/12,제조업
한일사료(주),005860,2019/12,제조업
한일화학공업(주),007770,2019/12,제조업
한창산업(주),079170,2019/12,제조업
해성산업(주),034810,2019/12,금융 및 보험업
해성옵틱스(주),076610,2019/12,제조업
헝셩그룹유한회사,900270,2019/12,"전문, 과학 및 기술 서비스업"
현대무벡스(주),319400,2019/12,제조업
현대바이오사이언스(주),048410,2019/12,제조업
현대에이치티(주),039010,2019/12,제조업
현우산업(주),092300,2019/12,제조업
현진소재(주),053660,2019/12,제조업
화성밸브(주),039610,2019/12,제조업
화일약품(주),061250,2019/12,제조업
휴림네트웍스(주),192410,2019/12,제조업
휴림로봇(주),090710,2019/12,제조업
휴마시스(주),205470,2019/12,제조업
휴젤(주),145020,2019/12,제조업
흥구석유(주),024060,2019/12,도매 및 소매업
