회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),이자비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결)
(주)에스엠컬처앤콘텐츠,48550,19-Dec,166658489,350709749,3843116,105880567,1239278,234208562,116501187,4811418,52612047,94503872,-40637118
(주)에스엠코어,7820,19-Dec,128073312,106789669,4591969,14451211,37233,28277601,78512068,5051260,6105435,29870284,28881928
(주)에스제이그룹,306040,19-Dec,109494821,91857647,13127856,36712023,405822,22442984,69414663,16366615,64971733,21192139,22380061
(주)에스제이케이,80440,19-Dec,4124848,55342770,-10923131,280349,3481420,42063072,13279698,-5488223,5462212,49223983,-67908260
(주)에스지엔지,40610,19-Dec,938887548,1121522424,3372457,90383133,13029545,497214874,624307550,11722862,127107318,656428760,211066593
(주)에스코넥,96630,19-Dec,254480908,162129965,-12224587,24381823,1854480,70721456,91408509,-14717530,27113763,92738241,57251717
(주)에스텍파마,41910,19-Dec,46489682,116425611,15227984,39069748,16129,13705262,102720349,3794649,9206084,50354810,68780661
(주)에스티아이,39440,19-Dec,318857509,265663605,22985802,21399479,1106002,97833475,167830130,27106998,34284661,93889739,91914258
(주)에스티오,98660,19-Dec,85144202,68168878,3273993,276940,1249184,33043432,35125446,5351881,45246690,27062057,29997326
(주)에스티큐브,52020,19-Dec,17388631,52377928,-12047484,18423267,2832523,23562403,28815525,-3084161,11506458,5317762,-21690433
(주)에스폴리텍,50760,19-Dec,135032554,109458241,10734572,25237129,1016310,53128693,56329548,14925781,12453539,47225941,31768844
(주)에스피시스템스,317830,19-Dec,31959900,59090833,1321621,7155379,344395,28654710,30436123,1006395,4925680,24309559,19084896
(주)에스피지,58610,19-Dec,315161067,275739191,6802471,15438290,3032765,144510273,131228918,10295030,49120432,97992054,63038028
(주)에쎈테크,43340,19-Dec,51708136,42894804,-493110,1070247,510060,15146672,27748132,447832,3313345,17166551,-6712187
(주)에이디칩스,54630,19-Dec,17668070,42768736,-12906462,11573786,619713,12721372,30047364,-2690373,4352735,22074728,-38728893
(주)에이디테크놀로지,200710,19-Dec,225809534,110161797,8004175,37805061,745721,54436302,55725495,12158233,5728351,17975480,31839733
(주)에이루트,96690,19-Dec,31253724,190315597,767297,15745563,2705219,100759336,89556261,-1018171,7912269,148809562,-9467173
(주)에이비프로바이오,195990,19-Dec,31930109,188942135,-37467451,14957374,4217746,58033237,130908898,-29914886,17234800,121254675,-2236523
(주)에이스침대,3800,19-Dec,277433284,519688129,44215798,17831177,402195,51168639,468519490,49912426,120404435,441913298,434609452
(주)에이스테크놀로지,88800,19-Dec,378602472,380498821,-9694692,10935548,11134877,291357544,89141277,2718683,86629710,148461650,-59920750
(주)에이스토리,241840,19-Dec,28238091,40251454,-1184915,1952055,28420,1643521,38607933,-1073302,3609081,8560048,1622590
(주)에이치디,102210,19-Dec,37778318,146820812,-13416056,2761559,1028250,35041281,111779531,-2765004,5492728,55424673,57799849
(주)에이치비테크놀러지,78150,19-Dec,280566411,286110809,5755801,47403782,1408830,100809544,185301265,10102233,27508107,119223475,57228302
(주)에이치시티,72990,19-Dec,47420588,75458915,6085345,12575365,475910,25709205,49749710,7212556,12566387,49025784,29157089
(주)에이치알에스,36640,19-Dec,66720013,90079783,982760,18229956,622015,16899593,73180191,1577618,7745015,40188573,54399431
(주)에이치앤비디자인,227100,19-Dec,21792788,24712438,-3356906,1072206,338582,12479226,12233213,-4117052,6927652,5227447,3749465
(주)에이치엘사이언스,239610,19-Dec,128260856,94422424,19742339,14472537,3783,13211995,81210430,23683938,73258267,24611755,52151505
(주)에이치케이,44780,19-Dec,54958238,81423667,828161,5491729,911223,32532195,48891472,897416,10580086,31891901,30197123
(주)에이텍,45660,19-Dec,99256874,91237050,6421597,3663586,15629,15730732,75506318,4350203,21024967,65765038,83545893
(주)에이텍티앤,224110,19-Dec,128024267,128021358,5036373,26526085,204164,44739095,83282263,5153387,26007839,58223837,19659383
(주)에이트원,230980,19-Dec,13058815,33494934,-11556949,10484903,948102,22597753,10897180,-1307802,3232560,16751515,-12495224
(주)에이티세미콘,89530,19-Dec,128076925,152543768,-9488588,5521170,3809562,114211198,38332570,2377146,16340945,126549976,-53213869
(주)에이팩트,200470,19-Dec,46841017,127408208,4189306,14381181,2234921,66692061,60716147,8167586,5501228,110559644,30760882
(주)에이팸,73070,19-Dec,50587576,119641377,-57655976,8471084,2806515,74568505,45072872,-8752612,15821107,67766387,-13573107
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,21901096,218360723,-6847696,17545449,216340,8213273,210147450,-766970,7307832,134370142,-26045757
(주)에치에프알,230240,19-Dec,156662931,136530378,421672,34077965,408239,54837821,81692557,2244302,21432177,33705107,47136345
(주)에코마케팅,230360,19-Dec,111354943,139596964,33353049,39656111,37282,30155129,109441835,37837722,73517221,20184002,68507528
(주)에코프로,86520,19-Dec,702272501,927834885,37363584,34641926,11375522,480853915,446980970,47805819,62384119,560115884,118453643
(주)에코프로비엠,247540,19-Dec,616085055,650356539,34481004,20105506,4483462,280149616,370206923,37077550,36009617,404849383,92997110
(주)에프알텍,73540,19-Dec,26150315,60056996,-1695029,511296,479799,28793038,31263958,-1151108,7468304,43786272,24177343
(주)에프앤리퍼블릭,64090,19-Dec,34123439,86585036,-44869518,1571334,1285886,58694953,27890083,-23400096,26160712,46944222,-52831359
(주)에프에스엔,214270,19-Dec,145425213,196990249,8639898,26092195,6601198,129690252,67299998,7736949,137688265,98862756,-1623727
(주)에프에스티,36810,19-Dec,125729654,181134486,18278890,12740235,580094,67980117,113154369,18873234,31273009,118995774,70724882
(주)에프엔씨엔터테인먼트,173940,19-Dec,84190079,115339954,-7567799,24861433,527343,48438313,66901642,-4937579,14786272,40976678,21358886
(주)엑사이엔씨,54940,19-Dec,247113216,143107906,291059,7274822,1487860,81828515,61279391,3029417,20330067,41722174,15117563
(주)엑세스바이오인코퍼레이션,950130,19-Dec,43058688,69730399,-20656016,6835710,2193066,41830382,27900017,-8038197,17445190,43817764,-10786034
(주)엑셈,205100,19-Dec,34454978,86036975,4872081,33897382,156290,14200621,71836354,6315140,13745630,28406712,18530312
(주)엑시콘,92870,19-Dec,38230244,103959650,-5313677,7395882,904542,29071238,74888412,-5194103,17212207,53900558,45284268
(주)엔바이오니아,317870,19-Dec,9720397,30141955,987629,8302364,317834,8588753,21553201,1335310,2878537,12256470,-4913816
(주)엔에스,217820,19-Dec,65057075,107444751,4304940,23071821,704862,75223775,32220976,5558548,4392252,21473438,19449474
(주)엔에스엔,31860,19-Dec,15368805,68332140,-7301062,7361953,2091239,45549479,22782661,-7886864,9071260,25065895,-38500631
(주)엔에이치엔벅스,104200,19-Dec,84847822,99589700,4121734,19022392,65481,29511212,70078489,7026142,77821680,27726053,41784262
(주)엔이능률,53290,19-Dec,84632802,92271601,720337,3535540,343403,34814138,57457463,2940371,55147697,26255237,34198411
(주)엔지스테크널러지,208860,19-Dec,6299597,86181796,-8358887,9693446,3511073,60238548,25943248,-3489008,8985354,45154727,-6631612
(주)엔지켐생명과학,183490,19-Dec,31468723,84991166,-16879077,2305903,51453,10950625,74040541,-16402181,19066627,21754872,-77789573
(주)엔케이맥스,182400,19-Dec,8749218,182158965,-11429234,12712148,153510,74646230,107512736,-24085960,30482008,159957638,-46237609
(주)엔텔스,69410,19-Dec,60229899,65880953,2032308,13204525,11552,23732373,42148581,2783299,14889206,24771569,25305795
(주)엔피,291230,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)엔피디,198080,19-Dec,308704363,170756933,16102189,24225808,4575143,122570889,48186044,26241243,28152737,80715208,36715507
(주)엔피케이,48830,19-Dec,65034697,76532516,-832280,7853328,392402,36216135,40316381,-321468,4842571,50757085,14817038
(주)엘디티,96870,19-Dec,6955660,11824918,-1398661,1863422,62,1943262,9881656,-1334886,3233030,6157620,-3476901
(주)엘아이에스,138690,19-Dec,145119083,217824901,-2087458,18760418,3414809,175997500,41827401,8494764,25332449,107888960,-46934034
(주)엘앤씨바이오,290650,19-Dec,29151665,66226107,8453917,12766060,60553,5955350,60270757,9032316,9631959,20136044,20746125
(주)엘앤에프,66970,19-Dec,313264235,416201279,-8809230,828386,4259001,284380746,131820533,-7662577,22872795,209975991,34830794
(주)엘앤케이바이오메드,156100,19-Dec,25776889,71663905,-11832410,702766,2045357,40796431,30867474,-9720206,21201879,28696510,-25364471
(주)엘엑스세미콘,108320,19-Dec,867122050,629733290,38538518,109686195,251687,157526495,472206795,47254628,165635907,110500466,388164487
(주)엘엠에스,73110,19-Dec,163181110,246427622,11109925,32465956,1671348,122012877,124414745,9450744,60141479,95315883,109669999
(주)엘오티베큠,83310,19-Dec,150245826,210032402,1876411,36540746,551358,83482989,126549412,-1029203,44563227,106599304,104610850
(주)엠게임,58630,19-Dec,37630626,48508081,7746102,10866394,60816,8553581,39954500,7248905,30381721,28355837,7268257
(주)엠디에스테크,86960,19-Dec,154901982,154474423,6036226,23444591,126968,38339438,116134985,4421051,46010970,38946071,92748302
(주)엠씨넥스,97520,19-Dec,1267712135,476580874,84507308,48419308,4494564,252013792,224567082,113067104,71056710,241328608,166446103
(주)엠아이텍,179290,19-Dec,32654539,57312610,3663878,10290722,58676,9050781,48261829,3371321,11336705,21139281,5438217
(주)엠앤씨생명과학,225860,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)엠에스씨,9780,19-Dec,149239104,158200567,11753362,3648900,1143067,67911431,90289136,14678632,17491546,92407055,79370946
(주)엠에스오토텍,123040,19-Dec,1274416674,1008067426,34841848,65071587,30350306,795802059,212265367,66742500,73591169,656054816,6947750
(주)엠투엔,33310,19-Dec,46465722,99125583,4291190,5588686,893113,38711565,60414018,412711,5229288,76948116,40120371
(주)엠플러스,259630,19-Dec,104343607,142053853,2007262,3881699,1763421,100435209,41618645,2737954,12260148,37416330,7579644
(주)엠피대산,65150,19-Dec,109949106,92627714,-2797548,5773788,1296379,57183942,35443773,-2460682,49463697,37975041,-31953959
(주)연우,115960,19-Dec,294610114,295923408,16799744,32374431,1549761,86317767,209605641,22481347,24378922,196114897,136695862
(주)연이비앤티,90740,19-Dec,316139182,237655059,6448239,16953588,1633557,135002474,102652585,11601704,9683839,122144522,46888079
(주)영우디에스피,143540,19-Dec,100432751,111870864,-2074577,6110862,1408405,94561367,17309497,11507692,8264551,32351530,-11087366
(주)예림당,36000,19-Dec,835889331,962926087,-48960614,130456359,29944035,630462022,332464065,-24727873,84134220,640831601,66537903
(주)예선테크,250930,19-Dec,58932975,48570877,-2981987,8996148,519142,12617021,35953856,7866987,10724366,13469318,11422058
(주)예스티,122640,19-Dec,53365358,172007119,-30764652,6913378,1292416,113615505,58391615,-21892260,16038966,122944425,5877774
(주)오공,45060,19-Dec,151927490,126890976,7647216,22055521,847121,46246148,80644827,8928052,19471142,60405341,61164954
(주)오디텍,80520,19-Dec,41649157,124506786,2138794,13896463,9007,6979751,117527035,1198877,2529073,70219120,99961756
(주)오르비텍,46120,19-Dec,74944341,126660776,978333,12440388,1359055,57887812,68772964,4106080,4379771,68146385,3033739
(주)오리엔탈정공,14940,19-Dec,130107247,156435187,3508771,12594113,3337114,125018875,31416312,5337954,8840370,118474581,2020827
(주)오리엔트정공,65500,19-Dec,97332735,110170921,-4319209,5082046,1460692,57508507,52662414,-3236359,12804175,70692968,-19150018
(주)오리콤,10470,19-Dec,198545882,195640666,5931585,61591636,90000,112768724,82871942,7955798,48318468,75809642,41966410
(주)오스코텍,39200,19-Dec,4368520,72393422,-24963195,49234522,1213748,18027159,54366264,-19856235,22130132,17121576,-65369499
(주)오스테오닉,226400,19-Dec,11161204,52317322,498679,5370322,1380593,23360617,28956705,479506,4549579,20939702,-9088883
(주)오스템,31510,19-Dec,147018157,221364227,-13915021,22185684,2391685,111382297,109981930,-4646773,31421583,140087295,82810899
(주)오이솔루션,138080,19-Dec,210283059,184366984,46065236,44258606,523110,45058615,139308369,58262070,29186265,46944907,79731186
(주)오킨스전자,80580,19-Dec,38478884,54821462,213236,5636370,1117407,28863566,25957896,1466114,7468434,33044638,4082439
(주)오텍,67170,19-Dec,952257433,538032236,14190984,61715250,8175165,347866355,190165882,30540632,140764520,151304226,109009826
(주)오파스넷,173130,19-Dec,104149383,65756400,-11878218,21331234,260171,48074786,17681614,3057622,10496052,10160484,4692309
(주)오픈베이스,49480,19-Dec,157437309,134687437,1163562,28248574,842367,62076992,72610445,2316686,29260541,50112645,17874018
(주)오하임아이엔티,309930,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)옵투스제약,131030,19-Dec,60441371,118968820,14595869,35157066,3949,11221884,107746936,15188582,21734141,30309699,63887250
(주)옵트론텍,82210,19-Dec,238899888,280165577,6009725,6818505,4896454,182606779,97558798,22323742,30504923,183204014,50845486
(주)옵티팜,153710,19-Dec,13652787,41719479,-655332,20192417,158577,6110458,35609022,-1191021,5692704,13687645,-14757197
(주)와이비엠넷,57030,19-Dec,60080366,75749192,1783632,10261245,589752,33607907,42141286,2627668,23802963,42810019,19690437
(주)와이솔,122990,19-Dec,370317281,419012003,30387779,55663103,1275663,78582448,340429556,39967623,43976041,251499737,213359874
(주)와이어블,65530,19-Dec,86274637,149671361,2070820,2895148,1120466,79768012,69903349,3464674,3189251,93676235,52591227
(주)와이엔텍,67900,19-Dec,98620699,242863498,18424857,21781949,1999770,108100391,134763107,26157695,3147194,209744508,102096726
(주)와이오엠,66430,19-Dec,58051573,37987572,-25326880,5814970,2378448,24046307,13941265,-1164698,4913094,19017748,-28480245
(주)와이제이엠게임즈,193250,19-Dec,40634666,91707821,-5652547,25246510,1860811,19120837,72586984,2062961,9862633,45316301,-15203411
(주)와이즈버즈,273060,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)와이지-원,19210,19-Dec,427959618,847036891,605414,15550238,16473810,516083247,330953644,13166691,105208951,446441203,239011231
(주)와이지엔터테인먼트,122870,19-Dec,264459739,516346905,-24642189,47778652,2128012,94683750,421663155,2024905,79519170,355896016,115224237
(주)와이티엔,40300,19-Dec,130801036,282069114,-3308955,10039417,396161,96716693,185352421,491889,7268482,228128646,68466686
(주)우리기술,32820,19-Dec,32592805,104000981,-11358506,5910412,3014977,70779180,33221801,-9001868,12773310,72073011,-53956869
(주)우리넷,115440,19-Dec,73657576,94123633,1934815,9296067,1253511,22176485,71947148,2817909,15691448,26864299,42131885
(주)우리로,46970,19-Dec,115364639,76027899,-10280897,3303683,1890754,50412501,25615398,-2003954,10226781,40299370,-23625127
(주)우양,103840,19-Dec,117909007,102405412,3418597,133981,2319413,68936537,33468875,6033349,10344632,64596935,19167601
(주)우정바이오,215380,19-Dec,32290408,57631946,279587,4705030,68391,30971237,26660709,642324,9145889,24174934,-3458110
(주)우주일렉트로닉스,65680,19-Dec,191008494,251507308,11787371,47954135,1087190,61917489,189589819,15876659,29185772,103036721,175882135
(주)원바이오젠,307280,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)원바이오젠,278380,19-Dec,11545982,17513758,3042901,1086220,582485,12785469,4728289,3101975,2084586,12235788,273755
(주)원익,32940,19-Dec,90386053,179530983,36826308,6044504,1572243,74387666,105143317,4156118,41650199,147192337,61249460
(주)원익머트리얼즈,104830,19-Dec,220839808,358756325,28106268,26632667,419956,51300386,307455939,36048991,36873294,264348814,235146185
(주)원익아이피에스,240810,19-Dec,669241557,899161666,42862674,13540457,164194,332607530,566554136,41116030,237950738,346186882,207517598
(주)원익큐브,14190,19-Dec,203876378,142869413,3839626,38147611,2032415,62295801,80573611,-1835381,18870175,33729601,19760714
(주)원익큐엔씨,74600,19-Dec,263059923,640996511,3644817,12497198,7949956,353798682,287197829,27353640,35191842,238828458,192979931
(주)원익피앤이,131390,19-Dec,147158084,177485962,15921509,3131567,655714,97548411,79937551,17764701,14770572,41954827,57755293
(주)원익홀딩스,30530,19-Dec,450752790,1225200283,48981666,40140454,8312216,286598904,938601379,61648854,75231587,1035271360,352824278
(주)원일특강,12620,19-Dec,255805707,224025381,9937904,9722349,2394754,106011799,118013582,9202375,10890573,88081941,115438916
(주)원풍,8370,19-Dec,72852529,83058039,1859745,8427795,3113,9568414,73489625,2725119,5566476,43613339,53929352
(주)월덱스,101160,19-Dec,117442639,149727470,19422023,32763984,1751416,60208467,89519002,23401882,14694864,66462738,50963828
(주)웨이버스,336060,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)웨이브일렉트로닉스,95270,19-Dec,37284783,73216150,-39360825,9810753,3386864,61767670,11448479,-24482038,34299851,43556418,-58757458
(주)웰크론,65950,19-Dec,391915114,273714945,-23906881,35079637,5067242,165057965,108656980,2837367,60955517,95525345,-5156776
(주)웰크론한텍,76080,19-Dec,270764971,153912091,-20692317,23271242,2704211,89600713,64311377,-5771706,16632623,29345707,27027781
(주)웹스,196700,19-Dec,28492652,68602447,-225863,12751896,848016,29744982,38857465,380344,6213032,39139445,19334215
(주)웹젠,69080,19-Dec,176051926,413962495,42171396,48399587,159521,58347800,355614695,51786349,124265577,175588487,237018653
(주)위니아,71460,19-Dec,750478399,470730952,11060140,15410546,7631416,351352375,119378577,20645109,129358093,211856488,-877534
(주)위닉스,44340,19-Dec,386234284,276306305,39862336,44158599,1485106,123025884,153280421,51392296,77758298,124583102,93506887
(주)위메이드,112040,19-Dec,113648124,296259243,-28698789,38124056,775781,61598029,234661214,-9330257,122978381,169629455,94125024
(주)위메이드맥스,101730,19-Dec,30487912,27174430,-15993265,6840802,776871,22630475,4543955,-10955552,41443464,11702277,-31024549
(주)위메이드플레이,123420,19-Dec,84400907,155395536,2962423,16707054,170144,18604676,136790861,2762398,81638509,32680371,126592812
(주)위세아이텍,65370,19-Dec,19719477,17922690,2665962,1736378,68837,6856727,11065962,2912073,3884448,12714700,9255993
(주)위지윅스튜디오,299900,19-Dec,46404117,109200110,6509732,15809879,560209,38738130,70461980,6631459,39772658,68331476,9907067
(주)위지트,36090,19-Dec,31658926,104295338,-5588828,4445705,1102934,32149553,72145785,-1057538,5820068,87068235,15727441
(주)윈스,136540,19-Dec,82104735,166991985,14983241,24850877,1325065,51254926,115737060,15393560,24601396,84968823,71027050
(주)윈팩,97800,19-Dec,97926800,117478347,9293420,6510937,2316533,70429967,47048380,7824608,4380738,96868515,-11155509
(주)윈하이텍,192390,19-Dec,84575176,112973265,-7755469,7774994,2315165,60615358,52357908,-5308172,9812962,71649904,28171872
(주)윌링스,313760,19-Dec,42871637,48729957,3090076,1366428,398857,12491283,36238674,3481272,6426808,14660707,21718427
(주)유니온커뮤니티,203450,19-Dec,40989880,54503048,4091766,9293329,159757,19927601,34575446,3482431,13361581,17529600,13938588
(주)유니크,11320,19-Dec,224922213,211759012,4168285,13402896,1998207,111591194,100167818,3138146,21835011,122334873,70946225
(주)유니테스트,86390,19-Dec,198326410,195733302,25418564,86594226,550858,34906260,160827042,29972326,36892166,61691323,124132151
(주)유니테크노,241690,19-Dec,82053819,115154024,5546481,16913224,1126111,48829425,66324599,5974086,6122860,69319681,48679748
(주)유니트론텍,142210,19-Dec,283584884,114607991,2476430,11865504,2523293,68854618,45753374,10209219,14769600,19826133,33523422
(주)유라테크,48430,19-Dec,203475026,132900385,2313514,24417696,3344,25200489,107699896,2232743,13909006,64867380,98349905
(주)유바이오로직스,206650,19-Dec,33072580,92765393,-881624,5667390,324935,57813402,34951992,9809355,10099161,71268008,-32416285
(주)유비케어,32620,19-Dec,110852595,136746661,7334986,15561589,20807,30871375,105875285,12354231,43542033,38790562,29406436
(주)유비쿼스,264450,19-Dec,103877217,127751791,11138696,38324494,43961,39584349,88167442,12218124,20049644,29073198,32480825
(주)유비쿼스홀딩스,78070,19-Dec,112451243,295097246,13911861,99074133,6638,40046446,255050799,13687851,24236955,100550801,307917296
(주)유성티엔에스,24800,19-Dec,358070006,397249776,21726157,34665292,7386104,192723810,204525966,7445658,11517602,270453202,134605542
(주)유신,54930,19-Dec,166611283,156433355,-6150701,3193506,852921,75055038,81378317,-9613618,19981793,65801868,63148508
(주)유씨아이,38340,19-Dec,18724543,54578385,-8597032,1028244,544390,17430361,37148024,-4646831,10842662,36773566,-49792759
(주)유아이디,69330,19-Dec,25786990,57326297,-13772739,868631,1221582,41333669,15992628,-5399927,4652790,45108175,281238
(주)유에스티,263770,19-Dec,52365313,60962055,2542501,88945,512979,14575422,46386634,3811057,2925235,22097348,21785644
(주)유진로봇,56080,19-Dec,72699201,89205031,-21414774,6397062,407128,38865514,50339517,-15667455,26092463,29738590,-15366226
(주)유진테크,84370,19-Dec,205466890,278351029,10808361,21295498,194339,33094340,245256689,23813958,75314936,129719488,226466583
(주)유테크,178780,19-Dec,43391257,41962991,-5752290,2797900,2685982,19833817,22129174,-9007312,9115249,9911671,-39782053
(주)유티아이,179900,19-Dec,63087225,82836837,4917577,11894891,586699,20958024,61878812,6335967,15635093,44948328,30047805
(주)유틸렉스,263050,19-Dec,408878,76010008,-17131242,6801288,162582,13182383,62827624,-18335385,18744263,31436448,-45920366
(주)육일씨엔에쓰,191410,19-Dec,61581944,90702931,-7840469,2983343,1670268,53814557,36888375,-9153380,11393388,63312280,8324462
(주)율호,72770,19-Dec,63739926,64001089,-887872,4644909,231381,38194655,25806434,1588602,9556723,11408113,-27157689
(주)이건홀딩스,39020,19-Dec,470273924,680251524,4875863,21684811,7975842,395446354,284805170,16612893,46359366,531167912,82493167
(주)이글루코퍼레이션,67920,19-Dec,75565878,59418054,1980544,10729549,16027,10977994,48440060,1691971,73873907,11269971,18657999
(주)이글벳,44960,19-Dec,34422683,45944755,1232267,1672771,240084,10411732,35533022,1913060,7346614,24505153,12282382
(주)이노메트리,302430,19-Dec,31891286,61620374,4628076,6442946,35645,9279775,52340600,5326328,4795697,10646212,13519792
(주)이노와이어리스,73490,19-Dec,96847501,120988656,13146730,40242514,1239936,40083718,80904938,15345480,27621919,50545477,64663447
(주)이노인스트루먼트,215790,19-Dec,43493970,106078446,-24312765,10159958,2983102,69017860,37060586,-17527805,35340325,57741200,18544901
(주)이노테라피,246960,19-Dec,692760,17232558,-3989026,5852393,29143,2130393,15102166,-3900672,4265177,5809730,-17934435
(주)이녹스,88390,19-Dec,41540048,200991055,-18948158,19048856,2069977,69904068,131086987,-5138745,20093051,156676548,230985502
(주)이녹스첨단소재,272290,19-Dec,349330168,337430508,34540957,52562226,2577803,156781710,180648798,46489362,40100398,151887309,81521913
(주)이라이콤,41520,19-Dec,277051025,237250056,-586008,91037534,115334,32223351,205026704,-5535346,21594311,64210967,170188144
(주)이랜시스,264850,19-Dec,52298488,46611707,1094254,1043240,267535,22407799,24203908,4097775,5116078,20362196,15141417
(주)이랜텍,54210,19-Dec,729024728,420465721,12103158,41615787,8958800,255933601,164532120,36277848,46343833,195639975,105857466
(주)이루온,65440,19-Dec,49397597,59101420,534329,13333238,487264,24641208,34460212,973899,11160018,15335252,1422665
(주)이매진아시아,36260,19-Dec,12690904,17924929,-19846314,3224107,835209,6009557,11915372,-3779625,3863461,4665435,-97429709
(주)이미지스테크놀로지,115610,19-Dec,18952057,14660413,-8167228,2087309,4115,2940703,11719710,-6449377,8405731,1773205,-5720213
(주)이브이수성,84180,19-Dec,22705956,47293762,-5155387,2005506,3818038,31024933,16268829,-1086313,4759502,33474483,-19187982
(주)이브이첨단소재,131400,19-Dec,52429478,78274536,-1380065,10546912,757548,32115399,46159137,986021,9820716,54991384,-1237801
(주)이상네트웍스,80010,19-Dec,58153972,152945743,10932725,24838363,973747,47242248,105703494,7530463,11537691,82739231,63251201
(주)이수앱지스,86890,19-Dec,21019126,92763104,-17816396,11224864,2072991,37580266,55182838,-15828901,23341404,32669581,-86540899
(주)이스트소프트,47560,19-Dec,68906896,134558590,-16092359,30181437,1981629,80066276,54492313,-2835907,71742803,75022464,-1095263
(주)이십일스토어,270020,19-Dec,19546408,19362638,-1455058,112594,707205,15229813,4132824,771493,5425461,15575698,-59403
(주)이엔에프테크놀로지,102710,19-Dec,481013219,386226184,46731624,23722217,1224359,117201379,269024805,59636773,47554635,230429716,243014345
(주)이엔코퍼레이션,66980,19-Dec,110610982,262427959,4032272,106120283,4319207,104217736,158210223,9123049,101487934,109122501,-12426084
(주)이엘피,63760,19-Dec,37348781,76209623,4073790,25220969,15747,6358836,69850786,3109187,7366888,18267496,53123225
(주)이엠네트웍스,87730,19-Dec,12991455,58841584,-94047193,2172011,10866454,53787729,5053855,-8680191,8576906,19299170,-94146044
(주)이엠넷,123570,19-Dec,36701874,97285984,8095508,16334598,9306,34965338,62320647,7715027,28986847,27660310,39514132
(주)이엠앤아이,83470,19-Dec,7377848,9942298,27249810,939348,526006,5395148,4547150,-3235270,3716991,1115276,-50605508
(주)이엠텍,91120,19-Dec,268162562,239272792,-440765,30036859,1489588,56990925,182281867,-5605244,43823991,147627935,118762014
(주)이오테크닉스,39030,19-Dec,206470463,446385713,11846028,69232000,465071,52598515,393787197,7100165,39023663,199742840,306115826
(주)이즈미디어,181340,19-Dec,67147273,75838634,-1767689,23256319,357986,39983951,35854682,-2640368,12674901,19623958,21967860
(주)이지,37370,19-Dec,67218335,77199021,-649697,2518112,583352,43631400,33567621,1499350,10547838,55415252,-3305466
(주)이지홀딩스,35810,19-Dec,1614867962,1782657220,-13028829,149091342,32060675,1052416334,730240886,41625730,219210820,985335996,218645848
(주)이큐셀,160600,19-Dec,93333769,81964394,-39730980,8164397,1770201,64989879,16974514,-29898119,17826284,41066226,-21125720
(주)이크레더블,92130,19-Dec,40922495,62637188,13651537,6892365,8829,8924079,53713109,16726688,24195807,8686982,42922421
(주)이퓨쳐,134060,19-Dec,10686877,23119509,1713288,6311775,26668,4728870,18390639,954978,5979346,9021670,10532143
(주)인바디,41830,19-Dec,117058914,154903556,20405993,14420279,140696,15073381,139830175,27626227,58631249,80859346,139970055
(주)인산가,277410,19-Dec,25864241,49776056,3154940,11686055,69529,19029896,30746160,3992880,12826987,23025582,8441556
(주)인성정보,33230,19-Dec,246656144,182909906,-351863,16909809,2590105,143359777,39550129,3463664,27009808,25082743,-36231243
(주)인지디스플레이,37330,19-Dec,557843292,441620561,8555191,17330305,3497229,253143055,188477506,23830908,28729131,288878920,123975583
(주)인콘,83640,19-Dec,30761375,88322804,-19706708,7693052,2718237,31887824,56434980,-2371065,7940999,50833947,5733578
(주)인터로조,119610,19-Dec,92568560,181124112,17555492,6710123,840206,49666879,131457233,22618019,25619738,72092964,118320396
(주)인터코스,240340,19-Dec,0,0,0,0,0,0,0,0,0,0,0
(주)인터플렉스,51370,19-Dec,439165313,351362963,-28269350,38836291,1637518,133561263,217801700,-16774919,15560632,199760026,-58405227
(주)인텍플러스,64290,19-Dec,40530902,42130085,5422364,5885843,301531,20346372,21783712,4705630,13843083,12939888,-3422843
(주)인텔리안테크놀로지스,189300,19-Dec,117971770,137340954,7167343,24796759,1138790,58985118,78355837,7138729,48649033,61331108,36557271
(주)인트로메딕,150840,19-Dec,8835741,33325136,-19320114,2158785,2309960,17461373,15863764,-5293432,10906043,16812788,-35120011
(주)인트론바이오테크놀로지,48530,19-Dec,8347462,89032050,-3187562,53413846,957131,24013464,65018586,-4368078,8167787,13745535,-11681707
(주)인포마크,175140,19-Dec,75225410,54511421,-10918860,2453748,1632399,43003070,11508351,-11797625,16827176,17165113,-11692154
(주)인포바인,115310,19-Dec,19264774,90449856,8994313,23983507,25532,5584335,84865521,9516147,9748627,11088262,95217502
(주)인피니트헬스케어,71200,19-Dec,74267025,106751660,7268999,13847646,144344,22441429,84310230,7072336,39746073,35426477,41586093
